Issue_time,Forecast_time,Coast,East,Far_West,North,North_Central,South,South_Central,West
2017-01-01 18:00:00+00:00,2017-01-02 06:00:00+00:00,8764.04,1079.1899,1877.8,671.77,9567.5596,2867.1299,5166.5298,1088.0699
2017-01-01 18:00:00+00:00,2017-01-02 07:00:00+00:00,8581.9502,1021.23,1882.5,657.455,9337.0596,2760.9199,4944.3901,1020.81
2017-01-01 18:00:00+00:00,2017-01-02 08:00:00+00:00,8465.0098,1009.08,1872.25,666.966,9148.5703,2673.5601,4747.21,1013.74
2017-01-01 18:00:00+00:00,2017-01-02 09:00:00+00:00,8456.4805,1018.14,1867.4301,673.951,9088.7305,2611.3401,4709.0698,1060.6899
2017-01-01 18:00:00+00:00,2017-01-02 10:00:00+00:00,8521.2402,1062.35,1867.29,715.7230000000001,9248.3096,2585.6599,4802.4199,1086.14
2017-01-01 18:00:00+00:00,2017-01-02 11:00:00+00:00,8568.1396,1109.12,1863.05,782.842,9428.0801,2523.29,4908.3701,1142.84
2017-01-01 18:00:00+00:00,2017-01-02 12:00:00+00:00,8527.6699,1155.66,1875.65,812.084,9681.2598,2497.6399,4964.9902,1186.6
2017-01-01 18:00:00+00:00,2017-01-02 13:00:00+00:00,8719.3496,1231.21,1884.61,834.7239999999999,10003.7002,2582.5801,5110.23,1227.8199
2017-01-01 18:00:00+00:00,2017-01-02 14:00:00+00:00,9181.1201,1337.15,1888.55,860.9760000000001,10545.9004,2716.4199,5305.4702,1256.75
2017-01-01 18:00:00+00:00,2017-01-02 15:00:00+00:00,9667.9199,1405.04,1897.6,885.1469999999999,10918.7002,2895.1399,5630.6499,1249.4301
2017-01-01 18:00:00+00:00,2017-01-02 16:00:00+00:00,10016.0,1460.86,1902.03,877.715,11260.2998,3121.45,5996.5898,1266.62
2017-01-01 18:00:00+00:00,2017-01-02 17:00:00+00:00,10279.0996,1465.42,1893.5601,869.304,11440.9004,3354.6599,6413.1201,1218.91
2017-01-01 18:00:00+00:00,2017-01-02 18:00:00+00:00,10317.7998,1466.55,1888.0601,873.7080000000001,11562.2998,3527.28,6723.3901,1137.12
2017-01-01 18:00:00+00:00,2017-01-02 19:00:00+00:00,10276.5996,1476.36,1896.38,861.635,11586.7002,3651.03,6873.2202,1113.89
2017-01-01 18:00:00+00:00,2017-01-02 20:00:00+00:00,10170.5996,1483.92,1891.16,858.0010000000001,11507.9004,3743.8501,6997.04,1115.72
2017-01-01 18:00:00+00:00,2017-01-02 21:00:00+00:00,10048.2998,1485.24,1893.53,870.084,11451.5,3716.49,6984.4702,1090.25
2017-01-01 18:00:00+00:00,2017-01-02 22:00:00+00:00,10214.4004,1543.95,1898.92,920.43,11877.0996,3694.79,7126.6499,1201.37
2017-01-01 18:00:00+00:00,2017-01-02 23:00:00+00:00,10254.9004,1569.96,1927.53,976.193,12359.0996,3712.45,7485.6299,1403.66
2017-01-01 18:00:00+00:00,2017-01-03 00:00:00+00:00,10001.9004,1512.71,1920.21,992.708,11971.0996,3567.8201,7229.73,1370.1899
2017-01-01 18:00:00+00:00,2017-01-03 01:00:00+00:00,9701.9404,1447.36,1921.41,983.389,11475.5,3438.8301,6780.5601,1316.24
2017-01-01 18:00:00+00:00,2017-01-03 02:00:00+00:00,9338.8096,1371.46,1911.77,981.854,10913.7002,3254.6899,6293.1499,1272.11
2017-01-01 18:00:00+00:00,2017-01-03 03:00:00+00:00,8836.0801,1252.2,1935.27,910.746,10084.2002,3002.27,5597.6499,1171.98
2017-01-01 18:00:00+00:00,2017-01-03 04:00:00+00:00,8246.8301,1148.9301,1947.59,840.443,9252.1797,2690.0601,4919.73,1087.59
2017-01-01 18:00:00+00:00,2017-01-03 05:00:00+00:00,7684.2202,1090.28,1952.0699,778.972,8842.5801,2395.73,4618.1299,1050.16
2017-01-02 18:00:00+00:00,2017-01-03 06:00:00+00:00,7356.9102,988.436,1942.98,748.145,8384.2402,2183.1599,4330.5801,992.207
2017-01-02 18:00:00+00:00,2017-01-03 07:00:00+00:00,7216.4902,956.978,1949.53,721.765,8209.6504,2086.4199,4180.98,987.59
2017-01-02 18:00:00+00:00,2017-01-03 08:00:00+00:00,7273.96,966.475,1949.0699,720.637,8277.0898,2105.73,4210.1401,996.948
2017-01-02 18:00:00+00:00,2017-01-03 09:00:00+00:00,7549.0,1009.61,1966.45,741.32,8594.3896,2167.71,4402.7402,1024.5601
2017-01-02 18:00:00+00:00,2017-01-03 10:00:00+00:00,8305.3799,1120.85,2014.46,797.283,9452.8096,2386.5,4967.6602,1088.51
2017-01-02 18:00:00+00:00,2017-01-03 11:00:00+00:00,9410.7598,1323.51,2096.1799,903.836,10825.5996,2854.4299,5934.6499,1200.04
2017-01-02 18:00:00+00:00,2017-01-03 12:00:00+00:00,9772.1201,1391.22,2145.71,947.57,11549.5,3006.21,6296.3198,1252.66
2017-01-02 18:00:00+00:00,2017-01-03 13:00:00+00:00,9722.8203,1348.89,2107.46,937.079,11389.2998,2891.8201,6069.04,1221.74
2017-01-02 18:00:00+00:00,2017-01-03 14:00:00+00:00,9784.7998,1312.41,2072.27,936.557,11316.5,2841.7,5902.75,1183.61
2017-01-02 18:00:00+00:00,2017-01-03 15:00:00+00:00,9905.4102,1271.9,2044.8101,933.185,11254.5,2825.1399,5842.8301,1148.5699
2017-01-02 18:00:00+00:00,2017-01-03 16:00:00+00:00,9978.6396,1221.16,2019.11,919.605,11140.2998,2839.53,5799.4199,1118.9301
2017-01-02 18:00:00+00:00,2017-01-03 17:00:00+00:00,10015.5,1180.15,1982.39,908.481,11009.5996,2848.72,5790.7998,1078.9301
2017-01-02 18:00:00+00:00,2017-01-03 18:00:00+00:00,10137.5,1160.27,1961.02,906.712,10937.2002,2886.0,5816.9902,1044.28
2017-01-02 18:00:00+00:00,2017-01-03 19:00:00+00:00,10190.2002,1134.4399,1944.8199,908.449,10837.4004,2927.47,5832.3901,1032.1
2017-01-02 18:00:00+00:00,2017-01-03 20:00:00+00:00,10188.9004,1122.12,1933.11,899.443,10820.2998,2948.3,5841.8398,1030.7
2017-01-02 18:00:00+00:00,2017-01-03 21:00:00+00:00,10151.7998,1141.64,1943.51,916.953,11025.0996,2969.03,5871.9902,1045.5601
2017-01-02 18:00:00+00:00,2017-01-03 22:00:00+00:00,10201.2002,1228.41,1959.28,955.503,11618.7002,2941.3201,5996.0498,1075.6
2017-01-02 18:00:00+00:00,2017-01-03 23:00:00+00:00,10494.7998,1345.58,2023.66,1026.61,12474.2002,3092.28,6433.6299,1133.84
2017-01-02 18:00:00+00:00,2017-01-04 00:00:00+00:00,10400.7002,1361.78,2064.79,1020.97,12583.2002,3142.1899,6484.4302,1155.1
2017-01-02 18:00:00+00:00,2017-01-04 01:00:00+00:00,10138.5,1343.28,2072.3701,1009.64,12558.5,3099.54,6304.4902,1152.76
2017-01-02 18:00:00+00:00,2017-01-04 02:00:00+00:00,9667.4502,1297.77,2059.5901,977.404,12261.5996,2981.1101,5924.5298,1132.63
2017-01-02 18:00:00+00:00,2017-01-04 03:00:00+00:00,9030.2998,1232.9399,2034.3101,920.427,11724.2002,2762.52,5444.0801,1106.55
2017-01-02 18:00:00+00:00,2017-01-04 04:00:00+00:00,8439.4697,1162.42,2010.9399,877.067,11251.0,2509.98,4991.6899,1081.6
2017-01-02 18:00:00+00:00,2017-01-04 05:00:00+00:00,8051.2998,1126.4301,2008.99,851.783,10967.7002,2313.1101,4736.0601,1081.1
2017-01-03 18:00:00+00:00,2017-01-04 06:00:00+00:00,8019.6201,1181.53,2035.35,915.952,11278.9004,2241.24,4703.8701,1124.8199
2017-01-03 18:00:00+00:00,2017-01-04 07:00:00+00:00,7962.8198,1175.47,2031.5601,915.943,11321.2002,2175.9099,4772.27,1150.2
2017-01-03 18:00:00+00:00,2017-01-04 08:00:00+00:00,8041.0601,1194.83,2036.21,926.753,11579.5,2189.27,4899.8101,1182.11
2017-01-03 18:00:00+00:00,2017-01-04 09:00:00+00:00,8330.5498,1244.16,2067.3,965.9,12188.2002,2245.45,5185.0098,1222.4301
2017-01-03 18:00:00+00:00,2017-01-04 10:00:00+00:00,9076.5898,1367.42,2134.6699,1058.87,13467.5,2464.04,5900.6299,1308.51
2017-01-03 18:00:00+00:00,2017-01-04 11:00:00+00:00,10121.9004,1586.72,2238.53,1220.77,15351.0996,2943.6799,7033.8701,1445.24
2017-01-03 18:00:00+00:00,2017-01-04 12:00:00+00:00,10485.5,1653.6899,2303.8601,1271.48,16205.2998,3094.0701,7500.6299,1509.51
2017-01-03 18:00:00+00:00,2017-01-04 13:00:00+00:00,10443.4004,1607.8199,2256.1499,1242.17,15762.5996,2968.05,7274.3901,1477.35
2017-01-03 18:00:00+00:00,2017-01-04 14:00:00+00:00,10506.0,1577.85,2220.4099,1222.6899,15389.5,2898.5801,7120.0298,1435.16
2017-01-03 18:00:00+00:00,2017-01-04 15:00:00+00:00,10548.4004,1532.04,2186.3401,1177.37,14977.5,2841.21,6962.73,1396.6899
2017-01-03 18:00:00+00:00,2017-01-04 16:00:00+00:00,10505.7998,1465.64,2149.8899,1126.3199,14452.0,2768.53,6770.3398,1344.9
2017-01-03 18:00:00+00:00,2017-01-04 17:00:00+00:00,10405.9004,1395.6,2100.24,1080.22,13903.9004,2668.53,6605.5898,1280.4301
2017-01-03 18:00:00+00:00,2017-01-04 18:00:00+00:00,10376.0996,1351.99,2082.3,1035.75,13387.9004,2601.79,6475.8398,1231.87
2017-01-03 18:00:00+00:00,2017-01-04 19:00:00+00:00,10326.2998,1290.15,2055.29,999.304,12849.5,2538.46,6367.8301,1188.22
2017-01-03 18:00:00+00:00,2017-01-04 20:00:00+00:00,10336.7998,1283.98,2040.33,975.786,12522.0,2490.51,6379.6499,1157.97
2017-01-03 18:00:00+00:00,2017-01-04 21:00:00+00:00,10403.7002,1312.96,2046.79,986.708,12614.7998,2513.3601,6539.98,1169.6
2017-01-03 18:00:00+00:00,2017-01-04 22:00:00+00:00,10701.7002,1426.54,2065.52,1048.16,13400.9004,2557.3401,6959.77,1209.26
2017-01-03 18:00:00+00:00,2017-01-04 23:00:00+00:00,11149.7002,1577.88,2141.25,1143.37,14695.9004,2794.5901,7653.2002,1315.97
2017-01-03 18:00:00+00:00,2017-01-05 00:00:00+00:00,11137.2002,1598.78,2182.55,1153.15,14996.0,2905.5601,7867.0,1356.05
2017-01-03 18:00:00+00:00,2017-01-05 01:00:00+00:00,10971.5,1602.8199,2173.3799,1139.58,15042.7002,2920.3201,7804.0098,1362.22
2017-01-03 18:00:00+00:00,2017-01-05 02:00:00+00:00,10558.7002,1547.0,2145.6001,1093.5601,14635.0,2852.8899,7484.3799,1326.87
2017-01-03 18:00:00+00:00,2017-01-05 03:00:00+00:00,9957.29,1450.73,2110.24,1016.0,13848.2998,2700.6001,6930.3198,1270.24
2017-01-03 18:00:00+00:00,2017-01-05 04:00:00+00:00,9352.8896,1354.39,2079.0601,944.898,13077.2002,2490.24,6406.9102,1213.8
2017-01-03 18:00:00+00:00,2017-01-05 05:00:00+00:00,8888.2695,1286.52,2083.3101,914.477,12667.2998,2347.8799,6025.8901,1174.37
2017-01-04 18:00:00+00:00,2017-01-05 06:00:00+00:00,8730.29,1337.15,2179.1499,963.415,13015.5996,2226.6399,5793.4302,1188.42
2017-01-04 18:00:00+00:00,2017-01-05 07:00:00+00:00,8530.9199,1321.01,2163.6499,941.499,12976.5,2174.26,5665.98,1188.8101
2017-01-04 18:00:00+00:00,2017-01-05 08:00:00+00:00,8522.4697,1337.05,2166.71,947.887,13102.0,2176.02,5729.3101,1217.4
2017-01-04 18:00:00+00:00,2017-01-05 09:00:00+00:00,8773.5703,1387.35,2178.4099,979.721,13563.7998,2238.8201,5954.3999,1258.3101
2017-01-04 18:00:00+00:00,2017-01-05 10:00:00+00:00,9530.5498,1506.09,2219.3601,1061.61,14716.4004,2474.0901,6578.79,1352.99
2017-01-04 18:00:00+00:00,2017-01-05 11:00:00+00:00,10603.7998,1711.41,2281.71,1185.74,16449.6992,2986.6101,7521.9702,1506.46
2017-01-04 18:00:00+00:00,2017-01-05 12:00:00+00:00,10887.7002,1770.64,2317.1001,1230.16,17165.5996,3136.79,7745.8398,1577.6899
2017-01-04 18:00:00+00:00,2017-01-05 13:00:00+00:00,10735.7998,1723.22,2309.48,1203.53,16660.9004,2975.7,7279.8398,1549.52
2017-01-04 18:00:00+00:00,2017-01-05 14:00:00+00:00,10709.0996,1669.6899,2321.1001,1186.0,16285.5996,2933.71,6809.1499,1515.12
2017-01-04 18:00:00+00:00,2017-01-05 15:00:00+00:00,10678.0,1610.75,2310.8601,1157.84,15938.9004,2910.79,6415.9102,1483.7
2017-01-04 18:00:00+00:00,2017-01-05 16:00:00+00:00,10605.5,1534.27,2302.1799,1120.3199,15484.9004,2872.2,6076.6001,1447.34
2017-01-04 18:00:00+00:00,2017-01-05 17:00:00+00:00,10527.7002,1476.4301,2291.1299,1079.29,15018.0,2830.3301,5825.4102,1397.24
2017-01-04 18:00:00+00:00,2017-01-05 18:00:00+00:00,10515.7998,1430.75,2284.6001,1045.23,14652.5,2828.1399,5660.9902,1369.0699
2017-01-04 18:00:00+00:00,2017-01-05 19:00:00+00:00,10391.4004,1383.76,2286.01,1036.5699,14360.0,2833.0901,5534.73,1351.5601
2017-01-04 18:00:00+00:00,2017-01-05 20:00:00+00:00,10302.0,1376.02,2269.9099,1021.48,14295.2998,2834.52,5472.3398,1348.76
2017-01-04 18:00:00+00:00,2017-01-05 21:00:00+00:00,10281.5,1410.23,2269.6101,1051.79,14667.7998,2861.1001,5518.3198,1362.4
2017-01-04 18:00:00+00:00,2017-01-05 22:00:00+00:00,10515.7998,1519.14,2273.48,1122.65,15592.7998,2868.6001,5814.4702,1410.54
2017-01-04 18:00:00+00:00,2017-01-05 23:00:00+00:00,10967.2998,1639.78,2337.8301,1220.25,16690.5,3065.54,6467.02,1494.77
2017-01-04 18:00:00+00:00,2017-01-06 00:00:00+00:00,10846.7998,1656.5601,2386.3301,1219.04,16704.9004,3146.3401,6653.0098,1517.25
2017-01-04 18:00:00+00:00,2017-01-06 01:00:00+00:00,10611.0,1645.25,2415.21,1213.52,16632.4004,3128.77,6682.1499,1528.54
2017-01-04 18:00:00+00:00,2017-01-06 02:00:00+00:00,10164.5996,1600.48,2401.1599,1171.72,16243.0996,3022.73,6538.46,1510.6
2017-01-04 18:00:00+00:00,2017-01-06 03:00:00+00:00,9590.7197,1552.11,2386.6001,1124.89,15550.5,2825.76,6318.52,1491.41
2017-01-04 18:00:00+00:00,2017-01-06 04:00:00+00:00,9015.5098,1506.48,2358.05,1085.23,14921.5996,2562.1499,6062.3999,1463.66
2017-01-04 18:00:00+00:00,2017-01-06 05:00:00+00:00,8697.9102,1520.97,2357.95,1078.63,14670.5996,2405.24,6051.8101,1473.91
2017-01-05 18:00:00+00:00,2017-01-06 06:00:00+00:00,8631.6504,1589.4,2456.8701,1303.1899,14886.2998,2409.96,5827.71,1467.74
2017-01-05 18:00:00+00:00,2017-01-06 07:00:00+00:00,8588.5898,1571.76,2401.27,1251.59,14376.0996,2090.3601,5583.9102,1458.03
2017-01-05 18:00:00+00:00,2017-01-06 08:00:00+00:00,8722.8496,1629.15,2382.96,1205.77,14615.9004,1861.1,6079.6602,1312.8101
2017-01-05 18:00:00+00:00,2017-01-06 09:00:00+00:00,8529.8896,1678.3199,2437.8799,1291.67,14504.5996,2458.6599,6091.0898,1461.73
2017-01-05 18:00:00+00:00,2017-01-06 10:00:00+00:00,9213.0801,1770.28,2414.9399,1315.84,16068.0,2600.1499,6560.0601,1528.77
2017-01-05 18:00:00+00:00,2017-01-06 11:00:00+00:00,10307.7998,1891.59,2484.27,1419.39,17540.9004,2934.4399,7565.1899,1685.62
2017-01-05 18:00:00+00:00,2017-01-06 12:00:00+00:00,11413.9004,2024.53,2491.25,1477.48,18295.0996,3160.5801,8212.54,1726.62
2017-01-05 18:00:00+00:00,2017-01-06 13:00:00+00:00,11630.2002,2157.6399,2524.0701,1471.84,18509.9004,3345.78,8322.5498,1721.8101
2017-01-05 18:00:00+00:00,2017-01-06 14:00:00+00:00,12112.9004,2117.6399,2384.3799,1534.1,18491.5,3575.3899,8499.21,1708.8101
2017-01-05 18:00:00+00:00,2017-01-06 15:00:00+00:00,12510.5,2037.42,2507.8101,1489.73,18811.0,3878.8501,8537.7998,1680.54
2017-01-05 18:00:00+00:00,2017-01-06 16:00:00+00:00,12250.7002,2017.96,2477.1201,1452.67,19192.4004,3955.1599,8730.4004,1576.51
2017-01-05 18:00:00+00:00,2017-01-06 17:00:00+00:00,12147.7998,1937.37,2556.3301,1443.41,18189.1992,3941.3,8442.4697,1654.11
2017-01-05 18:00:00+00:00,2017-01-06 18:00:00+00:00,12237.7998,1968.13,2549.49,1345.3101,17581.5996,4216.7798,8316.9805,1546.91
2017-01-05 18:00:00+00:00,2017-01-06 19:00:00+00:00,12329.7998,1940.13,2470.99,1371.65,17551.0996,4063.48,8042.3198,1647.58
2017-01-05 18:00:00+00:00,2017-01-06 20:00:00+00:00,12184.5,1967.84,2429.6499,1414.37,16591.1992,4292.4702,8189.8101,1587.0699
2017-01-05 18:00:00+00:00,2017-01-06 21:00:00+00:00,12389.5,1983.4399,2460.71,1437.4399,17267.3008,4268.9902,8027.9199,1581.34
2017-01-05 18:00:00+00:00,2017-01-06 22:00:00+00:00,13042.5,2119.5,2582.71,1494.01,18038.3008,4477.2598,8715.2998,1652.9301
2017-01-05 18:00:00+00:00,2017-01-06 23:00:00+00:00,13343.7002,2266.3501,2623.8401,1518.23,19803.0996,4661.4199,9582.1504,1707.36
2017-01-05 18:00:00+00:00,2017-01-07 00:00:00+00:00,13798.2002,2237.01,2673.1201,1535.09,20201.8008,5003.1802,10317.4004,1780.48
2017-01-05 18:00:00+00:00,2017-01-07 01:00:00+00:00,13772.0,2166.98,2588.8301,1533.09,19808.9004,4875.2402,9985.0596,1788.71
2017-01-05 18:00:00+00:00,2017-01-07 02:00:00+00:00,13375.0,2098.04,2590.8,1527.6899,19572.0996,4665.0,9930.9102,1772.99
2017-01-05 18:00:00+00:00,2017-01-07 03:00:00+00:00,12100.0996,2088.5601,2530.6499,1444.28,18113.6992,4883.6201,9001.5303,1747.15
2017-01-05 18:00:00+00:00,2017-01-07 04:00:00+00:00,11654.0996,1995.76,2388.8899,1326.52,17738.4004,4587.77,8461.0498,1644.8199
2017-01-05 18:00:00+00:00,2017-01-07 05:00:00+00:00,10540.9434,1866.4249,2256.2458,1266.7926,16131.2363,3515.9814,7164.3706,1558.3628
2017-01-06 18:00:00+00:00,2017-01-07 06:00:00+00:00,10470.4004,2015.64,2443.8,1363.97,16688.9004,4649.02,6943.46,1790.55
2017-01-06 18:00:00+00:00,2017-01-07 07:00:00+00:00,10229.2002,2045.3101,2447.3601,1357.74,16739.4004,4694.3101,6685.8101,1837.0601
2017-01-06 18:00:00+00:00,2017-01-07 08:00:00+00:00,10416.9004,2084.0801,2476.0801,1345.21,16950.0,4729.98,6995.21,1865.3199
2017-01-06 18:00:00+00:00,2017-01-07 09:00:00+00:00,10829.7998,2137.8601,2488.26,1370.5,17377.8008,4787.8301,7527.52,1894.36
2017-01-06 18:00:00+00:00,2017-01-07 10:00:00+00:00,11610.7002,2221.48,2525.8101,1403.26,18225.8008,4963.2202,8465.8096,1934.92
2017-01-06 18:00:00+00:00,2017-01-07 11:00:00+00:00,12652.5996,2382.8201,2572.6001,1453.66,19393.4004,5253.8599,9683.2402,2007.37
2017-01-06 18:00:00+00:00,2017-01-07 12:00:00+00:00,13306.5,2458.47,2586.1799,1481.48,20168.8008,5379.0298,10607.4004,2069.23
2017-01-06 18:00:00+00:00,2017-01-07 13:00:00+00:00,13747.0,2432.3799,2550.77,1475.6,19969.0,5355.1001,10553.2998,2040.6801
2017-01-06 18:00:00+00:00,2017-01-07 14:00:00+00:00,13912.7998,2368.8899,2517.29,1464.17,19415.5996,5254.73,10004.2002,1944.4399
2017-01-06 18:00:00+00:00,2017-01-07 15:00:00+00:00,13839.4004,2241.25,2485.9399,1417.0699,18738.9004,5078.2402,9369.75,1865.5601
2017-01-06 18:00:00+00:00,2017-01-07 16:00:00+00:00,13341.2002,2115.1599,2443.4399,1365.36,17805.5996,4878.8301,8609.6201,1790.5601
2017-01-06 18:00:00+00:00,2017-01-07 17:00:00+00:00,12625.4004,2002.84,2437.3201,1314.76,16875.8008,4658.04,7817.2402,1705.3199
2017-01-06 18:00:00+00:00,2017-01-07 18:00:00+00:00,11968.0996,1878.49,2424.78,1263.78,15889.0,4478.8799,7150.5801,1639.83
2017-01-06 18:00:00+00:00,2017-01-07 19:00:00+00:00,11478.0,1772.9301,2373.71,1225.86,15051.9004,4315.0098,6715.6499,1577.4301
2017-01-06 18:00:00+00:00,2017-01-07 20:00:00+00:00,11251.0,1746.64,2379.3301,1197.1899,14697.0996,4193.3301,6583.0601,1543.13
2017-01-06 18:00:00+00:00,2017-01-07 21:00:00+00:00,11298.7998,1792.33,2380.02,1195.96,14827.7002,4189.5801,7072.6001,1546.74
2017-01-06 18:00:00+00:00,2017-01-07 22:00:00+00:00,11999.5,1949.9301,2412.9099,1229.87,15711.7002,4262.6299,7973.52,1591.9399
2017-01-06 18:00:00+00:00,2017-01-07 23:00:00+00:00,13281.5996,2107.6399,2474.8799,1281.75,16994.1992,4487.1802,9388.5303,1717.3
2017-01-06 18:00:00+00:00,2017-01-08 00:00:00+00:00,13443.5996,2117.98,2523.8501,1294.8,17229.0996,4599.6099,9800.0596,1789.76
2017-01-06 18:00:00+00:00,2017-01-08 01:00:00+00:00,13284.7002,2130.6699,2503.9299,1295.38,17203.1992,4630.4702,9674.6699,1830.3101
2017-01-06 18:00:00+00:00,2017-01-08 02:00:00+00:00,12924.7002,2085.1499,2441.8501,1270.3101,16916.6992,4596.2598,9292.2998,1840.9301
2017-01-06 18:00:00+00:00,2017-01-08 03:00:00+00:00,12136.7998,1991.73,2340.8,1240.74,16234.4004,4408.71,8344.0596,1803.47
2017-01-06 18:00:00+00:00,2017-01-08 04:00:00+00:00,11331.7998,1909.6,2345.77,1228.4301,15565.0996,4225.4902,7461.8301,1751.83
2017-01-06 18:00:00+00:00,2017-01-08 05:00:00+00:00,10430.0996,1851.21,2289.24,1224.16,14946.7002,3975.3501,6403.9199,1690.76
2017-01-07 18:00:00+00:00,2017-01-08 06:00:00+00:00,9861.8701,1827.1,2326.0601,1243.0601,14520.7002,3904.71,6042.1299,1643.53
2017-01-07 18:00:00+00:00,2017-01-08 07:00:00+00:00,9640.96,1829.1801,2330.28,1232.72,14333.5996,3846.24,5798.1099,1636.6899
2017-01-07 18:00:00+00:00,2017-01-08 08:00:00+00:00,9899.0898,1894.95,2360.5601,1232.09,14649.4004,3916.45,6181.3901,1658.12
2017-01-07 18:00:00+00:00,2017-01-08 09:00:00+00:00,10380.5,1958.9301,2376.55,1264.92,15185.7998,4025.6499,6785.4399,1697.29
2017-01-07 18:00:00+00:00,2017-01-08 10:00:00+00:00,11227.7002,2076.3999,2422.21,1311.02,16177.7002,4252.46,7770.7998,1766.21
2017-01-07 18:00:00+00:00,2017-01-08 11:00:00+00:00,12358.2002,2294.3999,2478.47,1385.49,17505.5,4632.5,9055.6504,1870.67
2017-01-07 18:00:00+00:00,2017-01-08 12:00:00+00:00,13007.2998,2396.76,2509.21,1434.6,18449.8008,4720.5,9934.8701,1953.72
2017-01-07 18:00:00+00:00,2017-01-08 13:00:00+00:00,13337.9004,2365.3701,2471.5,1434.45,18387.0,4585.5601,9743.0801,1914.72
2017-01-07 18:00:00+00:00,2017-01-08 14:00:00+00:00,13387.0996,2261.5901,2425.6299,1417.53,17790.0996,4402.6099,9020.75,1803.4301
2017-01-07 18:00:00+00:00,2017-01-08 15:00:00+00:00,13158.0,2048.27,2378.8999,1356.03,16925.5996,4111.6401,8245.7598,1697.03
2017-01-07 18:00:00+00:00,2017-01-08 16:00:00+00:00,12677.2002,1859.9,2334.3601,1294.23,15881.7998,3777.4099,7435.2798,1596.91
2017-01-07 18:00:00+00:00,2017-01-08 17:00:00+00:00,12030.0996,1747.41,2324.27,1234.09,14932.0996,3476.6499,6756.4302,1512.0601
2017-01-07 18:00:00+00:00,2017-01-08 18:00:00+00:00,11494.5,1621.72,2304.1499,1173.4,13939.2998,3231.25,6195.46,1451.29
2017-01-07 18:00:00+00:00,2017-01-08 19:00:00+00:00,11045.0,1515.5601,2242.74,1127.17,13124.9004,3004.0601,5877.77,1390.86
2017-01-07 18:00:00+00:00,2017-01-08 20:00:00+00:00,10730.0996,1503.0601,2241.78,1107.8199,12746.2002,2836.77,5838.9902,1343.55
2017-01-07 18:00:00+00:00,2017-01-08 21:00:00+00:00,10764.2998,1587.62,2245.8701,1112.95,12909.5,2779.05,6330.4399,1342.71
2017-01-07 18:00:00+00:00,2017-01-08 22:00:00+00:00,11642.9004,1812.63,2285.3799,1165.76,14034.2002,2848.6899,7300.0498,1404.1899
2017-01-07 18:00:00+00:00,2017-01-08 23:00:00+00:00,13384.9004,2066.6699,2381.3201,1237.58,15782.2998,3189.2,8996.6602,1567.41
2017-01-07 18:00:00+00:00,2017-01-09 00:00:00+00:00,13434.2002,2099.1399,2452.3999,1263.39,16244.2002,3386.9299,9572.6699,1656.62
2017-01-07 18:00:00+00:00,2017-01-09 01:00:00+00:00,13055.7998,2100.74,2438.1499,1263.3199,16146.7998,3437.79,9400.3701,1697.9
2017-01-07 18:00:00+00:00,2017-01-09 02:00:00+00:00,12273.9004,2012.97,2374.1299,1227.0601,15611.2002,3434.9099,8873.3301,1685.38
2017-01-07 18:00:00+00:00,2017-01-09 03:00:00+00:00,11221.0,1833.11,2254.1799,1164.47,14663.7002,3303.48,7995.0698,1594.74
2017-01-07 18:00:00+00:00,2017-01-09 04:00:00+00:00,10053.5,1690.8199,2229.05,1117.78,13655.2002,3098.8899,7039.3701,1491.17
2017-01-07 18:00:00+00:00,2017-01-09 05:00:00+00:00,9487.5303,1559.0601,2128.3101,1076.17,13073.0996,2993.95,6442.3799,1382.64
2017-01-08 18:00:00+00:00,2017-01-09 06:00:00+00:00,9201.3496,1592.1899,2079.21,1075.1899,12988.5,2820.3701,6062.27,1377.64
2017-01-08 18:00:00+00:00,2017-01-09 07:00:00+00:00,9114.04,1576.0,2066.1799,1069.98,12930.5,2729.24,5978.1899,1365.86
2017-01-08 18:00:00+00:00,2017-01-09 08:00:00+00:00,9169.5996,1596.14,2077.6699,1084.91,13105.5996,2728.4199,6085.8398,1393.62
2017-01-08 18:00:00+00:00,2017-01-09 09:00:00+00:00,9498.2197,1651.17,2101.49,1114.1899,13589.2998,2811.6201,6366.3398,1451.72
2017-01-08 18:00:00+00:00,2017-01-09 10:00:00+00:00,10264.2002,1772.86,2151.77,1191.0601,14658.7002,3085.8899,7062.0801,1560.73
2017-01-08 18:00:00+00:00,2017-01-09 11:00:00+00:00,11285.0996,1978.75,2235.99,1313.3101,16202.2998,3621.99,8067.2598,1757.03
2017-01-08 18:00:00+00:00,2017-01-09 12:00:00+00:00,11636.7002,2044.51,2288.75,1358.12,16812.8008,3754.5701,8396.1699,1855.9399
2017-01-08 18:00:00+00:00,2017-01-09 13:00:00+00:00,11550.4004,2011.24,2253.5,1333.3,16309.0,3564.6101,8031.1001,1751.55
2017-01-08 18:00:00+00:00,2017-01-09 14:00:00+00:00,11560.7002,1957.8199,2205.0701,1305.96,15828.9004,3462.5601,7633.3398,1597.61
2017-01-08 18:00:00+00:00,2017-01-09 15:00:00+00:00,11548.5996,1886.37,2166.6699,1275.98,15404.7002,3381.1499,7291.02,1486.4301
2017-01-08 18:00:00+00:00,2017-01-09 16:00:00+00:00,11544.2998,1807.1899,2135.26,1231.8,14946.2998,3316.6001,6970.5498,1385.3199
