Issue_time,Forecast_time,Coast,East,Far_West,North,North_Central,South_Central,Southern,West
2017-12-31 18:00:00,2018-01-03 01:00:00,12843.5576171875,1922.197021484375,2728.10205078125,1046.3895263671875,16274.07421875,8676.388671875,3945.37548828125,1562.068359375
2017-12-31 18:00:00,2018-01-03 02:00:00,12964.66015625,2056.33935546875,2649.97216796875,1078.460205078125,17937.44140625,8765.2548828125,4046.372802734375,1616.8470458984375
2017-12-31 18:00:00,2018-01-03 03:00:00,12977.625,2010.029052734375,2625.71240234375,1292.1771240234375,17111.685546875,8734.5166015625,4209.7099609375,1585.1734619140625
2017-12-31 18:00:00,2018-01-03 04:00:00,12660.6083984375,1985.4324951171875,2579.426513671875,1257.8052978515625,16406.837890625,8346.2548828125,3903.281005859375,1619.3839111328125
2017-12-31 18:00:00,2018-01-03 05:00:00,11877.974609375,1971.729736328125,2531.236083984375,1048.6009521484375,16063.1552734375,7989.25537109375,3797.077880859375,1596.7657470703125
2018-01-01 18:00:00,2018-01-02 06:00:00,11539.9365234375,2225.211669921875,2426.516357421875,1327.72802734375,17248.546875,8837.2880859375,4552.04248046875,1736.539794921875
2018-01-01 18:00:00,2018-01-02 07:00:00,11872.318359375,2182.49365234375,2349.281494140625,1263.4420166015625,17033.783203125,8806.7822265625,4552.73681640625,1725.513427734375
2018-01-01 18:00:00,2018-01-02 08:00:00,11795.974609375,2143.10595703125,2338.503662109375,1257.5191650390625,16820.70703125,8703.0244140625,4564.51171875,1705.88916015625
2018-01-01 18:00:00,2018-01-02 09:00:00,12022.630859375,2146.7373046875,2357.79345703125,1368.7672119140625,16564.4921875,9007.3642578125,4418.61181640625,1747.9652099609375
2018-01-01 18:00:00,2018-01-02 10:00:00,12673.703125,2357.272705078125,2627.353515625,1396.0030517578125,18456.74609375,9563.716796875,4682.50390625,1868.687255859375
2018-01-01 18:00:00,2018-01-02 11:00:00,13588.6982421875,2423.565673828125,2633.46044921875,1471.752197265625,19934.7109375,10209.1181640625,4942.23828125,1873.7557373046875
2018-01-01 18:00:00,2018-01-02 12:00:00,13552.0703125,2529.919921875,2730.131591796875,1471.1378173828125,20141.8125,10236.451171875,4987.833984375,1901.8482666015625
2018-01-01 18:00:00,2018-01-02 13:00:00,13232.783203125,2470.176513671875,2692.840576171875,1402.36328125,19510.490234375,10256.279296875,5051.07861328125,1824.27099609375
2018-01-01 18:00:00,2018-01-02 14:00:00,13427.3466796875,2381.910400390625,2685.331787109375,1452.777587890625,19392.072265625,10081.5078125,4975.1875,1844.7498779296875
2018-01-01 18:00:00,2018-01-02 15:00:00,13563.330078125,2293.909912109375,2700.717041015625,1455.849365234375,20110.951171875,9391.4560546875,4650.0224609375,1810.9749755859375
2018-01-01 18:00:00,2018-01-02 16:00:00,12887.974609375,2234.6337890625,2667.627685546875,1449.303955078125,19071.732421875,9662.2724609375,4838.86572265625,1771.970947265625
2018-01-01 18:00:00,2018-01-02 17:00:00,13384.4404296875,2182.86328125,2680.777587890625,1370.0330810546875,18360.3515625,9585.23828125,4732.7509765625,1738.020263671875
2018-01-01 18:00:00,2018-01-02 18:00:00,13324.017578125,2065.7470703125,2652.193115234375,1240.193115234375,18304.07421875,8977.9287109375,4676.96240234375,1717.314697265625
2018-01-01 18:00:00,2018-01-02 19:00:00,12764.1669921875,1963.6561279296875,2602.497802734375,1251.880859375,17740.10546875,9214.2099609375,4738.9228515625,1756.262451171875
2018-01-01 18:00:00,2018-01-02 20:00:00,12932.0966796875,2004.9346923828125,2496.008056640625,1165.08203125,16661.99609375,8430.892578125,4510.54931640625,1683.9383544921875
2018-01-01 18:00:00,2018-01-02 21:00:00,13049.9921875,1932.1353759765625,2440.18408203125,1171.6444091796875,16487.705078125,8249.435546875,4513.8212890625,1658.1580810546875
2018-01-01 18:00:00,2018-01-02 22:00:00,13932.732421875,2196.244140625,2449.544921875,1227.962158203125,17943.744140625,8592.947265625,4828.9580078125,1656.1466064453125
2018-01-01 18:00:00,2018-01-02 23:00:00,13940.0537109375,2226.533935546875,2462.615966796875,1243.1094970703125,17774.26953125,8808.1259765625,4845.70263671875,1719.14892578125
2018-01-01 18:00:00,2018-01-03 00:00:00,15255.423828125,2286.623291015625,2499.56787109375,1214.3955078125,17458.49609375,9197.9169921875,4755.3369140625,1755.969970703125
2018-01-01 18:00:00,2018-01-03 01:00:00,15531.1669921875,2219.69677734375,2486.235107421875,1315.109375,19046.435546875,9546.609375,4957.0263671875,1802.55078125
2018-01-01 18:00:00,2018-01-03 02:00:00,14179.55859375,2271.22314453125,2481.312744140625,1281.7344970703125,19683.720703125,9390.81640625,4841.84912109375,1854.6041259765625
2018-01-01 18:00:00,2018-01-03 03:00:00,14567.775390625,2390.1220703125,2451.220703125,1222.1197509765625,20275.181640625,9050.1142578125,4815.30810546875,1841.779296875
2018-01-01 18:00:00,2018-01-03 04:00:00,15168.6435546875,2528.733154296875,2362.42626953125,1204.600341796875,19121.568359375,8875.7900390625,4655.59716796875,1827.0384521484375
2018-01-01 18:00:00,2018-01-03 05:00:00,14113.7802734375,2337.591064453125,2418.06591796875,1222.335693359375,19751.57421875,8550.8642578125,4615.07763671875,1764.6026611328125
2018-01-01 18:00:00,2018-01-03 06:00:00,13590.2431640625,2265.10791015625,2404.151123046875,1166.078125,18351.259765625,8571.560546875,4477.1044921875,1648.584228515625
2018-01-01 18:00:00,2018-01-03 07:00:00,13055.1484375,2356.417236328125,2392.12109375,1163.073486328125,18076.59375,8579.1416015625,4421.982421875,1627.2000732421875
2018-01-01 18:00:00,2018-01-03 08:00:00,14398.1181640625,2422.686279296875,2434.980224609375,1244.736083984375,17939.8828125,8491.3447265625,4383.31884765625,1653.6148681640625
2018-01-01 18:00:00,2018-01-03 09:00:00,15067.3095703125,2367.6259765625,2439.681396484375,1330.5628662109375,17794.09375,8649.5927734375,4368.2890625,1635.4071044921875
2018-01-01 18:00:00,2018-01-03 10:00:00,14948.7626953125,2365.447509765625,2458.945068359375,1305.1055908203125,18264.2421875,8934.091796875,4538.93017578125,1693.558837890625
2018-01-01 18:00:00,2018-01-03 11:00:00,15599.8056640625,2320.066162109375,2503.5205078125,1288.0460205078125,18450.255859375,8936.46875,4554.5732421875,1705.1187744140625
2018-01-01 18:00:00,2018-01-03 12:00:00,14477.646484375,2328.966552734375,2563.033935546875,1272.2978515625,18516.671875,8901.0595703125,4384.15234375,1695.6737060546875
2018-01-01 18:00:00,2018-01-03 13:00:00,14654.62890625,2260.468994140625,2565.39013671875,1192.168701171875,18536.73046875,8828.6650390625,4357.77001953125,1668.75341796875
2018-01-01 18:00:00,2018-01-03 14:00:00,13434.0615234375,2108.81103515625,2575.162109375,1177.3017578125,17675.55859375,8348.9990234375,4275.810546875,1618.2774658203125
2018-01-01 18:00:00,2018-01-03 15:00:00,12586.7392578125,2113.224853515625,2600.96923828125,1245.735107421875,17350.97265625,8424.7705078125,4152.6865234375,1593.761474609375
2018-01-01 18:00:00,2018-01-03 16:00:00,12445.81640625,2032.5693359375,2588.29736328125,1194.58642578125,17574.21875,8400.7001953125,4126.19677734375,1600.52197265625
2018-01-01 18:00:00,2018-01-03 17:00:00,12038.853515625,1992.000732421875,2533.2119140625,1129.3291015625,16777.609375,8092.91943359375,4047.40625,1542.9700927734375
2018-01-01 18:00:00,2018-01-03 18:00:00,12084.57421875,1978.9891357421875,2527.81884765625,1106.0557861328125,16335.962890625,8006.13134765625,4133.50537109375,1518.6768798828125
2018-01-01 18:00:00,2018-01-03 19:00:00,11798.9150390625,1863.865966796875,2500.1640625,1117.4422607421875,16168.1865234375,8165.12451171875,4021.532958984375,1537.306640625
2018-01-01 18:00:00,2018-01-03 20:00:00,12031.248046875,1908.7607421875,2419.142578125,1107.041259765625,16041.478515625,7939.17919921875,4125.8359375,1517.3687744140625
2018-01-01 18:00:00,2018-01-03 21:00:00,12020.671875,1831.7158203125,2333.17626953125,1104.25732421875,16149.9462890625,7712.64501953125,3972.32373046875,1529.3385009765625
2018-01-01 18:00:00,2018-01-03 22:00:00,12031.095703125,1874.79833984375,2327.069091796875,1089.7567138671875,16143.662109375,7497.16064453125,3917.61767578125,1505.4490966796875
2018-01-01 18:00:00,2018-01-03 23:00:00,11933.5966796875,1904.1126708984375,2311.44580078125,1113.9786376953125,16496.521484375,7669.68994140625,3932.42822265625,1493.1422119140625
2018-01-01 18:00:00,2018-01-04 00:00:00,12369.44140625,1984.5052490234375,2343.546142578125,1112.938720703125,16992.498046875,7873.86181640625,4091.4501953125,1574.2308349609375
2018-01-01 18:00:00,2018-01-04 01:00:00,12481.7880859375,1954.4931640625,2373.7275390625,1088.3270263671875,16960.583984375,7872.10986328125,3948.378173828125,1557.567626953125
2018-01-01 18:00:00,2018-01-04 02:00:00,12623.64453125,2119.810791015625,2333.997802734375,1094.887939453125,17419.390625,8136.8076171875,4123.77099609375,1623.324951171875
2018-01-01 18:00:00,2018-01-04 03:00:00,12318.9521484375,2141.165771484375,2291.24169921875,1069.2811279296875,16780.283203125,8179.63037109375,4110.06787109375,1577.6158447265625
2018-01-01 18:00:00,2018-01-04 04:00:00,11904.2958984375,1970.974853515625,2321.6982421875,1084.70849609375,16372.84375,7933.986328125,3772.69189453125,1602.6728515625
2018-01-01 18:00:00,2018-01-04 05:00:00,11763.697265625,1945.3118896484375,2322.822265625,1060.809326171875,15982.0458984375,7607.43603515625,3845.550537109375,1562.15234375
2018-01-02 18:00:00,2018-01-03 06:00:00,11618.203125,1986.8560791015625,2525.63330078125,1246.062744140625,17027.291015625,8885.544921875,4479.94189453125,1685.127685546875
2018-01-02 18:00:00,2018-01-03 07:00:00,11768.451171875,2068.072265625,2517.318603515625,1255.1317138671875,17910.046875,8710.513671875,4439.76025390625,1660.92333984375
2018-01-02 18:00:00,2018-01-03 08:00:00,12128.3701171875,2074.918212890625,2504.453369140625,1232.0179443359375,17637.111328125,8468.7060546875,4347.6162109375,1651.1187744140625
2018-01-02 18:00:00,2018-01-03 09:00:00,12135.34765625,2169.29638671875,2539.240234375,1303.0501708984375,17866.244140625,8939.544921875,4434.73388671875,1687.9046630859375
2018-01-02 18:00:00,2018-01-03 10:00:00,12651.5732421875,2260.21142578125,2702.097412109375,1314.7369384765625,18246.212890625,9480.2255859375,4782.9638671875,1830.4281005859375
2018-01-02 18:00:00,2018-01-03 11:00:00,13196.251953125,2355.190185546875,2707.199951171875,1427.9049072265625,19297.99609375,9890.7802734375,4989.68212890625,1891.4398193359375
2018-01-02 18:00:00,2018-01-03 12:00:00,13395.04296875,2446.3486328125,2729.609375,1398.3660888671875,19638.94921875,10017.109375,5001.73828125,1911.7623291015625
2018-01-02 18:00:00,2018-01-03 13:00:00,13400.87890625,2414.82275390625,2704.279296875,1375.4686279296875,19248.837890625,9680.6376953125,4898.0888671875,1799.98046875
2018-01-02 18:00:00,2018-01-03 14:00:00,13433.197265625,2332.713623046875,2671.833984375,1385.8154296875,18666.3125,9323.9501953125,4832.42041015625,1748.55810546875
2018-01-02 18:00:00,2018-01-03 15:00:00,13614.458984375,2126.58837890625,2661.762451171875,1369.021240234375,17612.859375,9078.876953125,4791.15380859375,1588.302978515625
2018-01-02 18:00:00,2018-01-03 16:00:00,13530.0888671875,2021.3511962890625,2610.1357421875,1314.38818359375,17058.62890625,8177.47314453125,4668.3125,1560.98828125
2018-01-02 18:00:00,2018-01-03 17:00:00,13102.7529296875,1956.447021484375,2572.354248046875,1277.075927734375,16758.859375,7936.11083984375,4569.57373046875,1479.0587158203125
2018-01-02 18:00:00,2018-01-03 18:00:00,12610.5810546875,1919.2164306640625,2521.150390625,1194.289306640625,16117.5595703125,7277.52734375,4367.1103515625,1432.5054931640625
2018-01-02 18:00:00,2018-01-03 19:00:00,12260.6376953125,1879.553466796875,2541.72119140625,1047.57080078125,15678.3154296875,7508.041015625,4284.54931640625,1414.0828857421875
2018-01-02 18:00:00,2018-01-03 20:00:00,11859.7099609375,1884.80810546875,2426.374755859375,974.9324951171875,14995.1640625,6551.0615234375,4022.313720703125,1331.7626953125
2018-01-02 18:00:00,2018-01-03 21:00:00,12180.8876953125,1885.433837890625,2412.91162109375,1010.662353515625,15502.8798828125,7139.7802734375,4130.51220703125,1387.0767822265625
2018-01-02 18:00:00,2018-01-03 22:00:00,12989.345703125,2149.94873046875,2444.0302734375,1075.741943359375,17153.978515625,7638.61181640625,4230.59814453125,1439.1207275390625
2018-01-02 18:00:00,2018-01-03 23:00:00,12919.4169921875,2129.151611328125,2457.02490234375,1072.462158203125,16385.931640625,7635.107421875,4239.46533203125,1442.62109375
2018-01-02 18:00:00,2018-01-04 00:00:00,13458.396484375,2174.184814453125,2488.811279296875,1100.46435546875,17399.404296875,8133.23876953125,4538.57470703125,1517.6973876953125
2018-01-02 18:00:00,2018-01-04 01:00:00,13610.349609375,2005.620849609375,2547.226806640625,1182.85693359375,17414.91015625,8413.1123046875,4650.244140625,1659.4202880859375
2018-01-02 18:00:00,2018-01-04 02:00:00,13185.6083984375,2185.6630859375,2470.2041015625,1137.85791015625,17899.8515625,8410.6240234375,4563.666015625,1639.0230712890625
2018-01-02 18:00:00,2018-01-04 03:00:00,13864.3427734375,2454.606201171875,2480.64599609375,1067.3436279296875,18190.15234375,8245.103515625,4523.89111328125,1598.04541015625
2018-01-02 18:00:00,2018-01-04 04:00:00,12913.4541015625,2199.958251953125,2406.586181640625,1143.0830078125,17487.36328125,7994.1552734375,4263.0029296875,1619.261474609375
2018-01-02 18:00:00,2018-01-04 05:00:00,13215.3095703125,2141.707275390625,2445.36669921875,1151.8883056640625,16471.140625,7213.72265625,4346.26806640625,1559.9317626953125
2018-01-02 18:00:00,2018-01-04 06:00:00,13443.6806640625,2164.114013671875,2442.183837890625,1028.933349609375,16732.482421875,7658.36083984375,4242.400390625,1516.134765625
2018-01-02 18:00:00,2018-01-04 07:00:00,12295.783203125,2124.79150390625,2442.528076171875,987.529052734375,16708.005859375,7508.005859375,4144.85791015625,1506.831787109375
2018-01-02 18:00:00,2018-01-04 08:00:00,13125.4365234375,2227.589111328125,2489.751708984375,1107.222900390625,17306.548828125,7554.57763671875,4227.6171875,1505.3529052734375
2018-01-02 18:00:00,2018-01-04 09:00:00,14668.580078125,2575.64697265625,2487.330322265625,1254.803466796875,16357.595703125,7392.869140625,3889.107177734375,1509.508056640625
2018-01-02 18:00:00,2018-01-04 10:00:00,13736.92578125,2339.6767578125,2562.411376953125,1146.988037109375,17787.919921875,8287.97265625,4203.3515625,1642.39013671875
2018-01-02 18:00:00,2018-01-04 11:00:00,15521.6162109375,2073.86279296875,2555.803955078125,1289.823486328125,17020.77734375,7754.1923828125,4242.77392578125,1690.7421875
2018-01-02 18:00:00,2018-01-04 12:00:00,15493.5478515625,2201.040283203125,2613.453369140625,1226.0748291015625,17963.349609375,8013.4052734375,4233.46533203125,1721.410888671875
2018-01-02 18:00:00,2018-01-04 13:00:00,15154.654296875,2280.64306640625,2618.38720703125,1108.1282958984375,17797.896484375,8662.751953125,4313.84130859375,1677.2449951171875
2018-01-02 18:00:00,2018-01-04 14:00:00,14061.720703125,2187.903076171875,2608.6669921875,1066.05126953125,17471.11328125,8339.0791015625,4096.826171875,1590.9166259765625
2018-01-02 18:00:00,2018-01-04 15:00:00,13347.7119140625,2166.9609375,2637.62109375,1044.0887451171875,17646.345703125,8026.224609375,3755.723388671875,1604.0384521484375
2018-01-02 18:00:00,2018-01-04 16:00:00,13045.2265625,2043.472412109375,2599.084716796875,1090.0478515625,17078.099609375,7766.6552734375,3800.91259765625,1483.25732421875
2018-01-02 18:00:00,2018-01-04 17:00:00,12343.421875,1942.626220703125,2523.79736328125,927.5327758789062,16397.19140625,7397.80859375,3831.04052734375,1410.242431640625
2018-01-02 18:00:00,2018-01-04 18:00:00,12440.5732421875,1897.385986328125,2527.211181640625,934.4856567382812,15800.3662109375,7128.0625,3838.52294921875,1377.1553955078125
2018-01-02 18:00:00,2018-01-04 19:00:00,12092.197265625,1872.3743896484375,2520.79931640625,948.5552368164062,15626.4912109375,7277.490234375,3943.175537109375,1348.57958984375
2018-01-02 18:00:00,2018-01-04 20:00:00,12185.841796875,1975.4124755859375,2463.008056640625,1025.7830810546875,15586.228515625,7213.6845703125,3878.8369140625,1389.7767333984375
2018-01-02 18:00:00,2018-01-04 21:00:00,12247.439453125,1925.2818603515625,2405.75048828125,980.7384643554688,16410.123046875,7085.623046875,3899.28564453125,1405.9837646484375
2018-01-02 18:00:00,2018-01-04 22:00:00,12449.826171875,1992.1617431640625,2389.55810546875,980.4572143554688,16406.71484375,7372.27392578125,3875.142822265625,1444.3314208984375
2018-01-02 18:00:00,2018-01-04 23:00:00,13835.5732421875,2060.434326171875,2414.231689453125,1056.892578125,17094.91796875,7870.25927734375,4021.916015625,1510.3314208984375
2018-01-02 18:00:00,2018-01-05 00:00:00,13115.447265625,2082.201171875,2440.15478515625,1049.9031982421875,17583.677734375,7974.81982421875,3929.5849609375,1583.7352294921875
2018-01-02 18:00:00,2018-01-05 01:00:00,13968.5537109375,2103.411865234375,2517.9697265625,1022.8294067382812,17274.060546875,7985.01025390625,4096.7314453125,1574.1527099609375
2018-01-02 18:00:00,2018-01-05 02:00:00,14602.814453125,2317.7890625,2479.259765625,1040.4722900390625,18147.1875,7919.4951171875,4137.9189453125,1633.096435546875
2018-01-02 18:00:00,2018-01-05 03:00:00,13702.2265625,2403.111328125,2472.951416015625,1152.864501953125,16957.017578125,7599.6015625,3997.16552734375,1564.1722412109375
2018-01-02 18:00:00,2018-01-05 04:00:00,12165.2548828125,2085.03955078125,2429.4619140625,1000.1085205078125,16759.068359375,7668.66357421875,3934.580810546875,1572.5211181640625
2018-01-02 18:00:00,2018-01-05 05:00:00,12561.4384765625,1983.218994140625,2375.79443359375,954.3175659179688,16105.287109375,7306.0966796875,3750.633544921875,1557.0423583984375
2018-01-03 18:00:00,2018-01-04 06:00:00,12311.36328125,2050.265380859375,2415.453369140625,1065.7918701171875,16225.44921875,8466.3017578125,4391.2822265625,1557.6434326171875
2018-01-03 18:00:00,2018-01-04 07:00:00,12871.1064453125,2077.80419921875,2453.5673828125,1076.8646240234375,17654.521484375,8456.89453125,4407.58154296875,1536.6290283203125
2018-01-03 18:00:00,2018-01-04 08:00:00,12611.23046875,2096.990478515625,2434.82568359375,1088.060546875,17743.80859375,8553.900390625,4438.88134765625,1567.1104736328125
2018-01-03 18:00:00,2018-01-04 09:00:00,13278.6904296875,2194.579345703125,2467.947265625,1124.390380859375,18542.486328125,8694.8779296875,4546.419921875,1633.4129638671875
2018-01-03 18:00:00,2018-01-04 10:00:00,14663.6728515625,2298.255615234375,2572.833984375,1201.3565673828125,18826.931640625,9511.1328125,4824.32275390625,1740.474365234375
2018-01-03 18:00:00,2018-01-04 11:00:00,15350.427734375,2423.05810546875,2589.313232421875,1259.8157958984375,19043.34375,9740.287109375,4935.46484375,1760.776611328125
2018-01-03 18:00:00,2018-01-04 12:00:00,14587.46875,2476.917724609375,2570.0205078125,1254.917236328125,19629.990234375,9737.953125,4953.814453125,1759.238525390625
2018-01-03 18:00:00,2018-01-04 13:00:00,13949.2314453125,2434.349853515625,2540.404296875,1230.5194091796875,19354.013671875,9379.5859375,4922.27197265625,1650.33837890625
2018-01-03 18:00:00,2018-01-04 14:00:00,14062.6142578125,2296.0078125,2502.787109375,1195.0626220703125,18636.75390625,8830.90234375,4798.9287109375,1592.695068359375
2018-01-03 18:00:00,2018-01-04 15:00:00,13419.15234375,2136.977783203125,2494.120361328125,1169.961669921875,17714.669921875,8778.2919921875,4506.40087890625,1555.513916015625
2018-01-03 18:00:00,2018-01-04 16:00:00,12762.078125,2045.3087158203125,2397.815185546875,1141.1468505859375,16849.521484375,8184.9033203125,4307.67333984375,1463.1893310546875
2018-01-03 18:00:00,2018-01-04 17:00:00,12799.8896484375,2020.6812744140625,2403.454345703125,1101.36328125,16858.65234375,7846.3076171875,4235.138671875,1379.046142578125
2018-01-03 18:00:00,2018-01-04 18:00:00,12532.076171875,1957.6781005859375,2358.300048828125,989.249755859375,15902.353515625,7408.7470703125,3859.63525390625,1300.0101318359375
