Time,Coast,East,Far_West,North,North_Central,South,South_Central,West
2017-01-01 04:00:00+00:00,8923.36,1152.48,2023.24,800.51,9238.63,2422.49,4780.48,1041.66
2017-01-01 05:00:00+00:00,8613.27,1101.6,2018.81,805.23,8952.84,2350.83,4560.56,1033.16
2017-01-01 06:00:00+00:00,8381.21,1067.41,2015.93,800.8,8815.3,2314.58,4439.02,1041.9
2017-01-01 07:00:00+00:00,8133.69,1042.13,2014.04,793.57,8698.92,2224.56,4269.77,1020.39
2017-01-01 08:00:00+00:00,7953.95,1014.65,2021.11,807.95,8674.12,2176.31,4135.68,1016.36
2017-01-01 09:00:00+00:00,7830.12,975.13,2022.51,812.79,8726.43,2138.7,4072.77,1039.05
2017-01-01 10:00:00+00:00,7806.32,937.46,2024.63,826.04,8876.8,2122.79,4091.88,1060.28
2017-01-01 11:00:00+00:00,7899.83,971.04,2031.33,835.56,9159.24,2150.02,4198.2,1084.5
2017-01-01 12:00:00+00:00,7979.83,1056.82,2054.36,878.12,9475.83,2128.66,4324.17,1115.52
2017-01-01 13:00:00+00:00,8136.19,1109.13,2061.81,923.64,9777.04,2170.81,4463.39,1126.24
2017-01-01 14:00:00+00:00,8476.55,1169.1,2065.87,963.23,10178.93,2271.76,4619.78,1043.39
2017-01-01 15:00:00+00:00,8785.79,1179.54,2063.37,964.54,10341.89,2397.05,4693.66,1009.68
2017-01-01 16:00:00+00:00,9095.24,1208.9,2056.03,960.61,10245.72,2559.09,4789.24,993.5
2017-01-01 17:00:00+00:00,9398.6,1224.74,2044.29,955.83,10047.96,2691.9,4872.75,963.58
2017-01-01 18:00:00+00:00,9622.21,1225.44,2028.09,938.85,9740.21,2792.41,4953.94,958.14
2017-01-01 19:00:00+00:00,9748.71,1205.58,2020.75,935.54,9468.91,2855.99,5027.04,940.86
2017-01-01 20:00:00+00:00,9780.67,1203.39,2008.16,911.49,9369.59,2895.95,5111.52,928.77
2017-01-01 21:00:00+00:00,9750.7,1210.35,2000.09,871.04,9354.1,2903.77,5197.58,961.74
2017-01-01 22:00:00+00:00,9961.55,1292.64,2010.2,857.52,9808.92,2881.97,5353.58,1021.28
2017-01-01 23:00:00+00:00,10381.27,1349.35,2074.17,890.54,10480.63,3025.0,5735.77,1106.5
2017-01-02 00:00:00+00:00,10268.97,1328.74,2089.99,879.3,10425.39,3000.86,5693.34,1099.19
2017-01-02 01:00:00+00:00,10056.65,1299.44,2062.21,863.58,10213.19,2930.81,5527.05,1076.61
2017-01-02 02:00:00+00:00,9860.77,1263.02,2007.93,847.1,9972.77,2858.17,5322.59,1047.69
2017-01-02 03:00:00+00:00,9534.2,1169.3,1954.69,839.81,9462.91,2757.0,5010.98,1044.02
2017-01-02 04:00:00+00:00,9124.75,1127.08,1946.67,813.21,8920.75,2617.44,4659.1,960.66
2017-01-02 05:00:00+00:00,8732.41,1074.33,1958.37,741.98,8352.16,2481.24,4341.21,905.05
2017-01-02 06:00:00+00:00,8482.07,1018.02,1952.66,733.16,7879.02,2386.99,4127.78,925.94
2017-01-02 07:00:00+00:00,8349.85,990.02,1965.86,735.25,7673.26,2300.89,4009.89,904.21
2017-01-02 08:00:00+00:00,8358.46,972.16,1984.43,751.96,7600.13,2249.28,3978.62,917.83
2017-01-02 09:00:00+00:00,8485.2,1009.18,2004.23,769.32,7715.37,2223.61,4016.95,929.83
2017-01-02 10:00:00+00:00,8766.28,1031.22,2024.58,784.05,8035.89,2260.68,4166.22,974.28
2017-01-02 11:00:00+00:00,9062.19,1092.31,2055.84,829.08,8501.58,2362.26,4394.68,1054.58
2017-01-02 12:00:00+00:00,9257.88,1101.23,2100.46,840.55,8932.78,2406.87,4600.34,1094.45
2017-01-02 13:00:00+00:00,9509.61,1123.07,2094.17,882.6,9281.9,2494.1,4791.85,1083.68
2017-01-02 14:00:00+00:00,9474.76,1195.09,2097.11,962.13,9716.71,2684.6,5020.01,1041.67
2017-01-02 15:00:00+00:00,9588.85,1243.22,2103.79,981.52,10046.51,2907.15,5232.89,1045.42
2017-01-02 16:00:00+00:00,9894.38,1290.71,2092.0,986.89,10239.73,3097.24,5369.38,1026.45
2017-01-02 17:00:00+00:00,10200.15,1308.41,2077.51,951.33,10284.2,3231.7,5423.26,1026.58
2017-01-02 18:00:00+00:00,10481.64,1320.56,2068.56,945.16,10239.47,3350.39,5508.03,1012.05
2017-01-02 19:00:00+00:00,10722.53,1344.38,2043.26,938.15,10226.72,3462.25,5594.56,975.63
2017-01-02 20:00:00+00:00,10805.31,1363.71,2034.17,900.38,10234.48,3509.8,5658.56,1006.41
2017-01-02 21:00:00+00:00,10693.52,1359.7,2031.28,839.93,10269.41,3473.8,5742.04,1069.26
2017-01-02 22:00:00+00:00,10603.73,1361.37,2056.61,840.2,10678.03,3337.81,5845.95,1114.28
2017-01-02 23:00:00+00:00,10821.3,1421.93,2144.99,901.73,11374.29,3353.64,6184.13,1200.71
2017-01-03 00:00:00+00:00,10571.13,1431.51,2181.35,900.11,11269.5,3274.11,6101.18,1206.62
2017-01-03 01:00:00+00:00,10273.69,1410.69,2183.92,896.64,10963.59,3120.85,5899.17,1231.83
2017-01-03 02:00:00+00:00,9856.6,1345.93,2164.95,888.79,10556.48,2969.84,5592.89,1188.57
2017-01-03 03:00:00+00:00,9257.73,1233.94,2124.8,853.78,9818.44,2784.98,5161.17,1135.49
2017-01-03 04:00:00+00:00,8649.57,1122.39,2089.6,804.3,8974.82,2546.58,4701.35,1079.76
2017-01-03 05:00:00+00:00,8216.07,1088.69,2063.24,789.12,8395.0,2340.61,4397.56,1044.05
2017-01-03 06:00:00+00:00,7965.33,1070.03,2046.34,766.51,8039.45,2204.64,4209.37,1014.95
2017-01-03 07:00:00+00:00,7842.2,1052.42,2048.6,781.54,7889.15,2115.86,4148.75,1014.97
2017-01-03 08:00:00+00:00,7809.04,1052.95,2054.6,782.29,7968.96,2095.64,4198.32,1035.45
2017-01-03 09:00:00+00:00,7978.99,1084.51,2067.21,793.15,8245.52,2127.75,4346.8,1041.71
2017-01-03 10:00:00+00:00,8521.21,1173.65,2119.45,837.62,9042.26,2242.84,4797.88,1119.86
2017-01-03 11:00:00+00:00,9334.59,1337.75,2189.94,919.0,10390.95,2491.62,5531.32,1237.8
2017-01-03 12:00:00+00:00,9743.08,1405.82,2233.6,976.61,11183.84,2622.01,5908.87,1266.44
2017-01-03 13:00:00+00:00,9853.44,1432.78,2207.38,992.07,11260.12,2627.05,5848.1,1277.25
2017-01-03 14:00:00+00:00,10010.43,1377.2,2187.18,1034.81,11375.89,2696.32,5679.41,1232.09
2017-01-03 15:00:00+00:00,10185.36,1341.04,2157.95,1036.74,11670.2,2782.47,5596.82,1166.29
2017-01-03 16:00:00+00:00,10383.18,1337.32,2134.21,1038.01,11824.63,2871.48,5523.44,1155.57
2017-01-03 17:00:00+00:00,10521.71,1399.88,2110.07,1059.24,11996.1,2999.48,5500.49,1098.92
2017-01-03 18:00:00+00:00,10688.98,1396.65,2106.53,1115.77,12146.01,3172.4,5547.03,1036.7
2017-01-03 19:00:00+00:00,10790.21,1410.63,2099.07,1119.29,12264.95,3290.37,5566.19,1018.15
2017-01-03 20:00:00+00:00,10766.6,1407.32,2080.17,1116.26,12404.14,3336.38,5620.9,1020.89
2017-01-03 21:00:00+00:00,10643.89,1441.41,2074.52,1091.04,12868.24,3312.37,5671.5,1057.73
2017-01-03 22:00:00+00:00,10592.57,1483.99,2073.68,1100.5,13877.57,3182.29,5751.92,1147.2
2017-01-03 23:00:00+00:00,10809.74,1592.57,2144.85,1148.02,14777.95,3240.87,6164.0,1260.58
2017-01-04 00:00:00+00:00,10603.89,1610.92,2192.81,1148.11,14871.22,3191.06,6122.61,1284.7
2017-01-04 01:00:00+00:00,10287.95,1605.41,2213.69,1121.92,14765.66,3084.43,5996.45,1296.02
2017-01-04 02:00:00+00:00,9820.44,1555.19,2199.07,1099.13,14422.68,2923.27,5746.96,1246.0
2017-01-04 03:00:00+00:00,9200.11,1487.1,2177.77,1054.4,13608.39,2721.96,5388.35,1222.25
2017-01-04 04:00:00+00:00,8632.68,1430.3,2147.68,1023.89,12861.73,2490.56,5013.49,1156.07
2017-01-04 05:00:00+00:00,8210.55,1403.96,2110.77,1007.05,12355.07,2278.98,4763.69,1153.3
2017-01-04 06:00:00+00:00,8060.74,1383.19,2132.09,1012.83,12318.63,2177.16,4718.28,1147.32
2017-01-04 07:00:00+00:00,8002.74,1368.85,2137.25,1018.82,12489.4,2090.36,4697.61,1176.54
2017-01-04 08:00:00+00:00,8066.15,1423.43,2148.28,1040.19,12818.9,2093.31,4830.17,1190.32
2017-01-04 09:00:00+00:00,8340.87,1471.73,2178.47,1068.67,13405.51,2169.0,5165.4,1242.51
2017-01-04 10:00:00+00:00,9016.54,1589.01,2230.14,1137.71,14469.24,2332.76,5764.85,1314.19
2017-01-04 11:00:00+00:00,10129.41,1782.35,2301.48,1230.08,16175.06,2632.64,6708.56,1449.98
2017-01-04 12:00:00+00:00,10601.03,1853.18,2349.09,1269.83,16894.46,2770.9,7114.7,1516.77
2017-01-04 13:00:00+00:00,10581.08,1830.17,2343.71,1267.43,16695.37,2765.25,7076.65,1514.94
2017-01-04 14:00:00+00:00,10754.93,1843.36,2346.52,1270.64,16524.96,2791.74,7058.51,1526.36
2017-01-04 15:00:00+00:00,10744.78,1774.48,2295.61,1237.17,16430.96,2808.51,6956.12,1513.75
2017-01-04 16:00:00+00:00,10670.31,1753.29,2247.9,1227.79,16087.32,2817.72,6902.7,1455.62
2017-01-04 17:00:00+00:00,10499.63,1748.9,2196.52,1277.65,15561.2,2791.47,6759.04,1341.66
2017-01-04 18:00:00+00:00,10494.18,1721.82,2165.24,1275.77,15240.55,2767.13,6620.88,1230.56
2017-01-04 19:00:00+00:00,10380.68,1657.32,2135.13,1247.12,14669.09,2738.11,6383.04,1158.22
2017-01-04 20:00:00+00:00,10302.98,1672.32,2111.48,1203.37,13896.99,2717.13,6301.3,1105.96
2017-01-04 21:00:00+00:00,10324.84,1696.69,2108.6,1165.81,13870.06,2749.19,6400.25,1152.53
2017-01-04 22:00:00+00:00,10744.65,1830.97,2127.49,1189.2,14776.99,2859.9,6860.33,1271.7
2017-01-04 23:00:00+00:00,11221.04,1922.3,2210.41,1263.83,16110.99,3084.3,7426.72,1432.05
2017-01-05 00:00:00+00:00,11176.56,1904.49,2248.14,1272.29,16395.85,3111.71,7490.45,1463.85
2017-01-05 01:00:00+00:00,11013.28,1903.91,2255.32,1237.37,16371.99,3097.34,7439.05,1474.8
2017-01-05 02:00:00+00:00,10628.82,1811.42,2242.65,1203.18,15866.05,3030.75,7193.47,1493.33
2017-01-05 03:00:00+00:00,10069.51,1702.3,2203.73,1141.35,14872.51,2864.41,6721.1,1431.96
2017-01-05 04:00:00+00:00,9482.5,1567.88,2162.77,1150.14,14047.61,2627.03,6244.56,1378.14
2017-01-05 05:00:00+00:00,9078.5,1527.7,2141.7,1124.25,13587.26,2454.23,5902.76,1312.19
2017-01-05 06:00:00+00:00,8831.4,1483.42,2134.88,1083.34,13431.49,2362.03,5659.05,1284.15
2017-01-05 07:00:00+00:00,8703.96,1467.07,2118.32,1089.47,13309.24,2308.58,5493.45,1254.66
2017-01-05 08:00:00+00:00,8678.02,1488.64,2125.26,1099.48,13389.07,2270.19,5447.75,1255.49
2017-01-05 09:00:00+00:00,8865.31,1518.94,2146.19,1114.94,13834.47,2286.92,5534.26,1242.07
2017-01-05 10:00:00+00:00,9454.49,1540.27,2179.0,1160.6,14741.13,2426.56,5976.85,1381.3
2017-01-05 11:00:00+00:00,10302.36,1759.49,2237.86,1240.43,16184.28,2713.01,6644.76,1487.16
2017-01-05 12:00:00+00:00,10596.44,1801.59,2303.49,1259.55,16787.29,2813.79,6781.69,1541.95
2017-01-05 13:00:00+00:00,10557.02,1759.65,2316.91,1263.21,16251.36,2762.27,6502.61,1502.6
2017-01-05 14:00:00+00:00,10611.54,1732.4,2324.5,1291.53,15980.19,2782.32,6336.31,1430.36
2017-01-05 15:00:00+00:00,10664.83,1699.03,2323.86,1309.73,15957.45,2786.38,6168.4,1386.1
2017-01-05 16:00:00+00:00,10651.64,1622.39,2336.67,1305.49,15794.72,2797.18,5946.31,1337.28
2017-01-05 17:00:00+00:00,10554.11,1613.25,2307.47,1288.57,15632.36,2792.51,5759.97,1279.13
2017-01-05 18:00:00+00:00,10487.65,1627.36,2298.25,1297.05,15481.94,2827.28,5620.73,1231.67
2017-01-05 19:00:00+00:00,10393.25,1627.94,2305.63,1289.99,15338.31,2887.25,5511.05,1233.07
2017-01-05 20:00:00+00:00,10396.53,1666.43,2345.72,1267.36,15404.22,2932.36,5489.95,1244.53
2017-01-05 21:00:00+00:00,10480.99,1749.56,2337.16,1287.6,16093.12,2955.53,5641.01,1346.8
2017-01-05 22:00:00+00:00,10804.4,1796.13,2403.95,1419.6,17311.22,2936.29,6115.79,1317.31
2017-01-05 23:00:00+00:00,11044.71,1878.7,2502.08,1366.97,18437.68,3084.86,6753.31,1549.14
2017-01-06 00:00:00+00:00,10943.48,1894.81,2546.35,1385.63,18712.84,3091.38,6981.91,1610.09
2017-01-06 01:00:00+00:00,10824.61,1954.43,2553.42,1388.55,18783.74,3045.27,7147.82,1632.25
2017-01-06 02:00:00+00:00,10540.88,1913.93,2542.44,1366.38,18392.42,2947.71,7180.12,1629.9
2017-01-06 03:00:00+00:00,10095.08,1858.84,2492.45,1284.87,17484.5,2795.05,6969.14,1574.91
2017-01-06 04:00:00+00:00,9602.05,1761.06,2455.68,1230.55,16825.57,2603.56,6737.63,1521.45
2017-01-06 05:00:00+00:00,9298.75,1714.09,2444.96,1212.38,16513.03,2496.17,6656.67,1532.04
2017-01-06 06:00:00+00:00,9206.07,1720.14,2442.72,1213.45,16389.15,2476.56,6732.99,1529.2
2017-01-06 07:00:00+00:00,9193.46,1737.72,2419.77,1214.17,16399.67,2489.18,6826.01,1538.53
2017-01-06 08:00:00+00:00,9360.31,1779.72,2418.84,1225.65,16514.36,2491.85,7033.9,1568.08
2017-01-06 09:00:00+00:00,9776.94,1852.65,2425.71,1261.93,17036.29,2552.07,7389.93,1616.38
2017-01-06 10:00:00+00:00,10607.99,1987.79,2453.52,1328.29,18054.56,2699.63,8115.5,1684.57
2017-01-06 11:00:00+00:00,11759.86,2143.05,2518.01,1417.31,19466.94,3099.29,9082.56,1819.75
2017-01-06 12:00:00+00:00,12331.76,2222.46,2549.04,1460.24,20245.08,3402.35,9500.38,1897.22
2017-01-06 13:00:00+00:00,12465.77,2238.19,2519.32,1455.92,20191.45,3464.53,9537.72,1902.78
2017-01-06 14:00:00+00:00,12800.79,2241.1,2485.44,1442.62,20396.49,3637.05,9596.94,1902.85
2017-01-06 15:00:00+00:00,13074.97,2243.93,2460.63,1453.13,20440.1,3823.29,9654.45,1861.43
2017-01-06 16:00:00+00:00,13208.44,2230.94,2439.69,1438.83,20253.75,3929.2,9573.82,1832.02
2017-01-06 17:00:00+00:00,13280.34,2220.23,2419.38,1429.5,20060.98,4033.45,9434.27,1800.03
2017-01-06 18:00:00+00:00,13385.01,2213.18,2432.98,1441.3,20033.59,4138.68,9306.26,1798.07
2017-01-06 19:00:00+00:00,13394.6,2232.75,2449.07,1435.41,20159.35,4169.74,9215.68,1778.69
2017-01-06 20:00:00+00:00,13454.9,2252.74,2445.04,1405.05,20136.79,4254.44,9368.99,1759.44
2017-01-06 21:00:00+00:00,13630.82,2311.02,2416.62,1392.88,20439.21,4431.94,9645.6,1749.8
2017-01-06 22:00:00+00:00,14080.2,2382.38,2390.71,1384.33,21069.34,4684.02,9989.22,1794.52
2017-01-06 23:00:00+00:00,14268.72,2474.07,2471.42,1428.38,21721.57,4996.52,10389.81,1899.97
2017-01-07 00:00:00+00:00,14165.01,2440.54,2492.63,1431.79,21561.46,4996.96,10384.21,1937.52
2017-01-07 01:00:00+00:00,14071.02,2445.35,2496.29,1421.4,21263.13,4994.2,10343.39,1940.32
2017-01-07 02:00:00+00:00,13809.62,2408.49,2491.26,1408.0,20841.36,4943.16,10193.47,1929.4
2017-01-07 03:00:00+00:00,13402.29,2310.22,2457.58,1375.65,20081.7,4827.73,9889.93,1890.1
2017-01-07 04:00:00+00:00,13005.72,2254.35,2437.6,1353.92,19505.6,4707.84,9618.69,1870.29
2017-01-07 05:00:00+00:00,12732.93,2282.03,2406.85,1338.26,19152.89,4607.02,9428.13,1866.7
2017-01-07 06:00:00+00:00,12593.5,2283.5,2406.32,1348.03,18942.22,4559.81,9325.52,1866.07
2017-01-07 07:00:00+00:00,12511.62,2291.35,2403.34,1358.68,18956.69,4573.16,9299.79,1871.21
2017-01-07 08:00:00+00:00,12512.6,2320.73,2402.29,1364.12,19086.01,4607.72,9370.24,1881.09
2017-01-07 09:00:00+00:00,12624.79,2342.22,2407.75,1391.88,19359.62,4703.44,9519.4,1920.15
2017-01-07 10:00:00+00:00,12785.45,2407.99,2408.4,1430.48,19916.93,4849.59,9805.1,1959.56
2017-01-07 11:00:00+00:00,13046.32,2501.17,2416.27,1455.39,20512.53,5054.46,10170.23,2028.83
2017-01-07 12:00:00+00:00,13303.66,2558.35,2394.83,1486.16,21125.8,5193.94,10475.58,2097.37
2017-01-07 13:00:00+00:00,13468.15,2557.73,2413.31,1489.51,21122.96,5263.14,10479.73,2063.81
2017-01-07 14:00:00+00:00,13525.19,2454.69,2371.87,1494.18,20449.33,5226.53,10153.5,1901.94
2017-01-07 15:00:00+00:00,13355.5,2336.21,2311.56,1424.26,19465.9,5053.63,9630.49,1766.52
2017-01-07 16:00:00+00:00,12950.17,2206.11,2249.69,1367.79,18378.61,4793.63,8984.57,1627.9
2017-01-07 17:00:00+00:00,12396.76,2069.76,2191.04,1285.5,17195.03,4452.61,8360.62,1495.77
2017-01-07 18:00:00+00:00,11891.08,1954.59,2144.65,1219.6,15991.48,4108.62,7773.51,1389.49
2017-01-07 19:00:00+00:00,11444.32,1850.62,2112.43,1169.49,15040.89,3842.65,7310.05,1317.37
2017-01-07 20:00:00+00:00,11134.21,1798.84,2096.22,1133.71,14451.49,3679.99,7033.85,1275.85
2017-01-07 21:00:00+00:00,11086.28,1812.54,2105.99,1096.37,14421.02,3636.0,6984.6,1311.79
2017-01-07 22:00:00+00:00,11605.91,1916.73,2147.63,1101.74,15375.21,3793.03,7487.84,1423.44
2017-01-07 23:00:00+00:00,12374.2,2078.62,2244.44,1197.12,16791.4,4200.48,8346.8,1572.31
2017-01-08 00:00:00+00:00,12610.23,2158.91,2311.46,1241.03,17253.88,4409.03,8694.81,1646.58
2017-01-08 01:00:00+00:00,12713.65,2195.93,2344.15,1266.52,17509.48,4522.15,8909.1,1693.22
2017-01-08 02:00:00+00:00,12655.25,2207.91,2351.78,1282.92,17451.48,4578.98,8943.7,1725.42
2017-01-08 03:00:00+00:00,12451.06,2214.25,2328.01,1260.76,17150.68,4573.78,8840.46,1720.33
2017-01-08 04:00:00+00:00,12206.1,2205.03,2322.46,1242.61,16854.57,4511.36,8718.55,1721.39
2017-01-08 05:00:00+00:00,11939.77,2192.42,2311.91,1227.25,16554.83,4447.72,8650.05,1722.67
2017-01-08 06:00:00+00:00,11787.34,2171.78,2307.12,1231.32,16495.82,4407.12,8670.96,1730.3
2017-01-08 07:00:00+00:00,11753.23,2187.61,2300.66,1244.05,16444.31,4397.01,8731.99,1750.53
2017-01-08 08:00:00+00:00,11777.5,2162.28,2303.1,1260.62,16562.57,4410.14,8829.86,1758.76
2017-01-08 09:00:00+00:00,11895.03,2200.04,2307.3,1275.02,16806.42,4454.28,9016.45,1789.09
2017-01-08 10:00:00+00:00,12110.1,2230.68,2321.24,1300.0,17234.71,4551.44,9269.79,1827.05
2017-01-08 11:00:00+00:00,12403.18,2281.07,2353.18,1325.15,17771.74,4677.2,9600.74,1891.64
2017-01-08 12:00:00+00:00,12575.59,2342.7,2369.01,1354.66,18238.04,4739.11,9896.68,1953.74
2017-01-08 13:00:00+00:00,12500.1,2337.6,2357.4,1372.93,18124.18,4744.5,9762.28,1923.36
2017-01-08 14:00:00+00:00,12284.78,2234.15,2334.26,1379.69,17383.72,4628.23,9173.5,1780.82
2017-01-08 15:00:00+00:00,11990.97,2077.99,2288.63,1318.32,16507.64,4397.64,8571.99,1653.78
2017-01-08 16:00:00+00:00,11592.81,1950.32,2232.82,1255.93,15645.63,4106.2,7968.41,1527.61
2017-01-08 17:00:00+00:00,11141.23,1803.3,2176.83,1214.11,14849.83,3784.16,7411.54,1431.04
2017-01-08 18:00:00+00:00,10676.31,1690.45,2140.49,1167.62,14191.58,3451.93,6911.46,1335.64
2017-01-08 19:00:00+00:00,10335.55,1621.9,2109.52,1118.34,13647.82,3215.53,6605.98,1287.29
2017-01-08 20:00:00+00:00,10133.65,1599.57,2079.81,1079.04,13307.29,3082.49,6418.51,1260.24
2017-01-08 21:00:00+00:00,10163.91,1624.52,2073.94,1055.25,13344.9,3063.38,6542.69,1289.71
2017-01-08 22:00:00+00:00,10689.81,1753.17,2097.81,1055.18,14203.75,3188.01,6976.23,1373.44
2017-01-08 23:00:00+00:00,11447.5,1895.29,2181.22,1208.47,15251.16,3457.26,7603.6,1452.68
2017-01-09 00:00:00+00:00,11638.91,2014.95,2220.02,1363.02,15491.35,3556.44,7741.86,1373.81
2017-01-09 01:00:00+00:00,11591.92,2035.85,2240.6,1153.29,15464.66,3532.5,7722.55,1573.35
2017-01-09 02:00:00+00:00,11296.17,1961.48,2242.17,1131.78,15127.29,3420.31,7482.41,1568.41
2017-01-09 03:00:00+00:00,10733.38,1891.69,2211.55,1084.3,14389.92,3241.15,7024.05,1507.89
2017-01-09 04:00:00+00:00,10124.17,1800.82,2172.56,1064.12,13673.33,3006.21,6513.14,1439.05
2017-01-09 05:00:00+00:00,9688.66,1737.47,2153.66,1077.72,13268.39,2878.64,6156.61,1394.77
2017-01-09 06:00:00+00:00,9432.84,1701.77,2139.99,1063.74,13143.73,2826.09,5935.65,1375.61
2017-01-09 07:00:00+00:00,9318.97,1682.37,2142.18,1075.3,13173.44,2812.42,5869.08,1359.02
2017-01-09 08:00:00+00:00,9348.65,1695.86,2147.28,1087.01,13342.32,2854.04,5900.09,1371.63
2017-01-09 09:00:00+00:00,9612.21,1722.62,2178.9,1110.53,13827.3,2970.85,6116.81,1402.99
2017-01-09 10:00:00+00:00,10231.99,1828.68,2236.17,1156.92,14836.88,3260.51,6651.55,1471.2
2017-01-09 11:00:00+00:00,10997.72,1968.92,2313.46,1229.68,16306.85,3786.93,7396.83,1560.38
2017-01-09 12:00:00+00:00,11186.96,1998.1,2359.23,1259.0,16734.02,3881.75,7543.77,1612.99
2017-01-09 13:00:00+00:00,11009.43,1935.77,2311.5,1243.58,16022.84,3632.53,7275.07,1555.14
2017-01-09 14:00:00+00:00,10856.65,1882.07,2257.78,1258.37,15109.81,3364.09,6935.64,1420.54
2017-01-09 15:00:00+00:00,10609.0,1751.67,2207.03,1212.48,14252.81,3074.64,6507.96,1324.19
2017-01-09 16:00:00+00:00,10431.33,1669.66,2147.78,1137.07,13450.88,2889.31,6138.17,1259.08
2017-01-09 17:00:00+00:00,10249.68,1598.32,2105.38,1074.95,12788.01,2798.02,5907.95,1185.73
2017-01-09 18:00:00+00:00,10189.03,1536.04,2100.44,1086.66,12157.12,2757.05,5733.87,1133.55
2017-01-09 19:00:00+00:00,10100.92,1502.63,2096.76,1053.37,11611.48,2747.03,5585.05,1140.19
2017-01-09 20:00:00+00:00,10040.74,1476.81,2086.75,986.07,11259.11,2741.96,5532.38,1171.52
2017-01-09 21:00:00+00:00,10006.67,1481.82,2094.01,942.6,11214.95,2754.31,5588.78,1213.83
2017-01-09 22:00:00+00:00,10251.84,1541.54,2104.19,976.69,11689.37,2744.13,5801.97,1230.63
2017-01-09 23:00:00+00:00,10594.41,1650.78,2159.15,1046.64,12556.8,2915.54,6310.11,1311.33
2017-01-10 00:00:00+00:00,10477.7,1631.94,2174.49,1037.35,12484.03,3011.69,6298.41,1336.85
2017-01-10 01:00:00+00:00,10291.91,1588.33,2177.94,1010.41,12244.58,3006.0,6174.99,1333.64
2017-01-10 02:00:00+00:00,9889.18,1494.81,2154.78,975.95,11701.72,2921.77,5896.58,1308.16
2017-01-10 03:00:00+00:00,9300.3,1355.05,2108.19,931.5,10815.09,2734.8,5427.33,1223.55
2017-01-10 04:00:00+00:00,8734.36,1235.41,2057.7,874.61,9926.37,2495.42,4961.61,1182.16
2017-01-10 05:00:00+00:00,8420.07,1180.23,2038.51,848.96,9307.99,2319.78,4618.93,1140.68
2017-01-10 06:00:00+00:00,8252.99,1132.82,2024.29,823.89,8900.25,2225.46,4403.55,1114.39
2017-01-10 07:00:00+00:00,8126.34,1107.95,2019.84,812.21,8734.39,2169.92,4337.36,1107.5
2017-01-10 08:00:00+00:00,8145.09,1093.26,2020.14,806.19,8705.62,2158.68,4354.4,1103.64
2017-01-10 09:00:00+00:00,8356.42,1112.22,2048.38,815.25,8915.75,2207.78,4489.4,1109.56
2017-01-10 10:00:00+00:00,8928.04,1190.64,2101.1,858.72,9676.42,2378.57,4905.63,1175.15
2017-01-10 11:00:00+00:00,9819.46,1366.7,2168.81,939.18,11047.51,2771.06,5639.06,1262.84
2017-01-10 12:00:00+00:00,10077.0,1381.13,2226.55,963.3,11590.84,2858.6,5902.48,1295.88
2017-01-10 13:00:00+00:00,10065.18,1362.34,2201.23,961.15,11339.93,2740.28,5774.88,1218.46
2017-01-10 14:00:00+00:00,10205.57,1356.03,2166.74,940.72,11202.68,2749.84,5666.57,1154.26
2017-01-10 15:00:00+00:00,10393.4,1326.12,2161.64,918.45,11170.72,2800.35,5580.56,1103.54
2017-01-10 16:00:00+00:00,10541.6,1281.27,2141.24,869.3,11096.72,2839.55,5539.62,1118.31
2017-01-10 17:00:00+00:00,10622.47,1305.31,2120.71,798.05,11068.35,2894.18,5510.55,1148.39
2017-01-10 18:00:00+00:00,10723.77,1282.13,2122.12,888.85,11049.43,2965.85,5520.68,1040.0
2017-01-10 19:00:00+00:00,10757.64,1286.96,2103.67,868.76,10966.49,3025.89,5567.51,1058.04
2017-01-10 20:00:00+00:00,10686.21,1258.1,2100.77,862.86,10927.48,3006.78,5659.28,1091.33
2017-01-10 21:00:00+00:00,10644.76,1273.41,2100.45,852.47,10900.97,3029.41,5759.73,1129.98
2017-01-10 22:00:00+00:00,10780.01,1307.86,2093.86,850.2,11204.38,2988.53,5885.01,1151.8
2017-01-10 23:00:00+00:00,11148.58,1432.89,2145.34,921.68,11813.23,3068.16,6240.1,1207.22
2017-01-11 00:00:00+00:00,11042.06,1408.99,2150.84,920.34,11719.01,3061.24,6221.31,1219.96
2017-01-11 01:00:00+00:00,10791.67,1389.92,2143.87,915.76,11416.86,3001.89,6044.53,1196.08
2017-01-11 02:00:00+00:00,10413.19,1318.57,2118.58,915.15,10904.68,2886.17,5735.67,1173.59
2017-01-11 03:00:00+00:00,9815.98,1237.63,2070.84,890.71,10130.01,2686.98,5286.52,1124.65
2017-01-11 04:00:00+00:00,9163.11,1137.39,2034.98,849.42,9222.34,2506.27,4782.34,1060.84
2017-01-11 05:00:00+00:00,8735.33,1091.03,2007.8,840.85,8676.99,2304.27,4431.06,1011.04
2017-01-11 06:00:00+00:00,8468.12,1054.95,2001.48,848.5,8410.86,2178.64,4222.77,1011.27
2017-01-11 07:00:00+00:00,8314.0,1045.12,2004.61,841.89,8233.23,2118.65,4129.56,1014.1
2017-01-11 08:00:00+00:00,8267.18,997.05,2009.72,839.38,8202.31,2099.3,4087.25,1023.34
2017-01-11 09:00:00+00:00,8395.99,981.72,2033.93,856.83,8445.88,2141.9,4202.46,1031.43
2017-01-11 10:00:00+00:00,8918.09,1104.69,2090.0,878.33,9199.8,2279.03,4566.44,1117.09
