Issue_time,Forecast_time,Coast,East,Far_West,North_Central,North,South_Central,Southern,West
2017-12-31 18:00:00,2018-01-01 00:00:00,12187.5703125,2140.374755859375,2994.1591796875,20308.90234375,1467.2886962890625,9369.009765625,3443.04345703125,2019.185302734375
2017-12-31 18:00:00,2018-01-01 01:00:00,12062.765625,2074.696044921875,2991.161865234375,19651.869140625,1461.1422119140625,9219.439453125,3634.745361328125,2031.7010498046875
2017-12-31 18:00:00,2018-01-01 02:00:00,11948.1162109375,2062.027587890625,2963.0166015625,19464.134765625,1439.8687744140625,9486.6240234375,3703.931396484375,2014.7752685546875
2017-12-31 18:00:00,2018-01-01 03:00:00,11471.3359375,1975.9327392578125,2575.607666015625,18950.44921875,1419.541259765625,9434.2841796875,3708.018310546875,1971.8131103515625
2017-12-31 18:00:00,2018-01-01 04:00:00,10833.3427734375,1979.45703125,2816.35302734375,18698.69140625,1336.3466796875,9143.48046875,3798.58935546875,1936.7027587890625
2017-12-31 18:00:00,2018-01-01 05:00:00,10628.884765625,1988.8583984375,2558.89892578125,18515.916015625,1381.1383056640625,9020.3671875,3830.54150390625,1966.9200439453125
2018-01-01 00:00:00,2018-01-01 06:00:00,11248.556640625,2084.0908203125,2932.323974609375,18457.677734375,1384.417724609375,8990.9638671875,3429.073486328125,1912.0533447265625
2018-01-01 00:00:00,2018-01-01 07:00:00,11266.1181640625,2121.335205078125,2945.583984375,18765.638671875,1398.5966796875,8934.9677734375,3652.698974609375,1920.909912109375
2018-01-01 00:00:00,2018-01-01 08:00:00,11078.162109375,2117.408935546875,2972.247314453125,18431.947265625,1390.6533203125,9066.455078125,3961.1376953125,1924.481201171875
2018-01-01 00:00:00,2018-01-01 09:00:00,11405.1513671875,2140.87841796875,2871.966064453125,18806.505859375,1389.1455078125,8992.2412109375,4192.615234375,1925.4449462890625
2018-01-01 00:00:00,2018-01-01 10:00:00,11628.55859375,2237.20751953125,2987.14013671875,19290.54296875,1402.590087890625,9328.810546875,4383.41650390625,1976.5185546875
2018-01-01 00:00:00,2018-01-01 11:00:00,12063.14453125,2347.621337890625,3091.043212890625,20189.728515625,1469.43505859375,9867.28125,4763.08203125,2063.981201171875
2018-01-01 06:00:00,2018-01-01 12:00:00,13109.6923828125,2468.332763671875,3025.912109375,20181.140625,1487.2091064453125,10150.5390625,4214.30322265625,1930.0845947265625
2018-01-01 06:00:00,2018-01-01 13:00:00,13038.1083984375,2461.97802734375,3016.50537109375,19818.1328125,1427.0870361328125,9931.1845703125,4537.43115234375,1918.2369384765625
2018-01-01 06:00:00,2018-01-01 14:00:00,13487.0751953125,2466.2294921875,3021.4755859375,18857.625,1467.9892578125,9244.7548828125,4937.32470703125,1935.4569091796875
2018-01-01 06:00:00,2018-01-01 15:00:00,13456.0849609375,2358.32958984375,2595.326904296875,19432.208984375,1489.0966796875,9542.6005859375,4944.07666015625,1939.882568359375
2018-01-01 06:00:00,2018-01-01 16:00:00,12816.662109375,2369.94482421875,2866.83642578125,18573.240234375,1411.8026123046875,9206.97265625,4932.22412109375,1896.0941162109375
2018-01-01 06:00:00,2018-01-01 17:00:00,12734.67578125,2285.29150390625,2877.044189453125,18675.802734375,1446.9232177734375,9242.921875,4882.19775390625,1892.4390869140625
2018-01-01 12:00:00,2018-01-01 18:00:00,12986.236328125,2288.303955078125,2774.967041015625,18986.9375,1403.0106201171875,9267.2392578125,4466.9697265625,1799.7818603515625
2018-01-01 12:00:00,2018-01-01 19:00:00,13169.8720703125,2209.605224609375,2779.891845703125,19171.50390625,1397.81982421875,9134.1162109375,4677.828125,1802.319091796875
2018-01-01 12:00:00,2018-01-01 20:00:00,13559.095703125,2202.4208984375,2810.928466796875,18686.494140625,1391.71826171875,9070.9072265625,4761.47802734375,1861.88232421875
2018-01-01 12:00:00,2018-01-01 21:00:00,13525.5830078125,2183.69189453125,2608.280029296875,18960.73046875,1373.0701904296875,9338.458984375,4874.90625,1836.264892578125
2018-01-01 12:00:00,2018-01-01 22:00:00,13247.60546875,2361.260009765625,2810.830810546875,18749.998046875,1318.997314453125,9900.16796875,4905.4482421875,1859.2281494140625
