Time,Coast_0,Coast_1,Coast_2,Coast_3,Coast_4,Coast_5,East_0,East_1,East_2,East_3,East_4,East_5,Far_West_0,Far_West_1,Far_West_2,Far_West_3,Far_West_4,Far_West_5,North_Central_0,North_Central_1,North_Central_2,North_Central_3,North_Central_4,North_Central_5,North_0,North_1,North_2,North_3,North_4,North_5,South_Central_0,South_Central_1,South_Central_2,South_Central_3,South_Central_4,South_Central_5,Southern_0,Southern_1,Southern_2,Southern_3,Southern_4,Southern_5,West_0,West_1,West_2,West_3,West_4,West_5
2018-01-01 00:00:00,-645.3633626302071,-643.142333984375,-666.0984700520858,-344.89339192708576,187.80777994791424,320.12288411458394,19.393737792969205,76.38454182942769,64.20412190755178,121.15220133463572,97.14955647786473,93.37762451171875,-65.60325113932322,-81.18617757161428,-86.17238362630269,244.9806925455723,-56.38785807291697,165.75044759114598,25.14040120442678,13.57185872395803,6.76963297526072,3.46791585286428,73.4087626139326,32.346018473307595,-180.76725260416788,12.460774739585759,-293.0706380208321,-211.69677734375,-182.10205078125,-124.63525390625,227.85229492187682,298.169921875,-82.85416666666606,-177.81331380208394,86.77115885416606,170.94954427083394,324.921630859375,63.08062744140625,-16.63360595703125,-13.53971354166606,-47.88490804036519,32.96476236979106,52.366414388020985,22.304372151693315,14.160837809245095,28.762542724609375,43.546010335286155,0.5692952473959849
2018-01-01 06:00:00,-299.82096354166606,-318.39900716146076,-24.39274088541424,-112.734619140625,-7.348958333335759,-150.71728515625,5.343200683593295,-24.503621419270985,8.80322265625,37.85915120442678,7.42165120442678,-37.770100911458485,-238.178955078125,-274.825927734375,-289.1669921875,-170.5771484375,-298.0966186523433,-414.4166870117183,26.0078125,7.0277099609375,23.70574951171875,45.34615071614553,65.401123046875,27.715850830078125,-53.29459635416788,-290.8951822916715,220.53645833332848,216.69303385416788,251.88720703125,-197.12809244792152,209.38777669270712,264.2199707031232,137.4345703125,317.4343261718768,206.73413085937682,-122.62646484375,565.1524251302089,426.1637166341143,210.17903645833303,97.19718424479197,37.99629720052053,-219.248779296875,45.8271484375,16.372161865234375,-0.6612955729165151,3.43857828776072,11.88551839192678,-31.94537353515625
2018-01-01 12:00:00,-1099.118408203125,-712.931884765625,-977.3368326822929,-889.9927571614608,-237.51399739583576,-277.45182291666424,-125.49625651041652,-109.51216634114598,-150.89687093098928,-119.01454671223928,-219.8359375,-233.00824991861919,-350.2849324544268,-362.8551432291665,-373.7198893229165,26.9542236328125,-268.521199544271,-332.171915690104,29.50856526692678,142.38772583007812,129.17654418945312,95.9590555826826,132.78084309895803,26.080078125,22.868326822921517,336.37093098958576,1137.6474609375,182.99088541666788,442.5696614583285,-450.44140625,-328.5061035156232,25.85734049479288,851.9589029947929,561.2871907552071,788.9934895833339,588.3756510416661,404.11865234375,231.9879150390634,18.45878092448038,116.40132649739644,185.94783528645803,221.701171875,139.84391276041652,114.44333902994822,62.00795491536428,-2.920247395833485,-9.22645060221339,-55.02735392252589
2018-01-01 18:00:00,-750.79541015625,-1238.9703776041642,-1749.249267578125,-1408.7398274739608,-218.05501302083576,-300.42919921875,-321.7545267740884,-288.43268839518214,-265.4097696940107,-146.59463500976562,-131.6212158203125,-148.36378987630178,-296.3907470703125,-344.0775146484375,-394.7850748697915,-177.8013916015625,-282.4687296549482,-320.4848429361982,10.566741943359375,-21.16359456380178,-32.107177734375,-47.14353434244799,78.51844278971339,17.392506917317405,-1547.1414388020821,-2243.756184895832,-1878.0320638020821,-1568.6067708333321,271.97444661458576,106.79166666666788,427.58544921875,459.96435546875,509.24275716146076,394.94140625,312.0358886718768,-46.85262044270712,644.851236979167,437.7410888671884,362.095947265625,267.31844075520803,406.511962890625,409.5632731119804,-4.74102783203125,-14.322580973307595,-63.419219970703125,58.900319417317405,141.14151000976562,103.3972676595049
2018-01-02 00:00:00,-857.01611328125,-610.221435546875,-437.47591145833576,-557.8878580729142,195.29581705729288,-192.22867838541424,-229.84684244791652,-166.4003295898433,-141.57790120442678,-115.75882975260402,-234.54720052083348,-288.8367513020835,-234.4140828450527,-289.609822591146,-370.8895874023442,-229.81422932942678,-342.568115234375,-445.734171549479,-124.59915161132812,-53.35795084635447,-58.166717529296875,-23.03802490234375,-4.5395711263020075,-29.0804443359375,-883.2268880208321,-116.271484375,208.7158203125,-402.7316080729215,138.69889322916788,-217.44921875,382.4247233072929,503.87345377603924,522.29345703125,172.46752929687682,96.03369140625,-157.20125325520894,531.5522054036464,576.119466145833,515.46826171875,293.87605794270803,218.78702799479197,204.3206787109384,138.86094156901072,119.82408650716116,84.05928548177098,68.95458984375,43.359547932942405,-32.138580322265625
2018-01-02 06:00:00,-762.1897786458358,-816.0791829427071,-1.1587727864607587,-78.05305989583576,474.72786458333576,203.14029947916424,-266.33380126953125,-257.276123046875,-156.63071695963527,-46.472981770833485,-155.4326782226558,-189.4236450195317,-324.8849894205732,-369.9868774414058,-379.1052449544268,-306.2035929361982,-294.4722696940098,-394.139444986979,4.855784098307595,7.0877888997395075,18.268025716145758,64.84314982096384,21.968048095703125,92.47344970703125,-425.9290364583321,-1019.99462890625,58.39567057291788,-141.27164713541788,922.4407552083285,327.5445963541679,-877.7610677083339,-783.9344889322911,-579.8997395833339,-281.88395182291606,-50.16748046875,-313.0234375,181.21284993489644,17.28068033854197,116.75406901041697,279.7047119140634,293.30659993489644,436.74544270833303,-13.48671468098928,-14.312184651692405,-39.476776123046875,-20.02055867513036,-7.471140543620095,-13.73695882161428
2018-01-02 12:00:00,-74.60595703125,116.04402669270712,552.8006998697929,572.4976399739608,1451.3145345052071,1047.1267903645858,-133.6387939453125,-16.43813069661428,72.17299397786519,170.05293782552098,42.31923421224019,22.852783203125,-306.9450887044268,-336.8685302734375,-326.1174519856768,-265.5586547851567,-185.12931315104152,-188.46297200520848,69.34911092122411,126.23164876302098,104.92363484700536,130.21487426757812,176.19370524088572,119.69501749674464,-133.31363932292152,326.052734375,1211.2750651041679,847.0735677083285,1105.478515625,805.9182942708321,-112.75374348958394,-210.88118489583394,404.30232747396076,244.80208333333394,257.81502278646076,193.89013671875,396.3519287109384,499.3367106119804,559.1934000651054,684.7318929036464,609.4534098307304,639.7848714192714,54.464314778645985,68.63479614257812,68.43031819661428,84.5387471516924,70.01742553710938,23.55369059244822
2018-01-02 18:00:00,827.729736328125,526.2367350260392,795.3994954427071,672.5580240885392,1555.0111490885392,652.9134928385392,99.828857421875,192.65201822916606,222.97214762369822,317.1908976236982,274.6029256184893,149.0716349283848,-13.40907796223928,-106.12925211588481,-169.51271565755178,-201.88191731770848,-153.91971842447902,-212.0343627929692,142.0948384602866,179.40273030598928,230.71492513020803,145.86427815755178,192.39406331380178,183.50113932291697,1537.3336588541679,1441.6638997395858,2278.540690104168,2992.5771484375,4348.896321614586,3325.051432291668,743.2042643229161,646.5414225260392,939.2144368489608,1224.560546875,1116.144205729166,774.2648925781232,813.242757161458,712.76220703125,842.526041666667,757.1132405598964,981.720947265625,749.4703369140625,109.75236002604152,42.302805582682595,-14.822072347004905,70.8221435546875,103.17230224609398,93.35537719726562
2018-01-03 00:00:00,387.54532877603924,123.52392578125,613.6536458333358,448.2714029947929,1602.5547688802071,762.1265462239608,9.87727864583303,105.32041422525981,138.37101236979152,89.15193684895848,36.564636230468295,-49.25632731119822,-230.5908203125,-263.9258626302085,-324.2540079752607,-342.6574096679692,-383.4067179361982,-481.1117960611982,8.53629557291697,-13.76617431640625,-6.56890869140625,10.843943277995095,43.585886637370095,40.589630126953125,771.54296875,830.4895833333285,1042.4451497395858,693.0374348958321,869.3367513020785,736.63525390625,1383.6298014322929,1114.3241373697929,789.2761230468768,489.7297363281232,423.41276041666606,449.984375,877.5763753255214,941.0533854166679,916.7289225260429,608.9375813802071,523.6098225911464,464.90226236979197,134.302001953125,89.2884521484375,64.3994140625,94.83955891927053,160.35442097981786,156.98451741536428
2018-01-03 06:00:00,-10.93359375,-49.49601236979288,713.2208658854142,926.3361002604142,1564.1765950520858,1396.3644205729142,-143.42856852213572,-45.036824544270985,129.89790852864598,168.2597045898442,195.72920735677098,178.51792399088572,-408.102010091146,-458.8192749023442,-531.6919555664058,-447.7008463541665,-461.148152669271,-550.7561238606768,89.80323282877589,79.09056599934866,57.51658121744822,97.09032185872411,123.44921875,130.6377461751299,118.09651692707848,32.15478515625,1381.7989908854142,1717.9454752604142,2050.2609049479215,1867.0152994791679,8.994547526039241,-125.70011393229288,349.5305175781232,442.7596842447929,876.3429361979161,1086.79541015625,556.452473958333,412.57609049479197,464.2505289713554,581.0865478515634,499.66304524739644,517.6302490234375,221.52463785807277,287.1251220703125,295.2801920572915,297.60227457682277,335.3986206054692,326.178019205729
