Time,Coast_0,Coast_1,Coast_2,Coast_3,Coast_4,Coast_5,East_0,East_1,East_2,East_3,East_4,East_5,Far_West_0,Far_West_1,Far_West_2,Far_West_3,Far_West_4,Far_West_5,North_Central_0,North_Central_1,North_Central_2,North_Central_3,North_Central_4,North_Central_5,North_0,North_1,North_2,North_3,North_4,North_5,South_Central_0,South_Central_1,South_Central_2,South_Central_3,South_Central_4,South_Central_5,Southern_0,Southern_1,Southern_2,Southern_3,Southern_4,Southern_5,West_0,West_1,West_2,West_3,West_4,West_5
2018-01-03 12:00:00,377.970947265625,296.7001139322929,428.26904296875,23.52685546875,522.599365234375,33.19140625,120.95357259114598,138.67301432291652,119.11073811849019,84.17561848958348,-31.86582438151072,-98.59639485677053,-465.4676920572915,-487.5773315429692,-515.2328287760415,-462.0344848632808,-472.490030924479,-538.9986368815098,105.3685302734375,91.8253885904951,126.0040995279951,168.35107421875,196.325439453125,102.65293375651049,1497.6085611979215,1304.8170572916679,1311.2109375,897.7781575520785,962.7967122395821,377.5196126302071,952.9967447916642,73.02506510416606,154.77823893229288,-216.33862304687682,-505.59134928385356,-760.458251953125,687.3190511067714,496.0113118489571,232.51053873698038,-106.22395833333303,-327.73649088541697,-553.711507161458,247.59073893229106,146.5272318522134,-29.51355997721339,-43.77805582682322,-39.39964803059911,-179.43600463867188
2018-01-03 18:00:00,-543.5970052083358,-1059.16015625,-258.54654947916424,-67.04679361979288,1298.6001790364608,933.3787434895858,9.880716959635265,60.01347859700536,25.819753011067405,83.4940897623701,185.34475708007858,176.75606282552098,-245.02815755208348,-270.0758056640625,-254.52925618489598,-266.3341471354165,-244.65144856770848,-297.8497924804692,111.38411458333326,11.142293294270758,-12.373311360677008,63.44918823242165,180.43560791015625,204.78812662760424,1134.4254557291642,1152.4522298177071,949.0568033854142,955.9276529947929,1833.83642578125,1457.6302083333321,401.6560872395821,322.949462890625,382.2972819010429,140.19258626302144,794.5079752604179,1159.2159423828125,138.6601359049473,-285.90319824218705,-276.44842529296875,-208.2059326171875,-31.95774332682231,241.36429850260538,-212.4496968587241,-114.65920003255201,-130.532450358073,-85.10895792643214,-7.77614339192678,32.37565104166697
2018-01-04 00:00:00,-868.175537109375,-787.4881184895858,-163.97444661458576,-39.18115234375,594.877685546875,235.22713216146076,-117.88368733723928,61.05714925130178,153.42264811197902,144.38686116536428,107.87211100260402,70.21299235026027,-292.2994995117192,-353.855672200521,-401.0150756835933,-359.9073893229165,-315.1224772135415,-392.4513549804683,7.69037882486964,7.2767130533854925,31.255859375,84.70105997721339,105.1732482910154,106.0511983235674,-1643.787109375,-1360.6119791666679,-851.7679850260465,-598.692138671875,-454.80354817708576,-487.562255859375,-922.759765625,-637.760986328125,-431.0836181640625,-790.0727945963536,-964.9315185546875,-729.5375162760429,-15.641845703125,-56.91149902343841,66.46260579427144,143.42854817708303,265.64827473958303,22.80729166666697,82.38390096028661,123.77273559570312,130.73758951822947,119.39661661783884,148.57480875651072,175.00307210286428
2018-01-04 06:00:00,-109.42789713541424,-228.3544921875,776.28759765625,871.8846842447929,1341.8955891927071,1090.8631184895858,-1.40483601888036,-15.028238932291515,78.509765625,161.49971516927098,157.36759440104152,156.1093546549473,-279.2596435546875,-328.3612263997393,-325.4258829752598,-303.2434895833335,-286.6471557617192,-354.4220377604165,89.54328409830714,41.66877237955714,101.77237955729174,76.56732177734375,148.5938618977866,125.40578206380178,54.05476888020712,65.545654296875,1353.75634765625,1375.478271484375,2250.490559895832,2475.77978515625,376.54463704427144,-88.16650390625,341.83064778645894,635.4158528645839,836.6509602864608,680.5550130208339,475.85567220052144,205.1781005859384,344.029541015625,369.74186197916697,617.9429117838554,745.938639322917,229.0779317220049,264.06327311197947,327.9413859049482,326.4560241699219,350.30575561523415,365.7909647623701
2018-01-04 12:00:00,400.2928873697929,103.61344401041424,210.90478515625,-172.901123046875,153.66463216146076,-108.87760416666424,174.00227864583348,123.69283040364598,41.369181315104015,39.208048502604015,-37.632537841796875,-103.79788208007812,-310.5115356445308,-324.5419718424482,-238.93837483723928,-215.93888346354152,-191.08732096354197,-236.03885904947902,85.47927856445312,32.51863606770803,123.49573771158839,123.29557291666652,136.47955322265625,99.71100870768214,115.35921223958576,265.35498046875,-45.88444010416788,-555.789794921875,-398.67537434896076,-701.6743977864608,822.2313639322929,164.42325846353924,210.7774658203125,-26.3768310546875,92.6361083984375,94.66971842448038,427.6712646484384,306.5546875,69.22416178385538,-280.90106201171875,-279.99027506510356,-371.134765625,178.25715128580714,41.223948160807595,44.758514404296875,41.91370646158839,78.44469197591161,-99.92154947916674
2018-01-04 18:00:00,-117.515380859375,-489.264892578125,-190.93432617187682,101.86474609375,1262.7015787760392,1052.91064453125,-97.65382893880178,-111.6893819173174,-105.3964131673174,-59.3392333984375,65.28676350911428,51.54270426432322,-37.127970377604015,-12.705017089844205,-21.88462320963481,-13.31886800130178,15.078430175780795,-120.40138753255178,63.341552734375,45.33702596028638,60.62143961588549,57.03474934895826,116.59038289388036,89.77268473307299,-132.54524739583576,-205.63321940103924,50.150146484375,138.95198567708576,742.996826171875,139.353759765625,276.068359375,290.1966145833321,344.7502848307304,632.7099202473964,931.0104166666679,681.0706787109366,4.36399332682231,-134.75821940104197,-221.85652669270894,-208.07574462890625,-169.52657063802144,-131.51448567708303,-123.94184366861964,-19.127787272135492,15.99317423502589,16.411580403645758,16.44733683268214,22.1517333984375
2018-01-05 00:00:00,-527.0887858072929,-621.314208984375,-220.62662760416424,-107.62223307291424,395.81624348958394,21.6474609375,-84.03658040364598,-47.85736083984375,-48.7049560546875,-49.08019002278661,-121.91880289713572,-97.54110717773438,-132.0607299804692,-199.8147583007808,-193.02620442708348,-159.4608764648433,-169.4757283528652,-231.1771036783848,-9.091206868489508,-56.73512776692701,-22.816874186197992,20.51519775390625,32.649058024088845,34.29197184244799,-495.326171875,-590.9069010416642,-531.4474283854142,-562.956787109375,-798.4354654947929,-219.00935872396076,117.06559244791788,35.08732096354288,240.69637044270712,137.2642822265625,243.1943359375,340.0830078125,-251.070068359375,-370.38409423828125,-216.39697265625,-104.18221028645803,-44.35738118489644,-100.3878173828125,-61.456939697265625,-64.62012736002589,-112.84906005859375,-143.2943827311201,-140.39471435546875,-148.618896484375
2018-01-05 06:00:00,25.60978190103924,-59.77482096353924,113.68766276041606,163.60148111979288,617.5445963541642,601.999755859375,-8.251495361328125,25.88043212890625,49.126108805338845,127.61722819010402,120.42966715494822,149.2188924153652,-190.41379801432322,-183.8211059570308,-180.830810546875,-133.17960611979152,-99.49562581380269,-182.35512288411428,-18.06196085611964,12.68487548828125,27.099314371744867,68.34222412109375,57.6990966796875,115.89366658528616,575.55859375,937.8798014322929,689.420654296875,1177.1822916666642,1257.1315104166642,1899.2568359375,442.8460693359375,227.04744466145712,539.4208577473964,309.0698649088554,550.1300862630214,641.0255126953125,252.342529296875,74.68511962890625,136.53059895833303,281.4923299153643,281.0279744466152,443.3217976888018,-151.5985310872395,-191.10819498697924,-83.6347961425779,-175.030029296875,-103.9974365234375,-90.18924967447902
2018-01-05 12:00:00,438.51708984375,215.128173828125,-27.10872395833576,115.062255859375,466.66764322916424,437.32975260416424,143.40305582682277,92.61302693684911,12.81758626302053,-92.62202962239621,-54.69301350911428,-87.04002888997366,-222.83880615234375,-242.0123494466152,-277.680908203125,-259.5473022460942,-243.038818359375,-309.885009765625,50.43320719401049,56.81969197591161,158.1853739420576,183.2330627441404,150.3675638834634,74.0604553222654,955.201171875,729.7913411458321,512.8319498697929,138.64534505208576,253.03238932291424,-414.23697916666424,929.37060546875,628.3106282552071,332.7542317708321,425.7412923177071,269.2831217447929,-113.73075358072856,471.36848958333394,253.88232421875,90.120849609375,66.01664225260356,-15.40802001953125,-119.653564453125,-22.02469889322947,-70.48957316080714,-117.2141418457029,-118.9136047363279,-86.5069580078125,-160.290771484375
2018-01-05 18:00:00,187.07096354166606,-173.83902994791606,-307.2969563802071,-124.68530273437682,759.0543619791642,1004.6305338541642,-39.55548095703125,-19.07152303059911,-19.107025146484375,42.538177490234375,147.74923706054688,154.73497517903616,-158.70957438151072,-161.96315511067678,-222.56160481770848,-208.108642578125,-232.08194986979197,-266.0552368164058,174.474629720052,91.12012736002634,97.74735514322902,37.74294535318995,-31.02533976236964,-29.493764241536383,244.873291015625,306.4405110677071,-28.198486328125,-57.99576822916424,942.6521809895858,42.37263997396076,82.968017578125,-75.9068603515625,-143.56624348958212,34.18269856770712,393.5975341796875,463.255126953125,82.71683756510356,-157.158447265625,-179.00657145182322,-170.25541178385356,-112.00716145833394,-63.67476399739644,-97.42331949869799,-84.28273518880223,-86.04027303059888,-72.06284586588549,-37.25379435221339,12.325144449870095
2018-01-06 00:00:00,-662.2625325520858,-567.779541015625,-295.11979166666424,-177.26961263020712,524.0238444010392,500.47794596353924,-66.8753662109375,-31.205535888671875,13.51723225911428,36.357503255208485,-21.56363932291697,-2.92952473958303,-289.4503173828125,-258.1036376953125,-242.310302734375,-157.80031331380178,-119.9774780273442,-190.1722615559902,-108.1567891438799,-116.5430908203125,-87.12411499023438,-42.97434997558594,-25.919448852539062,-16.857365926106695,-566.2722981770858,-425.04744466146076,-562.4012858072929,253.568603515625,377.0673828125,559.3943684895858,-381.986083984375,-403.92557779947856,-269.729736328125,-8.43693033854288,156.66495768229288,-80.912353515625,-242.6943359375,-341.7523396809893,-235.00197347005178,-128.399658203125,-96.791259765625,-42.87841796875,-37.33461507161451,-39.607838948567405,-34.19562784830714,-18.19733683268214,-41.50799560546875,-30.948394775390398
2018-01-06 06:00:00,785.1245930989608,681.8417154947929,806.498046875,701.3111979166661,934.5848795572929,869.1691080729142,-35.30018107096339,-35.462473551432595,20.37314860026072,10.689748128254905,21.370391845703125,-18.906555175781023,-64.3634643554692,-92.79929606119822,-76.94014485677098,-73.31772867838481,-87.08058675130178,-189.26064046223928,-11.206802368164062,-38.96111043294286,33.1627553304038,-18.178705851237282,13.213623046875,-37.38951619466161,408.3827311197929,492.25439453125,656.9286295572929,424.94270833333576,-244.05135091146076,345.669677734375,398.9035237630196,346.760986328125,598.7278645833321,852.3978678385429,852.9289143880196,494.0675048828125,277.4421183268232,164.3018798828125,101.82920328776072,140.17439778645894,146.32594807942678,311.1053263346357,25.962483723958258,57.3109436035154,28.04547119140625,-0.81298828125,37.05961100260424,16.09705607096339
2018-01-06 12:00:00,554.0439453125,327.01033528646076,34.50927734375,-47.58536783853924,340.8825683593768,163.12882486979288,23.597890218098655,-14.77423095703125,-51.21604410807322,-101.48731486002589,-84.84254964192678,-118.45569864908884,-214.99275716145848,-250.09000651041652,-299.8359985351558,-229.32405598958348,-248.9317423502598,-300.357950846354,14.309906005859602,34.77100626627589,76.87929280598951,61.89967854817701,54.75059000651049,109.57411702473973,-817.5027669270858,-614.2230631510392,-460.40861002603924,-597.83740234375,-285.96256510416424,-503.50211588541424,373.5446370442696,261.99898274739644,105.82869466145712,618.9154866536464,724.6529947916679,287.8241373697929,81.58514404296875,-63.86399332682231,-100.8272705078125,-123.49922688802144,-136.62164306640625,-207.01070149739598,-17.27528889973928,10.565622965495095,11.20556640625,-1.4919637044270075,-6.09857177734375,-29.403737386067405
2018-01-06 18:00:00,-608.0205078125,-928.369140625,-654.4209798177071,-691.73388671875,152.14778645833394,218.67879231770712,-13.266042073567405,-17.913543701172102,25.823883056640625,41.359792073567405,134.5072733561201,96.06284586588572,-231.44986979166652,-289.1878458658857,-292.7629191080732,-263.4426066080732,-247.55971272786428,-347.7556762695308,121.44429524739576,43.663660685221544,11.857131958007812,-4.954727172851676,14.391393025715956,18.810043334960938,-180.15633138020712,-11.23844401041606,-96.54524739583394,-83.39664713541606,930.4637044270858,35.306884765625,469.998779296875,191.0523681640625,142.32344563802144,275.7092692057304,668.3494466145821,498.9397786458321,-224.49208577473928,-454.7515258789067,-436.4244588216152,-398.3733927408848,-383.8346150716152,-233.3271687825527,55.016438802083485,177.50732421875,213.0878397623701,221.8359069824221,185.6361796061201,211.38393147786428
2018-01-07 00:00:00,-464.29337565103924,-579.9348958333339,-448.94466145833394,-259.3464355468768,139.90625,285.9475097656232,-93.02161661783839,-101.04425048828125,-81.04928588867188,-22.479746500651345,-51.281524658203125,-50.220286051432595,-310.9331258138018,-320.7818806966143,-321.919230143229,-256.7448120117192,-204.10982259114598,-230.835205078125,-94.63673400878906,-103.08489990234375,-65.23998514811205,-25.686757405598883,-10.330266316731695,1.5687255859375,91.5751953125,130.834228515625,146.03531901041424,614.5451660156232,-52.25398763020712,-79.79907226562318,336.8040364583321,131.8538818359375,216.83451334635538,414.1260172526054,349.6292724609384,271.5780029296884,-223.2537638346348,-293.51900227864644,-246.83473714192678,-139.6351114908848,-108.13264973958394,6.488240559895985,210.7237548828125,192.96030680338572,210.15008544921875,209.93595377604197,149.8933207194009,104.26767985026049
2018-01-07 06:00:00,624.0593261718768,599.5482584635392,733.42529296875,683.9490559895839,917.60302734375,1003.78955078125,-1.7795003255205302,-47.625437418620095,22.59942626953125,6.509918212890625,-26.371022542317405,15.38653564453125,-123.75608317057322,-152.90749104817678,-137.337158203125,-132.32845052083348,-157.2552490234375,-286.3093058268232,1.1657257080078125,-15.428375244140625,9.373092651367188,-12.41534423828125,-20.024592081705805,-68.94244384765625,638.5881347656232,835.6397298177071,661.3013509114608,785.947265625,354.9509277343768,196.7744140625,426.1285400390616,375.22802734375,375.16495768229197,481.19710286458303,630.875895182292,291.47908528645803,-12.24153645833394,-6.3895263671875,67.57725016276072,110.2588500976558,89.00333658854152,101.7662963867192,73.84297688802076,96.23360188802098,87.30448404947924,54.39260864257835,31.91026814778661,-30.180491129557595
2018-01-07 12:00:00,82.74666341146076,-97.88053385416606,-86.92488606770712,-491.5334472656232,-315.77783203125,-479.2294108072929,-45.99786376953125,-33.35117594401072,5.20357259114553,51.97364298502589,80.836669921875,31.04087320963572,-253.15810139973928,-265.9271240234375,-264.6909383138018,-218.8118286132817,-189.35109456380178,-225.29600016276072,-28.001103719075786,-24.818832397460938,48.944783528645985,33.36409505208326,62.87468973795558,91.57069905598951,138.59651692708394,544.805908203125,606.1377766927071,719.2093098958358,806.075439453125,669.9154459635392,353.04996744791697,462.0238444010429,341.9414469401054,344.09810384114644,289.8009440104179,24.32132975260538,-14.129109700520985,-140.38462320963572,-167.75174967447902,-167.38981119791652,-116.04612223307322,-130.1794637044277,-36.5797424316404,-14.750467936197992,41.7869567871096,5.599253336588845,71.5284118652346,87.4454854329424
2018-01-07 18:00:00,-715.8701171875,-835.2837727864608,-658.20556640625,-742.54052734375,547.4300130208339,302.8926595052071,86.67674763997366,36.48082478841161,78.52840169270848,127.66726684570312,170.88759358723928,54.84586588541697,-275.2305704752598,-360.9330444335933,-299.1875203450518,-229.5020141601558,-204.3782348632808,-196.98838297526072,136.5334574381509,141.77642822265625,225.67246500651027,145.94651794433594,138.78803507486987,85.4375356038413,1118.7416178385392,1041.2603352864608,903.3570963541642,1247.5548502604142,1503.2356770833358,1077.494140625,425.75850423177144,180.86661783854288,225.34195963541788,270.5101318359375,592.29248046875,438.0010172526054,-30.11191813150981,-251.27315266927098,-252.40214029947902,-310.9583333333335,-179.30118815104106,-50.15775553385356,200.59871419270826,267.00174967447947,232.9483540852866,224.23653157552076,180.42813110351562,93.5778503417971
2018-01-08 00:00:00,-263.0917154947929,-290.75992838541606,-166.42277018229288,-447.5487467447929,13.233642578125,-57.00423177083394,51.402720133463845,-59.56889851888036,-65.3003438313799,-61.44232177734375,16.526357014973655,-44.86707560221339,-195.9080200195317,-234.95104980468795,-229.43318684895848,-82.2727661132808,-4.120157877604015,-20.62196858723928,30.848124186197765,-14.465301513671875,5.25299072265625,-14.040313720703125,-1.9266306559243276,-14.63184611002589,417.573974609375,367.91455078125,179.73828125,466.99650065103924,30.78743489583394,-47.23738606770712,384.86177571614644,122.0869140625,125.3275146484375,356.44905598958303,287.57625325520803,202.918701171875,8.79795328776072,-137.70536295572856,-175.77193196614644,-202.95320638020848,-235.0324503580723,-160.2557373046875,17.208089192708258,90.30010986328125,123.18648274739553,9.029937744140852,-51.071390787760265,-76.03991699218773
2018-01-08 06:00:00,-14.59521484375,-321.8353271484375,-118.97456868489644,-134.76334635416606,639.4010416666661,1008.8324381510392,42.54225667317701,42.99614461263036,74.57176717122411,86.15638224283839,170.37917073567678,249.3256937662759,-51.122741699219205,-80.86116536458394,-27.70741780598928,-18.534729003905795,24.789754231770985,-59.0435791015625,-0.2563323974609375,3.433146158854015,31.565958658854015,62.842936197916515,117.03376261393214,122.6153564453125,213.42545572916606,452.20491536458394,820.2578938802071,1101.0196126302071,1413.3284505208358,1736.9497884114608,178.80208333333303,302.519287109375,405.70890299479197,693.7874755859384,1188.5055745442696,1410.7591959635429,-121.03739420572902,-151.51961263020848,-45.422241210937955,53.566324869791515,84.68629964192678,388.42468261718705,-57.96753946940112,-10.285990397135265,3.70367431640625,-8.004180908202898,52.7550048828125,113.67391967773438
2018-01-08 12:00:00,310.5339355468768,275.9567871093768,213.99934895833394,-36.67195638020712,390.33357747396076,241.87825520833394,121.87450154622411,109.35530598958303,101.79913330078125,69.8710225423174,82.26934814453125,28.075408935546875,-104.95821126302098,-146.44844563802098,-146.7060750325527,-121.89668782552098,-119.0916137695308,-167.1337890625,152.5936177571616,143.564961751302,149.21263631184866,162.54545084635424,191.3817850748701,163.812520345052,1084.516357421875,1053.2156575520858,567.6000162760392,197.18310546875,-241.13631184896076,-223.14314778646076,859.9877522786464,609.0910237630214,456.6706949869804,414.48583984375,337.45723470052144,93.510986328125,296.7674763997402,-14.44759114583394,-15.34370930989644,-85.35166422525981,-88.51560465494822,-91.31134033203125,55.13602701822947,0.6735432942709849,-59.00786336263036,-44.718454996745095,-13.905222574870095,-19.0382080078125
2018-01-08 18:00:00,165.93831380208394,-25.27124023437682,-35.43497721353924,-176.86206054687682,705.7468261718768,523.0496419270839,-8.091603597004905,-90.61527506510447,-24.640553792317405,21.70174153645803,129.58749389648438,130.54905192057322,-138.82023111979152,-183.28401692708348,-187.47371419270848,-126.26035563150981,-131.06583658854152,-202.6754760742183,128.22850545247388,77.64130655924464,140.93644205729174,130.20298767089844,110.89675394694041,167.4136962890625,-360.68611653646076,-526.7593587239608,-352.47501627603924,-200.37565104166424,682.260009765625,577.6372884114608,225.97623697916788,45.45528157552144,17.21240234375,50.3486328125,414.2701822916679,497.79146321614644,1.0424601236982198,-207.57584635416606,-214.57680257161428,-222.91133626302144,-167.93461100260356,-18.56589762369822,-63.47137451171875,-23.76299031575536,5.6998494466145075,28.070505777995095,41.76992797851585,62.75535074869799
