Time,Coast_0,Coast_1,Coast_2,Coast_3,Coast_4,Coast_5,Coast_6,Coast_7,Coast_8,Coast_9,Coast_10,Coast_11,Coast_12,Coast_13,Coast_14,Coast_15,Coast_16,Coast_17,Coast_18,Coast_19,Coast_20,Coast_21,Coast_22,Coast_23,East_0,East_1,East_2,East_3,East_4,East_5,East_6,East_7,East_8,East_9,East_10,East_11,East_12,East_13,East_14,East_15,East_16,East_17,East_18,East_19,East_20,East_21,East_22,East_23,Far_West_0,Far_West_1,Far_West_2,Far_West_3,Far_West_4,Far_West_5,Far_West_6,Far_West_7,Far_West_8,Far_West_9,Far_West_10,Far_West_11,Far_West_12,Far_West_13,Far_West_14,Far_West_15,Far_West_16,Far_West_17,Far_West_18,Far_West_19,Far_West_20,Far_West_21,Far_West_22,Far_West_23,North_0,North_1,North_2,North_3,North_4,North_5,North_6,North_7,North_8,North_9,North_10,North_11,North_12,North_13,North_14,North_15,North_16,North_17,North_18,North_19,North_20,North_21,North_22,North_23,North_Central_0,North_Central_1,North_Central_2,North_Central_3,North_Central_4,North_Central_5,North_Central_6,North_Central_7,North_Central_8,North_Central_9,North_Central_10,North_Central_11,North_Central_12,North_Central_13,North_Central_14,North_Central_15,North_Central_16,North_Central_17,North_Central_18,North_Central_19,North_Central_20,North_Central_21,North_Central_22,North_Central_23,South_0,South_1,South_2,South_3,South_4,South_5,South_6,South_7,South_8,South_9,South_10,South_11,South_12,South_13,South_14,South_15,South_16,South_17,South_18,South_19,South_20,South_21,South_22,South_23,South_Central_0,South_Central_1,South_Central_2,South_Central_3,South_Central_4,South_Central_5,South_Central_6,South_Central_7,South_Central_8,South_Central_9,South_Central_10,South_Central_11,South_Central_12,South_Central_13,South_Central_14,South_Central_15,South_Central_16,South_Central_17,South_Central_18,South_Central_19,South_Central_20,South_Central_21,South_Central_22,South_Central_23,West_0,West_1,West_2,West_3,West_4,West_5,West_6,West_7,West_8,West_9,West_10,West_11,West_12,West_13,West_14,West_15,West_16,West_17,West_18,West_19,West_20,West_21,West_22,West_23
2017-01-02 06:00:00,8482.07,8349.85,8358.46,8485.2,8766.28,9062.19,9257.88,9509.61,9474.76,9588.85,9894.38,10200.15,10481.64,10722.53,10805.31,10693.52,10603.73,10821.3,10571.13,10273.69,9856.6,9257.73,8649.57,8216.07,1018.02,990.02,972.16,1009.18,1031.22,1092.31,1101.23,1123.07,1195.09,1243.22,1290.71,1308.41,1320.56,1344.38,1363.71,1359.7,1361.37,1421.93,1431.51,1410.69,1345.93,1233.94,1122.39,1088.69,1952.66,1965.86,1984.43,2004.23,2024.58,2055.84,2100.46,2094.17,2097.11,2103.79,2092.0,2077.51,2068.56,2043.26,2034.17,2031.28,2056.61,2144.99,2181.35,2183.92,2164.95,2124.8,2089.6,2063.24,733.16,735.25,751.96,769.32,784.05,829.08,840.55,882.6,962.13,981.52,986.89,951.33,945.16,938.15,900.38,839.93,840.2,901.73,900.11,896.64,888.79,853.78,804.3,789.12,7879.02,7673.26,7600.13,7715.37,8035.89,8501.58,8932.78,9281.9,9716.71,10046.51,10239.73,10284.2,10239.47,10226.72,10234.48,10269.41,10678.03,11374.29,11269.5,10963.59,10556.48,9818.44,8974.82,8395.0,2386.99,2300.89,2249.28,2223.61,2260.68,2362.26,2406.87,2494.1,2684.6,2907.15,3097.24,3231.7,3350.39,3462.25,3509.8,3473.8,3337.81,3353.64,3274.11,3120.85,2969.84,2784.98,2546.58,2340.61,4127.78,4009.89,3978.62,4016.95,4166.22,4394.68,4600.34,4791.85,5020.01,5232.89,5369.38,5423.26,5508.03,5594.56,5658.56,5742.04,5845.95,6184.13,6101.18,5899.17,5592.89,5161.17,4701.35,4397.56,925.94,904.21,917.83,929.83,974.28,1054.58,1094.45,1083.68,1041.67,1045.42,1026.45,1026.58,1012.05,975.63,1006.41,1069.26,1114.28,1200.71,1206.62,1231.83,1188.57,1135.49,1079.76,1044.05
2017-01-03 06:00:00,7965.33,7842.2,7809.04,7978.99,8521.21,9334.59,9743.08,9853.44,10010.43,10185.36,10383.18,10521.71,10688.98,10790.21,10766.6,10643.89,10592.57,10809.74,10603.89,10287.95,9820.44,9200.11,8632.68,8210.55,1070.03,1052.42,1052.95,1084.51,1173.65,1337.75,1405.82,1432.78,1377.2,1341.04,1337.32,1399.88,1396.65,1410.63,1407.32,1441.41,1483.99,1592.57,1610.92,1605.41,1555.19,1487.1,1430.3,1403.96,2046.34,2048.6,2054.6,2067.21,2119.45,2189.94,2233.6,2207.38,2187.18,2157.95,2134.21,2110.07,2106.53,2099.07,2080.17,2074.52,2073.68,2144.85,2192.81,2213.69,2199.07,2177.77,2147.68,2110.77,766.51,781.54,782.29,793.15,837.62,919.0,976.61,992.07,1034.81,1036.74,1038.01,1059.24,1115.77,1119.29,1116.26,1091.04,1100.5,1148.02,1148.11,1121.92,1099.13,1054.4,1023.89,1007.05,8039.45,7889.15,7968.96,8245.52,9042.26,10390.95,11183.84,11260.12,11375.89,11670.2,11824.63,11996.1,12146.01,12264.95,12404.14,12868.24,13877.57,14777.95,14871.22,14765.66,14422.68,13608.39,12861.73,12355.07,2204.64,2115.86,2095.64,2127.75,2242.84,2491.62,2622.01,2627.05,2696.32,2782.47,2871.48,2999.48,3172.4,3290.37,3336.38,3312.37,3182.29,3240.87,3191.06,3084.43,2923.27,2721.96,2490.56,2278.98,4209.37,4148.75,4198.32,4346.8,4797.88,5531.32,5908.87,5848.1,5679.41,5596.82,5523.44,5500.49,5547.03,5566.19,5620.9,5671.5,5751.92,6164.0,6122.61,5996.45,5746.96,5388.35,5013.49,4763.69,1014.95,1014.97,1035.45,1041.71,1119.86,1237.8,1266.44,1277.25,1232.09,1166.29,1155.57,1098.92,1036.7,1018.15,1020.89,1057.73,1147.2,1260.58,1284.7,1296.02,1246.0,1222.25,1156.07,1153.3
2017-01-04 06:00:00,8060.74,8002.74,8066.15,8340.87,9016.54,10129.41,10601.03,10581.08,10754.93,10744.78,10670.31,10499.63,10494.18,10380.68,10302.98,10324.84,10744.65,11221.04,11176.56,11013.28,10628.82,10069.51,9482.5,9078.5,1383.19,1368.85,1423.43,1471.73,1589.01,1782.35,1853.18,1830.17,1843.36,1774.48,1753.29,1748.9,1721.82,1657.32,1672.32,1696.69,1830.97,1922.3,1904.49,1903.91,1811.42,1702.3,1567.88,1527.7,2132.09,2137.25,2148.28,2178.47,2230.14,2301.48,2349.09,2343.71,2346.52,2295.61,2247.9,2196.52,2165.24,2135.13,2111.48,2108.6,2127.49,2210.41,2248.14,2255.32,2242.65,2203.73,2162.77,2141.7,1012.83,1018.82,1040.19,1068.67,1137.71,1230.08,1269.83,1267.43,1270.64,1237.17,1227.79,1277.65,1275.77,1247.12,1203.37,1165.81,1189.2,1263.83,1272.29,1237.37,1203.18,1141.35,1150.14,1124.25,12318.63,12489.4,12818.9,13405.51,14469.24,16175.06,16894.46,16695.37,16524.96,16430.96,16087.32,15561.2,15240.55,14669.09,13896.99,13870.06,14776.99,16110.99,16395.85,16371.99,15866.05,14872.51,14047.61,13587.26,2177.16,2090.36,2093.31,2169.0,2332.76,2632.64,2770.9,2765.25,2791.74,2808.51,2817.72,2791.47,2767.13,2738.11,2717.13,2749.19,2859.9,3084.3,3111.71,3097.34,3030.75,2864.41,2627.03,2454.23,4718.28,4697.61,4830.17,5165.4,5764.85,6708.56,7114.7,7076.65,7058.51,6956.12,6902.7,6759.04,6620.88,6383.04,6301.3,6400.25,6860.33,7426.72,7490.45,7439.05,7193.47,6721.1,6244.56,5902.76,1147.32,1176.54,1190.32,1242.51,1314.19,1449.98,1516.77,1514.94,1526.36,1513.75,1455.62,1341.66,1230.56,1158.22,1105.96,1152.53,1271.7,1432.05,1463.85,1474.8,1493.33,1431.96,1378.14,1312.19
2017-01-05 06:00:00,8831.4,8703.96,8678.02,8865.31,9454.49,10302.36,10596.44,10557.02,10611.54,10664.83,10651.64,10554.11,10487.65,10393.25,10396.53,10480.99,10804.4,11044.71,10943.48,10824.61,10540.88,10095.08,9602.05,9298.75,1483.42,1467.07,1488.64,1518.94,1540.27,1759.49,1801.59,1759.65,1732.4,1699.03,1622.39,1613.25,1627.36,1627.94,1666.43,1749.56,1796.13,1878.7,1894.81,1954.43,1913.93,1858.84,1761.06,1714.09,2134.88,2118.32,2125.26,2146.19,2179.0,2237.86,2303.49,2316.91,2324.5,2323.86,2336.67,2307.47,2298.25,2305.63,2345.72,2337.16,2403.95,2502.08,2546.35,2553.42,2542.44,2492.45,2455.68,2444.96,1083.34,1089.47,1099.48,1114.94,1160.6,1240.43,1259.55,1263.21,1291.53,1309.73,1305.49,1288.57,1297.05,1289.99,1267.36,1287.6,1419.6,1366.97,1385.63,1388.55,1366.38,1284.87,1230.55,1212.38,13431.49,13309.24,13389.07,13834.47,14741.13,16184.28,16787.29,16251.36,15980.19,15957.45,15794.72,15632.36,15481.94,15338.31,15404.22,16093.12,17311.22,18437.68,18712.84,18783.74,18392.42,17484.5,16825.57,16513.03,2362.03,2308.58,2270.19,2286.92,2426.56,2713.01,2813.79,2762.27,2782.32,2786.38,2797.18,2792.51,2827.28,2887.25,2932.36,2955.53,2936.29,3084.86,3091.38,3045.27,2947.71,2795.05,2603.56,2496.17,5659.05,5493.45,5447.75,5534.26,5976.85,6644.76,6781.69,6502.61,6336.31,6168.4,5946.31,5759.97,5620.73,5511.05,5489.95,5641.01,6115.79,6753.31,6981.91,7147.82,7180.12,6969.14,6737.63,6656.67,1284.15,1254.66,1255.49,1242.07,1381.3,1487.16,1541.95,1502.6,1430.36,1386.1,1337.28,1279.13,1231.67,1233.07,1244.53,1346.8,1317.31,1549.14,1610.09,1632.25,1629.9,1574.91,1521.45,1532.04
2017-01-06 06:00:00,9206.07,9193.46,9360.31,9776.94,10607.99,11759.86,12331.76,12465.77,12800.79,13074.97,13208.44,13280.34,13385.01,13394.6,13454.9,13630.82,14080.2,14268.72,14165.01,14071.02,13809.62,13402.29,13005.72,12732.93,1720.14,1737.72,1779.72,1852.65,1987.79,2143.05,2222.46,2238.19,2241.1,2243.93,2230.94,2220.23,2213.18,2232.75,2252.74,2311.02,2382.38,2474.07,2440.54,2445.35,2408.49,2310.22,2254.35,2282.03,2442.72,2419.77,2418.84,2425.71,2453.52,2518.01,2549.04,2519.32,2485.44,2460.63,2439.69,2419.38,2432.98,2449.07,2445.04,2416.62,2390.71,2471.42,2492.63,2496.29,2491.26,2457.58,2437.6,2406.85,1213.45,1214.17,1225.65,1261.93,1328.29,1417.31,1460.24,1455.92,1442.62,1453.13,1438.83,1429.5,1441.3,1435.41,1405.05,1392.88,1384.33,1428.38,1431.79,1421.4,1408.0,1375.65,1353.92,1338.26,16389.15,16399.67,16514.36,17036.29,18054.56,19466.94,20245.08,20191.45,20396.49,20440.1,20253.75,20060.98,20033.59,20159.35,20136.79,20439.21,21069.34,21721.57,21561.46,21263.13,20841.36,20081.7,19505.6,19152.89,2476.56,2489.18,2491.85,2552.07,2699.63,3099.29,3402.35,3464.53,3637.05,3823.29,3929.2,4033.45,4138.68,4169.74,4254.44,4431.94,4684.02,4996.52,4996.96,4994.2,4943.16,4827.73,4707.84,4607.02,6732.99,6826.01,7033.9,7389.93,8115.5,9082.56,9500.38,9537.72,9596.94,9654.45,9573.82,9434.27,9306.26,9215.68,9368.99,9645.6,9989.22,10389.81,10384.21,10343.39,10193.47,9889.93,9618.69,9428.13,1529.2,1538.53,1568.08,1616.38,1684.57,1819.75,1897.22,1902.78,1902.85,1861.43,1832.02,1800.03,1798.07,1778.69,1759.44,1749.8,1794.52,1899.97,1937.52,1940.32,1929.4,1890.1,1870.29,1866.7
2017-01-07 06:00:00,12593.5,12511.62,12512.6,12624.79,12785.45,13046.32,13303.66,13468.15,13525.19,13355.5,12950.17,12396.76,11891.08,11444.32,11134.21,11086.28,11605.91,12374.2,12610.23,12713.65,12655.25,12451.06,12206.1,11939.77,2283.5,2291.35,2320.73,2342.22,2407.99,2501.17,2558.35,2557.73,2454.69,2336.21,2206.11,2069.76,1954.59,1850.62,1798.84,1812.54,1916.73,2078.62,2158.91,2195.93,2207.91,2214.25,2205.03,2192.42,2406.32,2403.34,2402.29,2407.75,2408.4,2416.27,2394.83,2413.31,2371.87,2311.56,2249.69,2191.04,2144.65,2112.43,2096.22,2105.99,2147.63,2244.44,2311.46,2344.15,2351.78,2328.01,2322.46,2311.91,1348.03,1358.68,1364.12,1391.88,1430.48,1455.39,1486.16,1489.51,1494.18,1424.26,1367.79,1285.5,1219.6,1169.49,1133.71,1096.37,1101.74,1197.12,1241.03,1266.52,1282.92,1260.76,1242.61,1227.25,18942.22,18956.69,19086.01,19359.62,19916.93,20512.53,21125.8,21122.96,20449.33,19465.9,18378.61,17195.03,15991.48,15040.89,14451.49,14421.02,15375.21,16791.4,17253.88,17509.48,17451.48,17150.68,16854.57,16554.83,4559.81,4573.16,4607.72,4703.44,4849.59,5054.46,5193.94,5263.14,5226.53,5053.63,4793.63,4452.61,4108.62,3842.65,3679.99,3636.0,3793.03,4200.48,4409.03,4522.15,4578.98,4573.78,4511.36,4447.72,9325.52,9299.79,9370.24,9519.4,9805.1,10170.23,10475.58,10479.73,10153.5,9630.49,8984.57,8360.62,7773.51,7310.05,7033.85,6984.6,7487.84,8346.8,8694.81,8909.1,8943.7,8840.46,8718.55,8650.05,1866.07,1871.21,1881.09,1920.15,1959.56,2028.83,2097.37,2063.81,1901.94,1766.52,1627.9,1495.77,1389.49,1317.37,1275.85,1311.79,1423.44,1572.31,1646.58,1693.22,1725.42,1720.33,1721.39,1722.67
2017-01-08 06:00:00,11787.34,11753.23,11777.5,11895.03,12110.1,12403.18,12575.59,12500.1,12284.78,11990.97,11592.81,11141.23,10676.31,10335.55,10133.65,10163.91,10689.81,11447.5,11638.91,11591.92,11296.17,10733.38,10124.17,9688.66,2171.78,2187.61,2162.28,2200.04,2230.68,2281.07,2342.7,2337.6,2234.15,2077.99,1950.32,1803.3,1690.45,1621.9,1599.57,1624.52,1753.17,1895.29,2014.95,2035.85,1961.48,1891.69,1800.82,1737.47,2307.12,2300.66,2303.1,2307.3,2321.24,2353.18,2369.01,2357.4,2334.26,2288.63,2232.82,2176.83,2140.49,2109.52,2079.81,2073.94,2097.81,2181.22,2220.02,2240.6,2242.17,2211.55,2172.56,2153.66,1231.32,1244.05,1260.62,1275.02,1300.0,1325.15,1354.66,1372.93,1379.69,1318.32,1255.93,1214.11,1167.62,1118.34,1079.04,1055.25,1055.18,1208.47,1363.02,1153.29,1131.78,1084.3,1064.12,1077.72,16495.82,16444.31,16562.57,16806.42,17234.71,17771.74,18238.04,18124.18,17383.72,16507.64,15645.63,14849.83,14191.58,13647.82,13307.29,13344.9,14203.75,15251.16,15491.35,15464.66,15127.29,14389.92,13673.33,13268.39,4407.12,4397.01,4410.14,4454.28,4551.44,4677.2,4739.11,4744.5,4628.23,4397.64,4106.2,3784.16,3451.93,3215.53,3082.49,3063.38,3188.01,3457.26,3556.44,3532.5,3420.31,3241.15,3006.21,2878.64,8670.96,8731.99,8829.86,9016.45,9269.79,9600.74,9896.68,9762.28,9173.5,8571.99,7968.41,7411.54,6911.46,6605.98,6418.51,6542.69,6976.23,7603.6,7741.86,7722.55,7482.41,7024.05,6513.14,6156.61,1730.3,1750.53,1758.76,1789.09,1827.05,1891.64,1953.74,1923.36,1780.82,1653.78,1527.61,1431.04,1335.64,1287.29,1260.24,1289.71,1373.44,1452.68,1373.81,1573.35,1568.41,1507.89,1439.05,1394.77
2017-01-09 06:00:00,9432.84,9318.97,9348.65,9612.21,10231.99,10997.72,11186.96,11009.43,10856.65,10609.0,10431.33,10249.68,10189.03,10100.92,10040.74,10006.67,10251.84,10594.41,10477.7,10291.91,9889.18,9300.3,8734.36,8420.07,1701.77,1682.37,1695.86,1722.62,1828.68,1968.92,1998.1,1935.77,1882.07,1751.67,1669.66,1598.32,1536.04,1502.63,1476.81,1481.82,1541.54,1650.78,1631.94,1588.33,1494.81,1355.05,1235.41,1180.23,2139.99,2142.18,2147.28,2178.9,2236.17,2313.46,2359.23,2311.5,2257.78,2207.03,2147.78,2105.38,2100.44,2096.76,2086.75,2094.01,2104.19,2159.15,2174.49,2177.94,2154.78,2108.19,2057.7,2038.51,1063.74,1075.3,1087.01,1110.53,1156.92,1229.68,1259.0,1243.58,1258.37,1212.48,1137.07,1074.95,1086.66,1053.37,986.07,942.6,976.69,1046.64,1037.35,1010.41,975.95,931.5,874.61,848.96,13143.73,13173.44,13342.32,13827.3,14836.88,16306.85,16734.02,16022.84,15109.81,14252.81,13450.88,12788.01,12157.12,11611.48,11259.11,11214.95,11689.37,12556.8,12484.03,12244.58,11701.72,10815.09,9926.37,9307.99,2826.09,2812.42,2854.04,2970.85,3260.51,3786.93,3881.75,3632.53,3364.09,3074.64,2889.31,2798.02,2757.05,2747.03,2741.96,2754.31,2744.13,2915.54,3011.69,3006.0,2921.77,2734.8,2495.42,2319.78,5935.65,5869.08,5900.09,6116.81,6651.55,7396.83,7543.77,7275.07,6935.64,6507.96,6138.17,5907.95,5733.87,5585.05,5532.38,5588.78,5801.97,6310.11,6298.41,6174.99,5896.58,5427.33,4961.61,4618.93,1375.61,1359.02,1371.63,1402.99,1471.2,1560.38,1612.99,1555.14,1420.54,1324.19,1259.08,1185.73,1133.55,1140.19,1171.52,1213.83,1230.63,1311.33,1336.85,1333.64,1308.16,1223.55,1182.16,1140.68
2017-01-10 06:00:00,8252.99,8126.34,8145.09,8356.42,8928.04,9819.46,10077.0,10065.18,10205.57,10393.4,10541.6,10622.47,10723.77,10757.64,10686.21,10644.76,10780.01,11148.58,11042.06,10791.67,10413.19,9815.98,9163.11,8735.33,1132.82,1107.95,1093.26,1112.22,1190.64,1366.7,1381.13,1362.34,1356.03,1326.12,1281.27,1305.31,1282.13,1286.96,1258.1,1273.41,1307.86,1432.89,1408.99,1389.92,1318.57,1237.63,1137.39,1091.03,2024.29,2019.84,2020.14,2048.38,2101.1,2168.81,2226.55,2201.23,2166.74,2161.64,2141.24,2120.71,2122.12,2103.67,2100.77,2100.45,2093.86,2145.34,2150.84,2143.87,2118.58,2070.84,2034.98,2007.8,823.89,812.21,806.19,815.25,858.72,939.18,963.3,961.15,940.72,918.45,869.3,798.05,888.85,868.76,862.86,852.47,850.2,921.68,920.34,915.76,915.15,890.71,849.42,840.85,8900.25,8734.39,8705.62,8915.75,9676.42,11047.51,11590.84,11339.93,11202.68,11170.72,11096.72,11068.35,11049.43,10966.49,10927.48,10900.97,11204.38,11813.23,11719.01,11416.86,10904.68,10130.01,9222.34,8676.99,2225.46,2169.92,2158.68,2207.78,2378.57,2771.06,2858.6,2740.28,2749.84,2800.35,2839.55,2894.18,2965.85,3025.89,3006.78,3029.41,2988.53,3068.16,3061.24,3001.89,2886.17,2686.98,2506.27,2304.27,4403.55,4337.36,4354.4,4489.4,4905.63,5639.06,5902.48,5774.88,5666.57,5580.56,5539.62,5510.55,5520.68,5567.51,5659.28,5759.73,5885.01,6240.1,6221.31,6044.53,5735.67,5286.52,4782.34,4431.06,1114.39,1107.5,1103.64,1109.56,1175.15,1262.84,1295.88,1218.46,1154.26,1103.54,1118.31,1148.39,1040.0,1058.04,1091.33,1129.98,1151.8,1207.22,1219.96,1196.08,1173.59,1124.65,1060.84,1011.04
2017-01-11 06:00:00,8468.12,8314.0,8267.18,8395.99,8918.09,9754.35,10004.59,10075.55,10386.73,10795.35,10965.49,10998.04,11108.2,11158.9,11098.82,11048.69,11172.79,11490.31,11440.08,11236.13,10834.55,10133.67,9456.32,8972.38,1054.95,1045.12,997.05,981.72,1104.69,1259.13,1309.94,1305.91,1329.37,1353.83,1362.65,1370.65,1392.62,1389.52,1361.41,1330.58,1420.4,1405.66,1452.92,1453.15,1341.69,1240.65,1161.12,1107.06,2001.48,2004.61,2009.72,2033.93,2090.0,2173.27,2219.07,2174.08,2145.34,2134.79,2135.09,2123.79,2126.01,2121.08,2122.33,2127.85,2120.96,2152.23,2157.37,2136.26,2106.95,2063.41,2011.34,1989.29,848.5,841.89,839.38,856.83,878.33,969.46,976.68,985.4,1000.96,1033.19,1040.24,1022.87,1020.81,1013.93,985.29,943.03,894.91,938.15,944.11,901.63,891.26,845.45,800.47,761.66,8410.86,8233.23,8202.31,8445.88,9199.8,10627.98,11198.44,11007.36,11059.58,11095.14,11101.35,11126.23,11293.95,11318.69,11288.24,11326.93,11500.84,12122.54,12064.93,11815.12,11287.56,10435.37,9498.79,8774.39,2178.64,2118.65,2099.3,2141.9,2279.03,2621.41,2717.42,2659.62,2693.24,2833.17,2919.17,2987.94,3072.24,3152.89,3195.36,3222.39,3171.99,3262.46,3267.07,3197.9,3083.99,2889.95,2613.74,2400.54,4222.77,4129.56,4087.25,4202.46,4566.44,5265.06,5578.24,5498.53,5538.34,5539.58,5578.06,5612.32,5698.62,5761.72,5830.55,5927.07,6033.37,6394.52,6439.4,6283.52,5942.94,5470.21,4935.86,4545.53,1011.27,1014.1,1023.34,1031.43,1117.09,1218.8,1259.46,1202.34,1109.65,1057.46,1026.9,1039.02,1029.63,1053.14,1063.71,1098.53,1132.75,1234.12,1245.17,1231.35,1176.96,1113.41,1033.89,988.64
