Time,Coast,East,Far_West,North,North_Central,South_Central,Southern,West
2018-01-01 16:00:00,12579.148111979166,2150.10888671875,2598.315226236979,1544.5834554036458,19015.809895833332,9995.966145833334,5118.171956380208,1886.8676656087239
2018-01-01 17:00:00,12457.223958333334,2052.2832539876304,2544.872273763021,1473.0032958984375,18225.361328125,9831.297526041666,5103.89892578125,1837.4117329915364
2018-01-01 18:00:00,12235.44091796875,1966.5494283040364,2478.5762939453125,1413.5773620605469,17439.796061197918,9694.82470703125,5111.820963541667,1795.0408325195312
2018-01-01 19:00:00,11930.901692708334,1921.1725362141926,2435.8143310546875,1376.656229654948,16927.747721354168,9594.08056640625,5115.5692138671875,1787.9965108235676
2018-01-01 20:00:00,11809.846435546875,1937.0111287434895,2416.1433919270835,1359.611083984375,16808.462076822918,9580.149983723959,5123.573974609375,1798.4631042480469
2018-01-01 21:00:00,12116.843180338541,2037.0972595214844,2430.4786376953125,1325.9266560872395,17392.123697916668,9733.400390625,5142.224690755208,1895.1652119954426
2018-01-01 22:00:00,13029.550455729166,2229.6387939453125,2528.3620808919272,1397.5157572428386,19021.972493489582,10212.203857421875,5311.960205078125,2000.3696594238281
2018-01-01 23:00:00,13339.46142578125,2295.2917277018228,2617.5163777669272,1433.1685078938801,19679.379557291668,10374.035074869791,5448.6780192057295,2040.4950459798176
2018-01-02 00:00:00,13391.19970703125,2315.4414876302085,2627.9623819986978,1443.9030456542969,19769.431315104168,10265.449137369791,5455.8612874348955,2035.102518717448
2018-01-02 01:00:00,13373.110595703125,2321.3648071289062,2616.930460611979,1448.9418538411458,19762.697265625,10101.063883463541,5425.386555989583,2030.9256490071614
2018-01-02 02:00:00,13127.431315104166,2277.8928019205728,2560.7246704101562,1422.5111389160156,19254.4736328125,9714.40185546875,5317.939453125,2008.9502766927083
2018-01-02 03:00:00,12726.753743489584,2205.049275716146,2514.0231730143228,1387.7390747070312,18501.231282552082,9259.975341796875,5166.354085286458,1949.8355712890625
2018-01-02 04:00:00,12333.034098307291,2143.2460123697915,2493.284423828125,1357.8907267252605,17907.140299479168,8880.57080078125,4986.093180338542,1884.2095235188801
2018-01-02 05:00:00,12034.473470052084,2120.5370279947915,2484.340535481771,1349.6806640625,17562.70703125,8636.659098307291,4850.5067138671875,1847.6625671386719
2018-01-02 06:00:00,11885.231119791666,2115.7453002929688,2482.9270222981772,1350.6836649576824,17406.147135416668,8516.253580729166,4760.6283772786455,1844.1265665690105
2018-01-02 07:00:00,11834.719645182291,2132.611083984375,2479.3976440429688,1361.598164876302,17378.19677734375,8488.470784505209,4728.098063151042,1842.0658671061199
2018-01-02 08:00:00,11949.697672526041,2157.9786580403647,2496.3967081705728,1372.5369466145833,17495.131998697918,8577.756510416666,4722.747233072917,1842.0405578613281
2018-01-02 09:00:00,12289.445963541666,2227.2115885416665,2537.0029500325522,1406.5158793131511,17959.937337239582,8828.507649739584,4797.4410400390625,1867.1726786295574
2018-01-02 10:00:00,12893.003255208334,2346.1854858398438,2585.6788533528647,1467.2058410644531,18897.909505208332,9334.32958984375,4994.5678304036455,1939.2540791829426
2018-01-02 11:00:00,13504.403971354166,2457.9310913085938,2631.907430013021,1530.7844848632812,19820.306315104168,9818.8193359375,5243.195638020833,2006.5594278971355
2018-01-02 12:00:00,13781.78564453125,2501.8084716796875,2642.9543253580728,1557.3818257649739,20165.131673177082,9989.559733072916,5353.2376708984375,2028.3462727864583
2018-01-02 13:00:00,14026.754964192709,2526.5308634440103,2636.4715576171875,1567.2193196614583,20324.412109375,10032.176432291666,5474.8259684244795,2024.3872375488281
2018-01-02 14:00:00,14265.212809244791,2523.2206013997397,2634.0478312174478,1580.2000020345051,20464.630533854168,10059.133382161459,5560.2129313151045,2014.5724080403645
2018-01-02 15:00:00,14382.601155598959,2495.977254231771,2624.2758178710938,1577.5498352050781,20383.177083333332,10039.254231770834,5586.8778889973955,1993.7573750813801
2018-01-02 16:00:00,14267.359456380209,2443.2616170247397,2620.9246419270835,1571.036844889323,20131.333984375,9917.649983723959,5541.4358317057295,1920.9622497558594
2018-01-02 17:00:00,14158.289876302084,2385.148681640625,2615.4728190104165,1527.7448221842449,19884.836263020832,9757.61474609375,5455.8546956380205,1886.4227091471355
2018-01-02 18:00:00,14060.092041015625,2338.844970703125,2596.6294962565103,1487.3873189290364,19721.810221354168,9665.613444010416,5399.843831380208,1865.8226725260417
2018-01-02 19:00:00,13994.544352213541,2319.4213053385415,2543.0001424153647,1479.892842610677,19686.384602864582,9677.205485026041,5389.92236328125,1841.0521952311199
2018-01-02 20:00:00,13992.066487630209,2326.0334269205728,2490.7490030924478,1490.1472981770833,19851.944986979168,9843.029866536459,5432.010904947917,1821.8999735514324
2018-01-02 21:00:00,14225.711344401041,2391.1222941080728,2491.2862955729165,1429.604512532552,20359.0810546875,10174.7216796875,5521.5043538411455,1900.75439453125
2018-01-02 22:00:00,14805.191813151041,2496.4330037434897,2575.288533528646,1485.304951985677,21391.952962239582,10720.050455729166,5753.416748046875,1999.4091186523438
2018-01-02 23:00:00,14863.230875651041,2505.6663614908853,2662.2100219726562,1511.8546549479167,21570.168619791668,10923.122314453125,5915.5992431640625,2054.572052001953
2018-01-03 00:00:00,14754.132242838541,2477.6077473958335,2671.469970703125,1514.3326822916667,21335.302734375,10865.117106119791,5933.6266682942705,2065.8603515625
2018-01-03 01:00:00,14542.59912109375,2436.0501505533853,2669.6959635416665,1476.3291625976562,20890.032552083332,10683.028238932291,5891.581705729167,2046.0645751953125
2018-01-03 02:00:00,14119.595052083334,2352.0211588541665,2605.2435506184897,1437.3543090820312,20091.163899739582,10247.256591796875,5751.671793619792,2019.8038330078125
2018-01-03 03:00:00,13603.387613932291,2241.5122884114585,2511.8213500976562,1395.2066141764324,19135.834309895832,9732.769775390625,5528.186604817708,2014.5414632161458
2018-01-03 04:00:00,13179.155354817709,2193.7611694335938,2423.0832722981772,1383.6724344889324,18541.487141927082,9417.580729166666,5323.8822835286455,2045.0328877766926
2018-01-03 05:00:00,12942.249593098959,2164.9524129231772,2393.1321004231772,1395.7864074707031,18401.71337890625,9265.44921875,5190.340250651042,2055.8617146809897
2018-01-03 06:00:00,12896.0546875,2180.6693318684897,2394.554484049479,1411.0233256022136,18386.350423177082,9298.263102213541,5077.725911458333,2066.6702677408853
2018-01-03 07:00:00,12977.326253255209,2253.752970377604,2372.2493286132812,1417.2619527180989,18525.19384765625,9462.871175130209,5038.030192057292,2100.8740234375
2018-01-03 08:00:00,13188.337076822916,2323.809529622396,2341.1945190429688,1427.6578165690105,18919.136881510418,9678.874267578125,5040.7207438151045,2147.9803873697915
2018-01-03 09:00:00,13640.976725260416,2400.2274780273438,2401.9209798177085,1455.3406880696614,19547.673990885418,10051.935465494791,5134.0108642578125,2134.6388956705728
2018-01-03 10:00:00,14319.987141927084,2584.800496419271,2440.522257486979,1513.2694091796875,20673.997233072918,10682.342936197916,5385.7357991536455,2193.3901977539062
2018-01-03 11:00:00,14933.209147135416,2702.1583048502603,2475.8805948893228,1572.4219258626301,21673.636393229168,11318.80615234375,5651.6243896484375,2264.7262369791665
2018-01-03 12:00:00,14838.509033203125,2700.313191731771,2481.3760579427085,1554.5198974609375,21744.077311197918,11325.834635416666,5637.7658284505205,2244.8373209635415
2018-01-03 13:00:00,14635.985270182291,2597.3087565104165,2465.8301391601562,1540.4597880045574,20754.461588541668,10733.126627604166,5551.702718098958,2062.808603922526
2018-01-03 14:00:00,14415.31884765625,2461.4286092122397,2420.6131184895835,1515.6094462076824,19559.4765625,9956.892496744791,5317.2473551432295,1828.1544087727864
2018-01-03 15:00:00,14007.32958984375,2328.7486165364585,2370.6583862304688,1464.468017578125,18273.594563802082,9132.812744140625,5012.795084635417,1664.4508260091145
2018-01-03 16:00:00,13491.116943359375,2177.0433553059897,2304.760457356771,1392.8355712890625,17158.112141927082,8370.972127278646,4697.086751302083,1535.0800882975261
2018-01-03 17:00:00,13017.474609375,2038.3415934244792,2257.1122029622397,1314.2730509440105,16091.170979817709,7724.881591796875,4367.807535807292,1396.8580627441406
2018-01-03 18:00:00,12554.011393229166,1961.8011271158855,2252.4005533854165,1246.7644856770833,15249.124674479166,7202.075520833333,4074.4821573893228,1308.2983500162761
2018-01-03 19:00:00,12163.2373046875,1874.8538106282551,2245.3038330078125,1186.2450764973958,14513.329182942709,6826.203369140625,3830.3282470703125,1245.5428263346355
2018-01-03 20:00:00,11914.214192708334,1842.5132344563801,2269.979777018229,1159.870340983073,14245.200358072916,6648.407145182292,3678.9807739257812,1211.923360188802
2018-01-03 21:00:00,11990.221761067709,1894.2974344889324,2277.1446126302085,1138.8957214355469,14570.673746744791,6803.9201253255205,3692.4622802734375,1288.3084004720051
2018-01-03 22:00:00,12856.252522786459,2080.5648498535156,2341.9278971354165,1229.5961303710938,16001.45458984375,7554.411783854167,4046.2173055013022,1428.4297892252605
2018-01-03 23:00:00,13322.546712239584,2184.656209309896,2438.7100219726562,1274.0181070963542,16791.101888020832,8120.3594970703125,4442.1357828776045,1553.3191324869792
2018-01-04 00:00:00,13451.145751953125,2169.9097696940103,2485.8252563476562,1288.8175760904949,17037.9296875,8292.87890625,4666.236083984375,1635.5726216634114
2018-01-04 01:00:00,13430.947428385416,2246.6526082356772,2491.068644205729,1297.0684611002605,17030.022786458332,8408.812255859375,4830.5631103515625,1693.3985900878906
2018-01-04 02:00:00,13156.154459635416,2208.126017252604,2443.6968383789062,1280.2454833984375,16621.398030598957,8315.320678710938,4848.5236409505205,1722.5381266276042
2018-01-04 03:00:00,12711.74169921875,2129.9338582356772,2408.5362141927085,1239.3358256022136,15998.665283203125,7969.7719319661455,4791.069661458333,1693.5598246256511
2018-01-04 04:00:00,12366.159912109375,2074.2711588541665,2385.7749837239585,1211.9325256347656,15533.401529947916,7775.2432861328125,4672.017903645833,1689.3294474283855
2018-01-04 05:00:00,12196.458577473959,2078.8294474283853,2359.5523071289062,1207.7593282063801,15380.313720703125,7772.319905598958,4572.710611979167,1697.3329060872395
2018-01-04 06:00:00,12130.936360677084,2038.0753885904949,2349.5367431640625,1220.7995096842449,15427.496175130209,7824.0011800130205,4575.2834065755205,1710.9825948079426
2018-01-04 07:00:00,12190.2626953125,2075.4546712239585,2354.6153361002603,1229.0031229654949,15619.290771484375,7991.01953125,4574.3338623046875,1728.5337320963542
2018-01-04 08:00:00,12376.86572265625,2117.683349609375,2383.3517049153647,1244.9089762369792,15956.82177734375,8194.372151692709,4634.392822265625,1738.3880411783855
2018-01-04 09:00:00,12792.360270182291,2209.813924153646,2413.6920572916665,1269.2063598632812,16733.337646484375,8584.712727864584,4786.286295572917,1788.2010192871094
2018-01-04 10:00:00,13478.358479817709,2338.1268717447915,2454.1135864257812,1341.3109029134114,17904.461263020832,9259.972249348959,5052.9072672526045,1887.7499694824219
2018-01-04 11:00:00,14066.773274739584,2503.8686319986978,2520.6870930989585,1412.8712361653645,19081.63525390625,9931.362630208334,5337.030436197917,1970.1946512858074
2018-01-04 12:00:00,14028.026285807291,2539.3252766927085,2560.9559936523438,1414.4111633300781,19125.421712239582,9834.457926432291,5353.3724365234375,1970.0828348795574
2018-01-04 13:00:00,13647.795084635416,2437.553426106771,2551.1296590169272,1402.9075520833333,18161.21630859375,9200.095133463541,5102.78369140625,1850.2621561686199
2018-01-04 14:00:00,13184.90380859375,2248.030314127604,2600.5494181315103,1368.8424173990886,17016.584309895832,8315.001098632812,4674.1465250651045,1599.0229187011719
2018-01-04 15:00:00,12680.237548828125,2094.055704752604,2527.2285970052085,1306.5809733072917,16012.421142578125,7628.4268798828125,4191.848937988281,1539.7754007975261
2018-01-04 16:00:00,12135.527913411459,1967.2759094238281,2493.3802083333335,1250.0917358398438,15133.259195963541,7132.3309326171875,3799.391072591146,1457.2015279134114
2018-01-04 17:00:00,11687.206380208334,1850.5340270996094,2477.899861653646,1199.5978495279949,14369.356852213541,6729.4187418619795,3512.761474609375,1337.6980794270833
2018-01-04 18:00:00,11306.883056640625,1744.9830118815105,2530.043660481771,1145.518798828125,13723.984049479166,6526.99609375,3308.8637491861978,1237.6335957845051
2018-01-04 19:00:00,11015.616943359375,1678.3793436686199,2551.8106079101562,1087.0276997884114,13214.051350911459,6520.740559895833,3162.2669270833335,1244.9581502278645
2018-01-04 20:00:00,10913.028564453125,1679.7725321451824,2567.4344685872397,1069.235331217448,13306.935302734375,6603.8918863932295,3107.3397623697915,1296.4449564615886
2018-01-04 21:00:00,11099.67041015625,1755.0604248046875,2594.0917765299478,1091.1051839192708,13881.447102864584,6838.5214436848955,3130.2821655273438,1344.0688069661458
2018-01-04 22:00:00,11895.459391276041,1930.8897908528645,2646.0134887695312,1164.3918965657551,15155.799560546875,7442.156901041667,3347.456583658854,1424.6701151529949
2018-01-04 23:00:00,12153.26123046875,2008.5113321940105,2646.0368448893228,1197.2603556315105,15633.402587890625,7726.5408935546875,3613.4061686197915,1513.0443115234375
2018-01-05 00:00:00,12152.140706380209,2021.8379313151042,2681.6436157226562,1210.8960978190105,15783.654296875,7709.009440104167,3708.2978515625,1489.5108337402344
2018-01-05 01:00:00,11964.925048828125,2033.8709106445312,2646.9694213867188,1199.406717936198,15766.900716145834,7564.110758463542,3767.3468627929688,1485.6378072102864
2018-01-05 02:00:00,11545.598958333334,1984.2147216796875,2648.4381510416665,1172.795186360677,15259.082845052084,7191.484456380208,3751.921875,1380.0559692382812
2018-01-05 03:00:00,11058.339680989584,1906.2041117350261,2604.5610961914062,1122.7841186523438,14498.177978515625,6699.8355712890625,3647.3688151041665,1302.4711201985676
2018-01-05 04:00:00,10628.369954427084,1838.4308064778645,2535.3187052408853,1093.5388285319011,13985.331136067709,6370.28369140625,3502.312784830729,1283.7444458007812
2018-01-05 05:00:00,10360.82421875,1848.0864562988281,2499.2013142903647,1085.122782389323,13691.509195963541,6156.8330078125,3407.6229248046875,1281.569091796875
2018-01-05 06:00:00,10235.187906901041,1832.6077575683594,2513.7043660481772,1088.3352559407551,13673.9755859375,6076.2459716796875,3381.417724609375,1261.9915568033855
2018-01-05 07:00:00,10198.020100911459,1836.3543090820312,2559.9127807617188,1100.5458374023438,13797.021402994791,6074.173421223958,3397.9067993164062,1243.0644124348958
2018-01-05 08:00:00,10305.680826822916,1872.1662699381511,2610.218994140625,1120.7913309733074,14171.156982421875,6181.2284749348955,3433.5813802083335,1262.0634460449219
2018-01-05 09:00:00,10678.208902994791,1963.1318766276042,2671.3953450520835,1162.5139770507812,14861.347330729166,6462.2041422526045,3540.9915974934897,1286.02294921875
2018-01-05 10:00:00,11290.188151041666,2111.4842325846353,2731.3920694986978,1242.0347900390625,16020.687174479166,7028.0290120442705,3757.8241170247397,1362.409912109375
2018-01-05 11:00:00,11898.425537109375,2235.4920857747397,2767.7403361002603,1331.4548238118489,17195.53125,7586.4005126953125,4013.8318074544272,1486.3203938802083
2018-01-05 12:00:00,11986.70849609375,2210.4875284830728,2757.6130981445312,1338.625467936198,17319.97265625,7687.77978515625,4036.0120442708335,1536.9261067708333
2018-01-05 13:00:00,11979.848876953125,2139.4669087727866,2728.7845255533853,1342.9776509602864,16436.618489583332,7588.378011067708,3935.610595703125,1438.2590840657551
2018-01-05 14:00:00,11929.936197916666,1984.0192464192708,2667.521484375,1323.8675028483074,15417.741129557291,7391.278157552083,3780.0087890625,1340.3951110839844
2018-01-05 15:00:00,11722.346435546875,1827.0188395182292,2585.8640747070312,1279.8819885253906,14446.358235677084,7145.525472005208,3575.970011393229,1271.3255310058594
2018-01-05 16:00:00,11395.469401041666,1697.955057779948,2531.025146484375,1214.6816507975261,13525.143717447916,6777.748453776042,3341.1654663085938,1194.919921875
2018-01-05 17:00:00,11078.346354166666,1602.1389261881511,2468.244140625,1160.0804748535156,12750.722981770834,6357.3683675130205,3174.704345703125,1131.2750244140625
2018-01-05 18:00:00,10837.260416666666,1537.6007690429688,2451.6488240559897,1111.801045735677,12199.356689453125,6019.748291015625,3055.060099283854,1094.825948079427
2018-01-05 19:00:00,10626.659993489584,1479.1878763834636,2418.4118448893228,1048.8847147623699,11747.818440755209,5809.2738037109375,2961.128662109375,1093.3038126627605
2018-01-05 20:00:00,10460.816324869791,1449.6725158691406,2393.4156901041665,995.0069376627604,11526.635498046875,5719.257975260417,2906.7468465169272,1098.2462259928386
2018-01-05 21:00:00,10536.853759765625,1493.0125427246094,2381.95703125,972.4699961344401,11706.918294270834,5852.309163411458,2877.809041341146,1126.956075032552
2018-01-05 22:00:00,11110.126627604166,1677.4886169433594,2413.1809895833335,1022.5855000813802,12650.282063802084,6349.9632568359375,3004.3407389322915,1215.5384419759114
2018-01-05 23:00:00,11378.322916666666,1777.3361714680989,2484.0455932617188,1061.3663431803386,13045.199788411459,6744.734130859375,3198.129923502604,1297.0517069498699
2018-01-06 00:00:00,11463.865397135416,1805.7979736328125,2510.5220947265625,1066.7313944498699,13061.192545572916,6800.184326171875,3219.114013671875,1318.509256998698
2018-01-06 01:00:00,11465.739990234375,1814.2643127441406,2581.4024658203125,1064.979248046875,13078.529703776041,6825.4098714192705,3220.2281290690103,1288.5311991373699
2018-01-06 02:00:00,11330.302083333334,1793.0211385091145,2614.736572265625,1040.1217346191406,12880.142659505209,6740.062744140625,3216.9499308268228,1274.3245137532551
2018-01-06 03:00:00,10993.308512369791,1735.8218587239583,2611.8610636393228,997.8646392822266,12480.217041015625,6496.981038411458,3145.7001953125,1244.4133809407551
2018-01-06 04:00:00,10646.291422526041,1675.5252278645833,2595.0798950195312,979.9769134521484,12073.380859375,6218.536539713542,3042.888671875,1222.8724975585938
2018-01-06 05:00:00,10424.494547526041,1630.8484293619792,2566.3831583658853,960.8361765543619,11824.737141927084,6053.065673828125,2951.44287109375,1226.9754333496094
2018-01-06 06:00:00,10333.392171223959,1595.4754536946614,2564.9072875976562,960.5157318115234,11759.806559244791,6020.2526448567705,2926.9963175455728,1222.0780843098958
2018-01-06 07:00:00,10337.727457682291,1607.7269795735676,2570.0637410481772,980.6789042154948,11811.69189453125,6078.607177734375,2925.8756103515625,1240.2970275878906
2018-01-06 08:00:00,10399.6923828125,1641.295633951823,2606.538126627604,1012.8597768147787,12073.652262369791,6219.517903645833,2960.2588907877603,1229.5048217773438
2018-01-06 09:00:00,10575.646158854166,1692.8702901204426,2633.4527791341147,1040.8133595784504,12487.556966145834,6395.795328776042,3034.1812337239585,1257.44970703125
2018-01-06 10:00:00,10937.749918619791,1789.4909973144531,2633.8407999674478,1079.784423828125,13027.884195963541,6645.3210042317705,3144.5251668294272,1342.5937906901042
2018-01-06 11:00:00,11274.864420572916,1869.5884399414062,2672.6602579752603,1126.5821634928386,13797.613037109375,6913.8751220703125,3267.6102091471353,1414.2495218912761
2018-01-06 12:00:00,11425.97265625,1927.8924458821614,2720.4371744791665,1179.3606872558594,14338.451334635416,7095.7057698567705,3341.2213745117188,1428.918192545573
2018-01-06 13:00:00,11400.811116536459,1883.8484497070312,2663.9041341145835,1209.2656351725261,14200.956624348959,7139.2318929036455,3303.6928914388022,1405.6103006998699
2018-01-06 14:00:00,11142.60595703125,1791.442891438802,2571.2990112304688,1194.691670735677,13752.323811848959,7080.493245442708,3134.6749267578125,1353.8082275390625
2018-01-06 15:00:00,10780.560139973959,1655.6113179524739,2538.2286783854165,1147.1830037434895,13045.74365234375,6798.9291585286455,2945.271280924479,1256.6065470377605
2018-01-06 16:00:00,10364.372802734375,1581.035868326823,2453.5777791341147,1114.447733561198,12318.123372395834,6434.714029947917,2809.9838256835938,1193.1047973632812
2018-01-06 17:00:00,9979.244059244791,1465.8288472493489,2391.985799153646,1069.8814290364583,11592.066243489584,6067.959391276042,2719.162394205729,1178.7710673014324
2018-01-06 18:00:00,9719.447265625,1405.9834696451824,2322.3130696614585,1047.5404866536458,10994.443277994791,5812.745849609375,2675.5311075846353,1192.7266438802083
2018-01-06 19:00:00,9506.5693359375,1371.7597961425781,2255.0843709309897,994.1382090250651,10660.431477864584,5588.8551025390625,2631.2338256835938,1268.037353515625
2018-01-06 20:00:00,9428.191324869791,1374.5248107910156,2247.4074910481772,958.7237091064453,10601.164713541666,5576.7336018880205,2616.0608927408853,1288.7464090983074
2018-01-06 21:00:00,9569.39013671875,1408.9496358235676,2286.6777547200522,911.1474456787109,10802.124837239584,5669.4856363932295,2607.1922810872397,1324.4163513183594
2018-01-06 22:00:00,10126.853841145834,1527.2102762858074,2340.9188028971353,964.9018300374349,11640.356282552084,6058.546712239583,2715.3812052408853,1387.4666239420574
2018-01-06 23:00:00,10296.015706380209,1617.1006876627605,2389.3124389648438,996.0273895263672,11970.097900390625,6291.118977864583,2842.1117960611978,1503.5750935872395
2018-01-07 00:00:00,10276.710530598959,1610.5233052571614,2396.2604777018228,968.6387786865234,11923.0986328125,6219.306966145833,2831.3311971028647,1522.6392822265625
2018-01-07 01:00:00,10220.270182291666,1623.8910522460938,2424.5943400065103,961.1931762695312,11749.612548828125,6118.2801513671875,2808.965861002604,1495.348368326823
2018-01-07 02:00:00,10065.557291666666,1592.4281311035156,2420.171834309896,937.6039479573568,11420.628092447916,5915.1030680338545,2755.4084269205728,1478.1237182617188
2018-01-07 03:00:00,9795.518798828125,1534.4221089680989,2410.7717895507812,911.5952860514323,10915.114501953125,5640.8530680338545,2663.0113728841147,1441.4674479166667
2018-01-07 04:00:00,9484.9931640625,1475.1526794433594,2419.822550455729,883.6813303629557,10411.350504557291,5267.3875732421875,2543.7777506510415,1347.1781107584636
2018-01-07 05:00:00,9236.085205078125,1429.2344258626301,2412.595703125,864.8875122070312,10005.789794921875,5033.8509521484375,2444.474568684896,1288.6065470377605
2018-01-07 06:00:00,9088.101318359375,1405.9192301432292,2412.8720906575522,852.2383575439453,9732.330322265625,4868.9693603515625,2387.6107584635415,1244.7542317708333
2018-01-07 07:00:00,9024.567789713541,1388.9703877766926,2402.8615519205728,845.1013488769531,9572.445393880209,4783.978515625,2355.5035400390625,1218.4849446614583
2018-01-07 08:00:00,9030.15673828125,1414.1615600585938,2408.040771484375,852.0263519287109,9531.413655598959,4773.015055338542,2347.0887247721353,1202.5256754557292
2018-01-07 09:00:00,9088.717610677084,1419.3710021972656,2427.2814127604165,857.806884765625,9660.923828125,4831.173177083333,2369.6277465820312,1213.5700988769531
2018-01-07 10:00:00,9229.72607421875,1473.3754374186199,2423.8924560546875,882.5136159261068,9997.169677734375,5001.092692057292,2438.6959635416665,1248.7303365071614
2018-01-07 11:00:00,9462.17919921875,1539.6709594726562,2427.2595418294272,889.2755126953125,10431.2138671875,5206.985432942708,2508.5604858398438,1279.3364766438801
2018-01-07 12:00:00,9527.657796223959,1553.6653442382812,2457.1229044596353,919.4667917887369,10981.951009114584,5429.255045572917,2548.145792643229,1297.4706726074219
2018-01-07 13:00:00,9799.793294270834,1632.5265096028645,2468.5992431640625,961.0416412353516,11533.000244140625,5612.015543619792,2591.1761678059897,1297.235127766927
2018-01-07 14:00:00,9894.150309244791,1587.3156331380208,2462.5397745768228,983.4832967122396,11863.750081380209,5665.9482828776045,2631.917683919271,1298.7613220214844
2018-01-07 15:00:00,9762.232177734375,1525.6552836100261,2448.3002319335938,972.5436604817709,11997.038411458334,5636.8056233723955,2683.7979329427085,1290.5070902506511
2018-01-07 16:00:00,9576.25341796875,1486.9146728515625,2426.1047159830728,968.0316111246744,12032.469970703125,5612.483072916667,2727.6701863606772,1272.6802673339844
2018-01-07 17:00:00,9503.488362630209,1456.811503092448,2390.1449178059897,968.2624104817709,11955.602945963541,5579.7353922526045,2741.9457804361978,1277.9083760579426
2018-01-07 18:00:00,9558.7744140625,1434.0744527180989,2268.0343221028647,979.6272684733073,11739.198649088541,5563.4875081380205,2751.7750447591147,1346.9646809895833
2018-01-07 19:00:00,9568.951578776041,1400.1492818196614,2198.1704711914062,1013.8687133789062,11517.579671223959,5503.758219401042,2720.952921549479,1384.9685465494792
2018-01-07 20:00:00,9626.31591796875,1410.6973470052083,2265.2175089518228,1021.8675333658854,11515.148111979166,5555.789713541667,2696.662556966146,1353.3445943196614
2018-01-07 21:00:00,9798.10888671875,1483.3080139160156,2316.9811401367188,988.4470672607422,11752.246256510416,5669.9183349609375,2694.4318033854165,1363.8183186848958
2018-01-07 22:00:00,10309.056966145834,1566.3346150716145,2360.6041870117188,973.7952982584635,12267.393880208334,6020.98974609375,2817.0650227864585,1374.7627258300781
2018-01-07 23:00:00,10358.733479817709,1541.1838785807292,2456.3939412434897,984.0111440022787,12292.8759765625,6160.8252360026045,2960.211873372396,1369.3360290527344
2018-01-08 00:00:00,10260.212972005209,1513.3191019694011,2469.1244506835938,964.1602579752604,12028.163818359375,6118.6195882161455,2959.0860392252603,1363.9230550130208
2018-01-08 01:00:00,10059.442220052084,1403.8693339029949,2441.3753662109375,934.4598693847656,11689.39013671875,5938.42919921875,2905.085164388021,1397.5867309570312
2018-01-08 02:00:00,9692.472737630209,1324.4439188639324,2411.8717447916665,883.782470703125,11182.1865234375,5611.8680419921875,2783.114298502604,1382.2371419270833
2018-01-08 03:00:00,9168.352620442709,1221.3694458007812,2496.1090698242188,837.5888977050781,10501.583414713541,5215.745442708333,2604.1373697916665,1210.6692199707031
