Time,CAPITL,CENTRL,DUNWOD,GENESE,HUD VL,LONGIL,MHK VL,MILLWD,N.Y.C.,NORTH,WEST
2018-01-03 09:00:00+00:00,1493.5,1999.1,630.7,1125.4,1182.6,2235.0,982.1,359.1,5434.0,608.3,1782.5
2018-01-03 10:00:00+00:00,1563.6,2115.6,668.3,1187.7,1231.8,2350.9,1032.7,393.3,5685.9,621.5,1855.5
2018-01-03 11:00:00+00:00,1722.4,2312.5,745.2,1305.9,1339.9,2590.6,1149.0,431.2,6191.0,648.1,2002.7
2018-01-03 12:00:00+00:00,1797.2,2389.2,810.7,1391.1,1397.6,2744.7,1217.8,453.6,6691.9,655.3,2109.8
2018-01-03 13:00:00+00:00,1796.0,2378.8,822.3,1394.8,1405.3,2747.5,1236.6,448.6,6967.8,658.5,2106.7
2018-01-03 14:00:00+00:00,1795.9,2355.9,822.6,1404.3,1370.1,2703.9,1232.4,442.1,7136.1,630.6,2110.4
2018-01-03 15:00:00+00:00,1757.7,2338.8,816.9,1418.5,1384.2,2653.8,1215.6,419.4,7196.8,623.0,2112.1
2018-01-03 16:00:00+00:00,1733.8,2323.9,800.8,1401.4,1371.0,2599.4,1189.2,407.3,7187.2,642.9,2088.2
2018-01-03 17:00:00+00:00,1709.9,2289.2,793.0,1348.8,1344.3,2599.6,1159.0,406.1,7180.9,648.7,2047.0
2018-01-03 18:00:00+00:00,1697.8,2287.7,788.2,1331.7,1331.6,2570.9,1150.3,397.0,7139.0,647.7,2064.7
2018-01-03 19:00:00+00:00,1689.8,2260.7,785.0,1317.5,1313.0,2592.3,1138.5,402.2,7093.2,635.7,2052.9
2018-01-03 20:00:00+00:00,1705.7,2246.7,793.4,1310.8,1333.8,2655.9,1130.7,403.5,7129.6,648.8,2042.6
2018-01-03 21:00:00+00:00,1805.6,2326.3,831.4,1350.3,1412.7,2864.0,1166.5,424.7,7287.4,660.9,2082.7
2018-01-03 22:00:00+00:00,1938.1,2493.6,887.5,1443.7,1504.1,3135.1,1248.5,475.3,7459.0,673.3,2201.7
2018-01-03 23:00:00+00:00,1952.4,2528.6,892.9,1441.5,1519.8,3180.0,1260.0,504.3,7353.1,673.3,2225.1
2018-01-04 00:00:00+00:00,1920.8,2505.2,881.5,1413.2,1504.6,3132.8,1248.0,500.7,7204.9,630.1,2209.2
2018-01-04 01:00:00+00:00,1863.7,2445.9,856.1,1372.3,1473.3,3058.2,1214.3,480.6,7005.1,622.7,2164.1
2018-01-04 02:00:00+00:00,1764.9,2328.3,822.9,1295.9,1414.7,2919.3,1153.7,448.9,6754.6,634.2,2080.8
2018-01-04 03:00:00+00:00,1645.5,2180.3,759.2,1194.5,1333.7,2711.9,1073.4,403.4,6423.4,623.0,1959.4
2018-01-04 04:00:00+00:00,1538.4,2090.9,697.7,1110.0,1254.4,2474.6,1017.3,372.0,6011.9,611.3,1837.2
2018-01-04 05:00:00+00:00,1482.6,2024.4,648.1,1051.3,1156.6,2285.7,969.2,340.5,5654.8,605.2,1756.7
2018-01-04 06:00:00+00:00,1460.1,1977.0,616.4,1022.1,1119.6,2170.0,941.6,326.8,5417.5,600.1,1712.3
2018-01-04 07:00:00+00:00,1445.1,1940.4,598.2,1008.6,1097.3,2103.2,927.9,319.0,5245.9,597.5,1698.0
2018-01-04 08:00:00+00:00,1449.3,1913.9,592.1,1009.7,1095.7,2092.0,935.6,311.6,5179.1,598.2,1693.0
2018-01-04 09:00:00+00:00,1477.3,1938.7,598.7,1035.4,1101.0,2119.2,959.1,315.9,5230.9,605.1,1716.8
2018-01-04 10:00:00+00:00,1550.8,2082.9,630.5,1104.9,1150.5,2198.5,1006.2,333.5,5479.4,620.5,1796.3
2018-01-04 11:00:00+00:00,1693.7,2286.1,687.3,1228.4,1225.4,2319.4,1099.4,365.6,5860.2,646.6,1945.3
2018-01-04 12:00:00+00:00,1771.6,2384.8,749.6,1319.6,1297.1,2440.4,1170.0,398.0,6290.5,659.1,2061.7
2018-01-04 13:00:00+00:00,1783.2,2379.2,783.6,1326.5,1355.0,2550.8,1191.1,417.9,6667.9,656.6,2079.2
2018-01-04 14:00:00+00:00,1799.7,2408.9,813.2,1346.0,1403.5,2695.4,1208.5,444.5,6977.3,621.9,2107.0
2018-01-04 15:00:00+00:00,1824.3,2438.5,833.9,1360.7,1447.9,2797.6,1234.8,459.1,7156.2,621.3,2130.1
2018-01-04 16:00:00+00:00,1841.2,2441.4,836.1,1364.6,1474.3,2854.2,1239.7,463.4,7261.9,620.3,2128.3
2018-01-04 17:00:00+00:00,1831.1,2422.7,845.2,1357.9,1476.4,2894.9,1215.0,456.1,7276.6,620.0,2119.5
2018-01-04 18:00:00+00:00,1820.8,2420.1,827.5,1355.7,1476.9,2897.9,1200.5,454.4,7258.1,614.0,2120.4
2018-01-04 19:00:00+00:00,1799.9,2402.1,817.5,1351.7,1461.7,2884.6,1185.7,456.6,7201.6,611.4,2101.8
2018-01-04 20:00:00+00:00,1799.5,2398.8,816.3,1348.3,1447.7,2886.9,1199.0,437.6,7163.5,622.0,2086.4
2018-01-04 21:00:00+00:00,1867.7,2442.4,832.1,1385.3,1477.3,3014.1,1260.5,449.2,7240.3,626.4,2126.4
2018-01-04 22:00:00+00:00,1962.0,2576.2,890.9,1473.3,1577.6,3227.4,1336.3,482.7,7416.7,661.1,2253.0
2018-01-04 23:00:00+00:00,1961.3,2592.3,888.6,1479.0,1579.1,3225.0,1342.0,479.9,7340.8,681.7,2276.5
2018-01-05 00:00:00+00:00,1927.1,2556.8,869.1,1456.0,1546.4,3126.3,1316.4,463.0,7204.5,678.9,2258.5
2018-01-05 01:00:00+00:00,1857.7,2468.5,841.8,1421.5,1475.1,3016.5,1283.8,457.4,7015.6,668.6,2215.6
2018-01-05 02:00:00+00:00,1757.4,2366.0,814.4,1355.1,1409.4,2861.2,1225.2,432.4,6777.6,657.0,2145.5
2018-01-05 03:00:00+00:00,1643.6,2248.7,760.1,1266.3,1316.1,2675.2,1135.6,402.2,6473.6,637.3,2062.1
2018-01-05 04:00:00+00:00,1552.0,2181.1,707.9,1189.2,1238.4,2477.4,1067.9,371.8,6120.7,631.0,1936.7
2018-01-05 05:00:00+00:00,1512.4,2118.8,645.8,1148.0,1186.5,2340.1,1040.5,342.5,5810.2,632.7,1867.3
2018-01-05 06:00:00+00:00,1486.8,2085.7,622.4,1119.2,1157.1,2265.0,1021.7,338.0,5621.1,633.6,1825.3
2018-01-05 07:00:00+00:00,1485.3,2076.4,611.1,1111.8,1149.5,2231.8,1018.8,337.7,5509.6,633.0,1803.1
2018-01-05 08:00:00+00:00,1493.4,2086.9,610.0,1114.7,1158.3,2224.2,1019.0,338.6,5476.5,632.4,1796.6
2018-01-05 09:00:00+00:00,1522.3,2133.4,619.3,1138.7,1175.6,2271.8,1043.5,349.9,5533.0,639.8,1830.1
2018-01-05 10:00:00+00:00,1594.8,2238.4,655.9,1195.7,1230.8,2378.8,1108.1,371.8,5772.3,658.9,1899.8
2018-01-05 11:00:00+00:00,1714.4,2369.3,724.7,1282.8,1318.2,2550.8,1193.0,406.4,6205.3,679.9,2012.5
2018-01-05 12:00:00+00:00,1814.8,2441.2,778.4,1350.2,1388.9,2689.1,1246.3,429.1,6652.0,689.8,2109.0
2018-01-05 13:00:00+00:00,1859.4,2499.0,806.5,1385.4,1438.3,2787.2,1287.4,437.6,6994.8,695.8,2158.0
2018-01-05 14:00:00+00:00,1861.3,2541.7,821.6,1424.6,1454.1,2864.2,1305.8,440.8,7275.3,702.0,2195.7
2018-01-05 15:00:00+00:00,1860.7,2580.2,831.8,1450.0,1464.1,2887.4,1316.4,440.9,7427.6,704.6,2221.2
2018-01-05 16:00:00+00:00,1854.2,2579.6,843.9,1454.5,1458.3,2906.2,1319.3,441.9,7502.3,709.2,2222.4
2018-01-05 17:00:00+00:00,1846.9,2604.8,837.7,1455.8,1448.0,2912.9,1309.4,438.7,7517.7,709.4,2209.2
2018-01-05 18:00:00+00:00,1836.7,2584.9,835.7,1442.9,1441.5,2922.3,1309.6,438.4,7501.9,711.9,2199.1
2018-01-05 19:00:00+00:00,1829.3,2582.8,833.0,1432.9,1440.1,2947.4,1306.9,439.7,7484.7,711.7,2181.6
2018-01-05 20:00:00+00:00,1839.4,2577.1,845.8,1424.2,1463.5,3003.5,1301.8,445.2,7517.9,712.7,2168.7
2018-01-05 21:00:00+00:00,1912.0,2634.1,879.3,1447.5,1521.4,3168.2,1341.1,475.4,7641.1,724.4,2198.8
2018-01-05 22:00:00+00:00,2012.4,2765.7,933.4,1533.2,1637.5,3425.1,1397.5,506.0,7822.0,735.0,2312.7
2018-01-05 23:00:00+00:00,2006.2,2747.4,933.3,1519.4,1636.1,3441.3,1410.9,521.8,7742.7,729.0,2324.0
2018-01-06 00:00:00+00:00,1975.1,2692.9,925.3,1483.9,1615.9,3371.0,1389.9,520.5,7619.5,726.2,2294.9
2018-01-06 01:00:00+00:00,1930.9,2619.9,897.1,1439.2,1586.3,3304.6,1351.6,503.1,7450.4,715.9,2248.4
2018-01-06 02:00:00+00:00,1851.9,2511.3,866.4,1368.8,1527.3,3179.6,1294.5,486.5,7230.7,707.9,2181.1
2018-01-06 03:00:00+00:00,1758.6,2394.6,820.6,1289.5,1449.7,2998.5,1232.2,460.5,6949.8,689.5,2085.2
2018-01-06 04:00:00+00:00,1665.9,2283.4,766.4,1214.3,1363.9,2797.6,1161.0,430.2,6601.6,678.3,1978.2
2018-01-06 05:00:00+00:00,1605.3,2209.2,719.2,1158.5,1307.9,2634.8,1104.1,408.2,6252.3,672.0,1899.9
2018-01-06 06:00:00+00:00,1565.1,2170.1,695.9,1126.5,1270.4,2523.4,1080.4,393.5,6010.2,668.2,1842.0
2018-01-06 07:00:00+00:00,1543.1,2127.9,675.8,1115.7,1248.6,2459.4,1067.2,387.9,5850.2,664.6,1815.9
2018-01-06 08:00:00+00:00,1537.5,2136.6,665.8,1110.7,1241.1,2436.7,1066.2,386.8,5753.1,665.8,1800.9
2018-01-06 09:00:00+00:00,1551.2,2145.4,664.3,1115.9,1246.7,2440.2,1071.2,387.9,5728.3,667.1,1808.3
2018-01-06 10:00:00+00:00,1579.6,2179.8,679.9,1140.7,1269.1,2477.7,1086.9,400.8,5788.2,676.6,1837.7
2018-01-06 11:00:00+00:00,1639.8,2257.3,704.4,1180.0,1306.4,2566.6,1133.0,415.1,5968.7,687.2,1906.1
2018-01-06 12:00:00+00:00,1696.4,2338.3,737.4,1235.5,1349.0,2663.4,1176.0,430.5,6178.7,697.6,1980.2
2018-01-06 13:00:00+00:00,1759.7,2420.1,764.5,1281.3,1402.2,2769.9,1229.9,446.4,6435.3,709.5,2031.3
2018-01-06 14:00:00+00:00,1806.8,2467.8,789.0,1320.6,1437.1,2853.7,1258.5,456.0,6679.2,721.1,2066.9
2018-01-06 15:00:00+00:00,1828.1,2505.0,811.5,1348.5,1446.2,2872.5,1277.2,460.4,6871.5,718.1,2086.6
2018-01-06 16:00:00+00:00,1826.1,2507.1,822.4,1352.7,1443.8,2880.9,1275.3,462.3,6994.3,731.0,2082.2
2018-01-06 17:00:00+00:00,1810.4,2482.3,817.2,1336.2,1435.8,2866.5,1264.4,442.5,7032.1,726.2,2053.9
2018-01-06 18:00:00+00:00,1800.8,2421.5,812.3,1324.4,1414.3,2853.9,1246.9,451.1,7036.4,721.3,2047.5
2018-01-06 19:00:00+00:00,1799.4,2399.3,810.1,1317.1,1406.5,2882.2,1249.1,452.4,7031.9,716.1,2027.4
2018-01-06 20:00:00+00:00,1820.2,2436.1,821.5,1326.7,1440.3,2939.6,1254.4,447.3,7055.1,717.2,2020.2
2018-01-06 21:00:00+00:00,1900.5,2521.4,854.6,1378.1,1517.2,3103.2,1286.8,469.7,7186.2,726.3,2077.4
2018-01-06 22:00:00+00:00,2007.6,2664.8,908.0,1468.7,1620.8,3359.1,1372.9,511.8,7446.5,728.1,2213.7
2018-01-06 23:00:00+00:00,1985.8,2651.8,914.4,1457.6,1628.6,3383.7,1342.8,515.2,7485.6,709.3,2228.2
2018-01-07 00:00:00+00:00,1947.2,2600.7,900.2,1422.9,1602.9,3324.4,1331.7,505.1,7408.0,725.8,2207.8
2018-01-07 01:00:00+00:00,1912.8,2543.4,881.6,1388.9,1575.1,3254.9,1291.5,499.6,7286.5,721.4,2184.6
2018-01-07 02:00:00+00:00,1855.0,2454.7,857.6,1328.3,1530.9,3145.4,1249.5,476.7,7125.0,707.2,2127.5
2018-01-07 03:00:00+00:00,1775.7,2333.7,814.6,1251.6,1456.8,2985.3,1184.3,453.7,6906.0,691.7,2028.6
2018-01-07 04:00:00+00:00,1689.9,2221.2,767.7,1175.3,1381.9,2803.8,1117.0,428.2,6631.9,679.7,1919.5
2018-01-07 05:00:00+00:00,1632.1,2157.0,722.3,1124.4,1314.2,2648.5,1081.0,416.2,6325.6,675.4,1836.5
2018-01-07 06:00:00+00:00,1602.5,2108.8,701.6,1091.9,1274.4,2522.2,1061.5,399.2,6092.0,647.1,1785.0
2018-01-07 07:00:00+00:00,1583.1,2089.4,675.6,1075.1,1255.9,2459.4,1054.2,393.5,5919.6,632.0,1767.3
2018-01-07 08:00:00+00:00,1581.1,2085.3,663.3,1066.6,1249.6,2427.2,1045.2,392.4,5819.3,629.6,1756.3
2018-01-07 09:00:00+00:00,1586.4,2083.0,661.4,1068.2,1257.6,2424.4,1035.0,397.3,5777.0,626.6,1755.9
2018-01-07 10:00:00+00:00,1603.0,2124.0,671.4,1089.2,1274.5,2448.0,1050.9,407.0,5806.3,635.0,1779.8
2018-01-07 11:00:00+00:00,1655.6,2188.2,691.3,1130.5,1311.6,2514.8,1090.1,421.2,5924.5,645.7,1833.6
2018-01-07 12:00:00+00:00,1715.7,2263.2,715.5,1173.2,1387.6,2572.4,1147.6,433.9,6092.5,654.9,1873.3
2018-01-07 13:00:00+00:00,1759.9,2331.7,744.4,1203.2,1414.6,2660.6,1212.0,456.2,6315.0,661.9,1913.6
2018-01-07 14:00:00+00:00,1818.1,2378.0,759.1,1230.9,1450.7,2721.6,1229.6,466.1,6538.8,666.4,1954.6
2018-01-07 15:00:00+00:00,1828.1,2373.6,778.4,1243.6,1456.7,2738.3,1241.3,462.0,6734.7,664.9,1954.2
2018-01-07 16:00:00+00:00,1813.2,2371.8,785.7,1261.9,1444.3,2732.3,1243.2,453.3,6844.4,695.3,1974.1
2018-01-07 17:00:00+00:00,1801.0,2349.8,776.9,1264.3,1428.6,2712.2,1251.7,442.1,6879.3,658.0,1955.7
2018-01-07 18:00:00+00:00,1789.5,2307.1,773.1,1255.5,1415.0,2707.0,1218.7,432.9,6872.9,670.4,1954.5
2018-01-07 19:00:00+00:00,1782.8,2305.3,773.5,1271.4,1366.1,2720.8,1206.9,434.0,6856.2,644.7,1956.4
2018-01-07 20:00:00+00:00,1808.2,2316.7,785.6,1280.7,1353.3,2784.9,1209.7,446.7,6886.4,673.6,1940.3
2018-01-07 21:00:00+00:00,1900.0,2415.4,833.6,1343.3,1543.0,2996.8,1283.0,471.0,7073.8,663.8,2002.5
2018-01-07 22:00:00+00:00,2011.1,2546.4,891.0,1422.7,1645.2,3253.8,1337.8,510.6,7316.8,696.6,2125.1
2018-01-07 23:00:00+00:00,1989.1,2528.1,885.7,1405.0,1590.4,3259.6,1340.5,513.5,7356.8,699.2,2131.8
2018-01-08 00:00:00+00:00,1940.6,2468.7,865.8,1362.5,1539.3,3190.3,1328.0,506.6,7272.6,675.7,2093.7
2018-01-08 01:00:00+00:00,1877.6,2382.0,848.8,1313.0,1503.1,3104.2,1296.2,490.6,7145.1,676.5,2038.8
2018-01-08 02:00:00+00:00,1777.3,2266.1,822.6,1243.9,1435.6,2950.4,1220.2,462.0,6936.8,659.4,1967.0
2018-01-08 03:00:00+00:00,1673.3,2123.5,764.7,1141.9,1385.3,2739.3,1130.1,420.6,6601.6,637.5,1844.1
2018-01-08 04:00:00+00:00,1582.5,1991.1,708.6,1068.3,1259.2,2533.1,1082.2,382.4,6216.5,623.9,1737.5
2018-01-08 05:00:00+00:00,1522.6,1909.3,665.8,1019.4,1212.0,2381.1,1054.0,360.5,5896.8,615.3,1674.3
2018-01-08 06:00:00+00:00,1484.6,1855.0,642.0,989.9,1158.9,2301.5,1025.1,352.9,5718.7,611.9,1641.4
2018-01-08 07:00:00+00:00,1465.4,1825.8,626.7,984.2,1137.6,2245.3,1023.4,347.3,5568.8,605.7,1619.8
2018-01-08 08:00:00+00:00,1467.0,1822.0,617.2,984.2,1130.2,2221.3,1017.5,346.7,5526.2,602.7,1612.6
2018-01-08 09:00:00+00:00,1486.7,1872.2,624.6,1004.9,1141.9,2250.0,1024.0,353.0,5567.4,605.5,1635.0
2018-01-08 10:00:00+00:00,1563.9,2011.7,661.9,1087.7,1203.1,2367.3,1082.1,379.0,5810.6,619.3,1710.1
2018-01-08 11:00:00+00:00,1705.4,2230.5,743.1,1209.0,1302.1,2594.4,1192.2,413.9,6260.7,641.3,1861.4
2018-01-08 12:00:00+00:00,1783.6,2318.8,808.3,1268.6,1365.7,2723.2,1246.2,432.7,6737.3,652.8,1980.3
2018-01-08 13:00:00+00:00,1777.1,2308.8,811.3,1296.6,1374.0,2721.2,1232.8,426.1,6993.6,648.6,1996.1
2018-01-08 14:00:00+00:00,1774.8,2337.5,825.4,1334.7,1366.9,2715.3,1238.4,428.2,7214.2,645.0,2021.3
2018-01-08 15:00:00+00:00,1784.6,2343.1,831.7,1377.3,1386.9,2729.5,1244.5,427.5,7331.3,642.9,2036.9
2018-01-08 16:00:00+00:00,1779.4,2325.5,829.2,1387.2,1396.1,2716.4,1233.0,419.5,7376.7,636.4,2040.4
2018-01-08 17:00:00+00:00,1777.1,2309.7,828.2,1388.1,1380.1,2737.4,1214.4,423.5,7382.6,635.5,2034.6
2018-01-08 18:00:00+00:00,1786.4,2267.2,820.4,1382.4,1338.4,2750.8,1213.0,421.6,7377.6,630.1,2038.2
2018-01-08 19:00:00+00:00,1786.0,2240.8,817.3,1371.8,1359.9,2736.6,1200.8,413.1,7320.3,627.1,2030.7
2018-01-08 20:00:00+00:00,1795.9,2230.5,819.4,1370.6,1396.7,2780.4,1194.9,422.3,7342.6,635.5,2012.8
2018-01-08 21:00:00+00:00,1865.5,2252.6,864.5,1409.6,1448.4,2936.0,1230.2,452.2,7455.5,645.3,2051.6
2018-01-08 22:00:00+00:00,1951.9,2356.5,902.0,1474.5,1515.0,3142.8,1274.7,479.0,7575.8,655.5,2140.0
2018-01-08 23:00:00+00:00,1942.1,2351.3,902.7,1460.4,1530.2,3168.3,1263.0,481.3,7416.1,653.4,2129.3
2018-01-09 00:00:00+00:00,1894.9,2309.8,882.7,1433.9,1552.6,3100.2,1242.0,454.7,7274.1,641.6,2096.1
2018-01-09 01:00:00+00:00,1827.1,2215.9,854.6,1384.0,1456.5,3004.9,1204.1,443.5,7068.5,634.6,2047.7
2018-01-09 02:00:00+00:00,1721.6,2098.5,804.1,1305.5,1378.2,2833.4,1139.8,414.1,6810.8,595.1,1973.8
2018-01-09 03:00:00+00:00,1601.0,1952.6,735.0,1209.1,1275.6,2566.3,1029.8,364.1,6385.9,574.2,1853.3
2018-01-09 04:00:00+00:00,1495.4,1834.8,661.3,1117.0,1187.3,2343.0,951.7,327.8,5946.3,577.0,1725.7
2018-01-09 05:00:00+00:00,1424.9,1796.5,617.8,1066.3,1099.6,2177.4,886.8,311.2,5553.5,566.4,1663.6
2018-01-09 06:00:00+00:00,1390.3,1751.4,597.8,1029.5,1079.0,2082.0,856.3,304.2,5317.3,561.6,1616.0
2018-01-09 07:00:00+00:00,1370.4,1727.9,579.9,1017.6,1057.1,2038.7,848.6,301.8,5174.2,559.5,1598.7
2018-01-09 08:00:00+00:00,1365.4,1737.1,574.3,1020.0,1058.2,2025.4,843.8,303.6,5109.2,558.2,1600.2
2018-01-09 09:00:00+00:00,1379.0,1763.8,583.4,1042.3,1081.1,2052.8,862.7,304.3,5147.2,562.1,1624.2
2018-01-09 10:00:00+00:00,1455.0,1871.2,620.2,1116.9,1124.5,2164.3,928.3,333.0,5389.0,577.4,1697.1
2018-01-09 11:00:00+00:00,1598.5,2075.5,694.9,1249.5,1218.6,2401.1,1048.1,377.2,5910.4,606.1,1851.5
2018-01-09 12:00:00+00:00,1684.2,2187.2,759.0,1331.4,1292.4,2528.4,1114.5,390.8,6407.0,620.2,1953.6
2018-01-09 13:00:00+00:00,1670.3,2208.7,760.4,1337.6,1299.4,2534.5,1109.7,381.3,6639.6,616.7,1969.9
